Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.004953718714906685e+00,6.675010797542729746e-01,1.818120569963171645e-05,-2.161361561001388258e-06
4.004953718714906685e+00,6.675010797542729746e-01,1.818120569963171645e-05,-2.161361561001388258e-06,4.005302498758656071e+00,6.675417051645790023e-01,1.818281630421586599e-05,-2.161633988915160471e-06
8.010256217473562756e+00,1.335042784918851977e+00,3.636402200384758243e-05,-4.322995549916548728e-06,4.005321301406212342e+00,6.675534818959454331e-01,1.818288585125951018e-05,-2.161601917740337976e-06
1.201557751887977510e+01,2.002596266814797410e+00,5.454690785510709261e-05,-6.484597467656886704e-06,4.005448832978034446e+00,6.675747949880799226e-01,1.818346903379125610e-05,-2.161670619276105029e-06
1.602102635185780954e+01,2.670171061802877333e+00,7.273037688889834871e-05,-8.646268086932991733e-06,4.005578277972979606e+00,6.675962269888313649e-01,1.818404635835094239e-05,-2.161740776432350699e-06
2.002660462983078915e+01,3.337767288791708697e+00,9.091442324724929110e-05,-1.080800886336534243e-05,4.005704867963640226e+00,6.676176587000983709e-01,1.818463528526715538e-05,-2.161808751306701606e-06
2.403230949779442938e+01,4.005384947491807068e+00,1.090990585325164465e-04,-1.296981761467204404e-05,4.005835279008145733e+00,6.676390901073006034e-01,1.818521835455042684e-05,-2.161878909232270879e-06
2.803814477680257511e+01,4.673024037599107672e+00,1.272842768870668733e-04,-1.513169652390431492e-05,4.005963788411790460e+00,6.676605212162520786e-01,1.818579556551447036e-05,-2.161949067713778369e-06
3.204410856521436557e+01,5.340684558815359750e+00,1.454700724525813437e-04,-1.729364559161809329e-05,4.006090396571302392e+00,6.676819520444308154e-01,1.818638437908951639e-05,-2.162016316244959503e-06
3.605019896178566796e+01,6.008366510859790566e+00,1.636564568316708601e-04,-1.945566190786305279e-05,4.006217010296822423e+00,6.677029057241705701e-01,1.818696151506551625e-05,-2.162087930804541607e-06
4.005641597208249038e+01,6.676069416583961136e+00,1.818434183467363763e-04,-2.161774983866759440e-05,4.006347445887080028e+00,6.677248127895056840e-01,1.818755025234205700e-05,-2.162155180095739994e-06
4.406276341796957041e+01,7.343794229373466820e+00,2.000309685990784333e-04,-2.377990501876333439e-05,4.006477887716343389e+00,6.677462426995184330e-01,1.818813895192430345e-05,-2.162226795656294813e-06
4.806924130568591380e+01,8.011540472072985253e+00,2.182191075510027368e-04,-2.594213181441962920e-05,4.006604518366920331e+00,6.677676723588330532e-01,1.818869269689450978e-05,-2.162292590608378920e-06
5.207584582405283413e+01,8.679308144431818306e+00,2.364078002478972465e-04,-2.810442440502800812e-05,4.006731158542919502e+00,6.677886248514379730e-01,1.818931623686704038e-05,-2.162364207052660153e-06
5.608257698259575363e+01,9.347096769283256279e+00,2.545971164847642869e-04,-3.026678861208066828e-05,4.006861616710082785e+00,6.678105307184338812e-01,1.818986990683330593e-05,-2.162432913296337124e-06
6.008943859930583642e+01,1.001490730000169016e+01,2.727869863915975929e-04,-3.242922152537700540e-05,4.006988267869886045e+00,6.678314826144902128e-01,1.819047009310502741e-05,-2.162504530525970366e-06
6.409642686717572246e+01,1.068273878261618037e+01,2.909774564847026203e-04,-3.459172605590297577e-05,4.007118739488916503e+00,6.678524342784459833e-01,1.819104696464986367e-05,-2.162570327318897624e-06
6.810354560666463897e+01,1.135059121689462636e+01,3.091685034493524839e-04,-3.675429638322187339e-05,4.007249217203153080e+00,6.678752928603248762e-01,1.819162379891630559e-05,-2.162641945432369089e-06
