Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.900009054627709748e-01,8.250017825277006223e-01,3.614287578231986974e-06,2.608578742169829754e-06
9.900009054627709748e-01,8.250017825277006223e-01,3.614287578231986974e-06,2.608578742169829754e-06,9.900236784327338668e-01,8.250187230143294359e-01,3.614373467779217016e-06,2.608629053740265013e-06
1.980024583895504842e+00,1.650020505542030058e+00,7.228661046011203990e-06,5.217207795910094767e-06,9.900307754540456084e-01,8.250257096050619410e-01,3.614398238344951871e-06,2.608652807240038676e-06
2.970055359349550450e+00,2.475046215147091999e+00,1.084305928435615586e-05,7.825860603150133443e-06,9.900431775190354777e-01,8.250358553823273766e-01,3.614443381558967412e-06,2.608684928421831374e-06
3.960098536868585928e+00,3.300082070529419376e+00,1.445750266591512327e-05,1.043454553157196482e-05,9.900555797749759357e-01,8.250461205001515808e-01,3.614488524014228626e-06,2.608718140447447966e-06
4.950154116643561863e+00,4.125128191029570957e+00,1.807199118992935190e-05,1.304326367201941278e-05,9.900677437894707111e-01,8.250568625842431558e-01,3.614532210683980406e-06,2.608749896937829642e-06
5.940221860433032575e+00,4.950185053613814112e+00,2.168652340061333231e-05,1.565201356895724242e-05,9.900801464227040327e-01,8.250664126868514359e-01,3.614577352076323691e-06,2.608782380788799798e-06
6.930302006855736607e+00,5.775251466300665548e+00,2.530110075268965600e-05,1.826079594974604222e-05,9.900920724074637747e-01,8.250769166051297177e-01,3.614623948170192773e-06,2.608814864367797840e-06
7.920394079263200382e+00,6.600328382905795266e+00,2.891572470085984877e-05,2.086961081411384006e-05,9.901054291273663210e-01,8.250874206523235443e-01,3.614669088478564279e-06,2.608847347896837878e-06
8.910499508390566703e+00,7.425415803558118810e+00,3.253039378933841305e-05,2.347845816201067794e-05,9.901164017477768198e-01,8.250979248284302514e-01,3.614711318016759463e-06,2.608879830931861197e-06
9.900615910138343523e+00,8.250513728386549062e+00,3.614510510735517251e-05,2.608733799294253914e-05,9.901292820228277947e-01,8.251079522826110235e-01,3.614759367273593532e-06,2.608912313694888683e-06
1.089074519216117132e+01,9.075621680669160085e+00,3.975986447462876604e-05,2.869625030663742782e-05,9.901421624680697420e-01,8.251179798475689608e-01,3.614804506193816951e-06,2.608943340951143256e-06
1.188088735462924106e+01,9.900739660516729046e+00,4.337466898082258300e-05,3.130519364758857108e-05,9.901540893528419929e-01,8.251280075653237844e-01,3.614846734153369726e-06,2.608977278630809026e-06
1.287104144398208305e+01,1.072586766808205283e+01,4.698951571497595272e-05,3.391417092621938010e-05,9.901660164550758481e-01,8.251389891210099137e-01,3.614891871577089215e-06,2.609011215583015796e-06
1.386120746043715890e+01,1.155100665720306274e+01,5.060440758655304194e-05,3.652318214180239590e-05,9.901788974691090317e-01,8.251490170652946432e-01,3.614937008908136523e-06,2.609042242249122185e-06
1.485138635790626793e+01,1.237615567426835739e+01,5.421934459546117846e-05,3.913222438405151808e-05,9.901908250419833024e-01,8.251590451311638930e-01,3.614987965821060776e-06,2.609073268432589201e-06
1.584157718294825123e+01,1.320131471939952128e+01,5.783433256128223923e-05,4.174129765248410729e-05,9.902027526219914222e-01,8.251690733594294613e-01,3.615027281494891998e-06,2.609107204787034656e-06
1.683177993557024266e+01,1.402648379275895074e+01,6.144935984277713123e-05,4.435040485727114194e-05,9.902165879469322363e-01,8.251800554355881445e-01,3.615072416771660793e-06,2.609141140858103544e-06
1.782199652351717489e+01,1.485166384819453889e+01,6.506443225954879203e-05,4.695954599812924549e-05,9.902275622588980752e-01,8.251900838807859628e-01,3.615117551955730302e-06,2.609172166451398660e-06
1.881222408577607297e+01,1.567685393207532485e+01,6.867954981150452233e-05,4.956871816458064415e-05,9.902404442327963352e-01,8.251991587715110654e-01,3.615162686158989867e-06,2.609206101748821535e-06
1.980246453000886930e+01,1.650205309084683591e+01,7.229471249766351219e-05,5.217792426632946568e-05,9.902533264028221538e-01,8.252110948624107323e-01,3.615207820269563700e-06,2.609234216626509580e-06
2.079271785641169146e+01,1.732726418570924665e+01,7.590992031793307589e-05,5.478715848295597526e-05,9.902643012686276336e-01,8.252211238358064804e-01,3.615252953621345090e-06,2.609273971952751417e-06
2.178298215768031909e+01,1.815248530954505313e+01,7.952517327155442098e-05,5.739643245490872668e-05,9.902771838170707497e-01,8.252311527315008277e-01,3.615298086214361142e-06,2.609302086071972279e-06
2.277325934149738984e+01,1.897771646227655395e+01,8.314047135776878213e-05,6.000573454098069896e-05,9.902900665616307663e-01,8.252411817415712392e-01,3.615343218714677908e-06,2.609330200175390894e-06
2.376354940805902061e+01,1.980295764401812519e+01,8.675581457648346003e-05,6.261506474115608985e-05,9.903010419812794396e-01,8.252512111061349742e-01,3.615388350234171179e-06,2.609369954636236110e-06
2.475385045004030005e+01,2.062820885512426017e+01,9.037120292671763121e-05,6.522443469579232596e-05,9.903158326321594984e-01,8.252631478422038924e-01,3.615433481660951611e-06,2.609398068203225372e-06
2.574416628267245954e+01,2.145347200296646406e+01,9.398663640837858282e-05,6.783383276399555133e-05,9.903249008954446708e-01,8.252712698712443284e-01,3.615478612328953153e-06,2.609432001577605630e-06
2.673449118356790422e+01,2.227874327283770839e+01,9.760211502070753598e-05,7.044326476557315696e-05,9.903396919385230035e-01,8.252832069900897238e-01,3.615523742238175805e-06,2.609465934890579388e-06
2.772483087550642722e+01,2.310402647982779811e+01,1.012176387629457118e-04,7.305273070046373635e-05,9.903506681012324009e-01,8.252913291274950325e-01,3.615568872054658513e-06,2.609494047461254616e-06
