Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.979988609798541965e+00,3.300002565356445761e-01,8.988516841015985203e-06,-1.068555073008626609e-06
1.979988609798541965e+00,3.300002565356445761e-01,8.988516841015985203e-06,-1.068555073008626609e-06,1.980074035737969584e+00,3.300102204526343952e-01,8.988910432304286600e-06,-1.068621698578266178e-06
3.960062645536511550e+00,6.600104769882789713e-01,1.797742727332027180e-05,-2.137176771586892787e-06,1.980078517834284124e+00,3.300130616109870907e-01,8.988927855298875958e-06,-1.068613836594227100e-06
5.940141163370795674e+00,9.900235385992660619e-01,2.696635512861914776e-05,-3.205790608181119887e-06,1.980109823234947442e+00,3.300183167112537008e-01,8.989069691321454405e-06,-1.068630439895974734e-06
7.920250986605743115e+00,1.320041855310519763e+00,3.595542481994060217e-05,-4.274421048077094622e-06,1.980141129376744580e+00,3.300234525664200724e-01,8.989212978229803969e-06,-1.068647589149309005e-06
9.900392115982487695e+00,1.650065307876939835e+00,4.494463779817040614e-05,-5.343068637226403627e-06,1.980172436219296728e+00,3.300288268029309968e-01,8.989353350366041304e-06,-1.068664738345379613e-06
1.188056455220178442e+01,1.980094134679870832e+00,5.393399114853644744e-05,-6.411733375571783240e-06,1.980204220687346250e+00,3.300339625878565553e-01,8.989496627701810646e-06,-1.068681159949596336e-06
1.386076877288913067e+01,2.310128097267727387e+00,6.292348777623825808e-05,-7.480414535521379576e-06,1.980235052206703372e+00,3.300392175441442255e-01,8.989642811020631024e-06,-1.068698309362653915e-06
1.584100382509583405e+01,2.640167314811871613e+00,7.191313058725888911e-05,-8.549112844884033491e-06,1.980265884258260556e+00,3.300444724643423200e-01,8.989777349035826728e-06,-1.068715458607430612e-06
1.782126970935409460e+01,2.970211787276213933e+00,8.090290793629471584e-05,-9.617828303491464102e-06,1.980297670970799118e+00,3.300494889324174785e-01,8.989923523226308558e-06,-1.068732608128012247e-06
1.980156738032489372e+01,3.300261276208631411e+00,8.989283145952102439e-05,-1.068656091161947635e-05,1.980329458321850922e+00,3.300549821993610244e-01,8.990063872424256712e-06,-1.068749030053638163e-06
2.178189683864674464e+01,3.630316258407992436e+00,9.888289533194528111e-05,-1.175530994167311451e-05,1.980361246541843201e+00,3.300602370146461517e-01,8.990210037159845078e-06,-1.068765451919668534e-06
2.376225808518858784e+01,3.960376495422638587e+00,1.078731053691051262e-04,-1.282407539359278305e-05,1.980393035377225885e+00,3.300654917851937320e-01,8.990350377451641591e-06,-1.068784056787972319e-06
2.574265112056581373e+01,4.290441987207832319e+00,1.168634557465567678e-04,-1.389285945038075537e-05,1.980422917677177708e+00,3.300705081166430688e-01,8.990502352899248928e-06,-1.068799751110480504e-06
2.772307403824299143e+01,4.620512495324475388e+00,1.258539580994560167e-04,-1.496165920149123587e-05,1.980454707639783152e+00,3.300755244069986105e-01,8.990631043951421292e-06,-1.068816900896784846e-06
2.970352874588277459e+01,4.950588019731473999e+00,1.348445891434074380e-04,-1.603047610238802072e-05,1.980486499001266054e+00,3.300810174910298045e-01,8.990783010388387004e-06,-1.068834050625829760e-06
3.168401524488404064e+01,5.280669037222503803e+00,1.438353721537958250e-04,-1.709931015301385048e-05,1.980518290770543643e+00,3.300865105463648419e-01,8.990923332424170496e-06,-1.068849745212891746e-06
3.366453353565458428e+01,5.610755547768868645e+00,1.528262954862199955e-04,-1.816815989822674222e-05,1.980546267955709538e+00,3.300915267210040582e-01,8.991063649504364014e-06,-1.068868350354705858e-06
3.564507980361029382e+01,5.940847074489872703e+00,1.618173591357243595e-04,-1.923702824858144808e-05,1.980581876466068536e+00,3.300965428771220900e-01,8.991203962516929136e-06,-1.068884044935171151e-06
3.762566168007636236e+01,6.270943617366994793e+00,1.708085630982412886e-04,-2.030591229351661923e-05,1.980613670426507156e+00,3.301020358071014016e-01,8.991344270574012703e-06,-1.068902650187645036e-06
3.960627535050286951e+01,6.601045653174096195e+00,1.797999073688153013e-04,-2.137481494370426427e-05,1.980641650183798674e+00,3.301070518924946740e-01,8.991496213942490106e-06,-1.068918344983568405e-06
4.158691700068666819e+01,6.931152705066590869e+00,1.887914035827577915e-04,-2.244373328868783267e-05,1.980673445582304737e+00,3.301125447593715734e-01,8.991636512989230204e-06,-1.068935495032141252e-06
4.356759044626897293e+01,7.261265249825962442e+00,1.977830400957470217e-04,-2.351266878371997392e-05,1.980705241711056885e+00,3.301175607639512677e-01,8.991776807524496642e-06,-1.068952645134483751e-06
4.554829568798002981e+01,7.591382810589913710e+00,2.067748169032715183e-04,-2.458162142885445767e-05,1.980737038016940232e+00,3.301230535581192171e-01,8.991905458705350953e-06,-1.068969795290609454e-06
4.752903272599697004e+01,7.921505864148032927e+00,2.157667223619768693e-04,-2.565059122414506713e-05,1.980768837288280793e+00,3.301285463274314935e-01,8.992080661086084697e-06,-1.068985490403333310e-06
4.950980156328525084e+01,8.251634410475464421e+00,2.247588030230629540e-04,-2.671957671454840044e-05,1.980800633902205732e+00,3.301326085646199004e-01,8.992186025323466300e-06,-1.069004095762628214e-06
5.149060219718745657e+01,8.581767019040084321e+00,2.337509890483864203e-04,-2.778858081031102865e-05,1.980832434771983230e+00,3.301385780876131548e-01,8.992361218275544271e-06,-1.069019790979801397e-06
5.347143463195943980e+01,8.911905597127697476e+00,2.427433502666619645e-04,-2.885760060129083005e-05,1.980860418340661511e+00,3.301445475736546342e-01,8.992489851188920124e-06,-1.069035486135063248e-06
5.545229505030010131e+01,9.242050144701352110e+00,2.517358401178508846e-04,-2.992663608742589330e-05,1.980896033851045956e+00,3.301486097053665247e-01,8.992618479904969896e-06,-1.069054091768281830e-06
5.743319108415114727e+01,9.572198754406718635e+00,2.607284585977558545e-04,-3.099569017919417513e-05,1.980924020055461199e+00,3.301545790908271272e-01,8.992770381519845854e-06,-1.069072697570978153e-06
5.941411510420660846e+01,9.902353333497545762e+00,2.697212289792757004e-04,-3.206476287676515328e-05,1.980959638476925022e+00,3.301595948235149791e-01,8.992922277865445044e-06,-1.069088392774998608e-06
6.139507474268353349e+01,1.023251292832106074e+01,2.787141512571411454e-04,-3.313385126954015189e-05,1.980987624735995212e+00,3.301646105223010608e-01,8.993050893374475788e-06,-1.069104088250198356e-06
6.337606236741952870e+01,1.056267753884336180e+01,2.877072021505156212e-04,-3.420295535779035024e-05,1.981015613073687121e+00,3.301696261554845080e-01,8.993202780710409135e-06,-1.069122694104780529e-06
6.535707798049321582e+01,1.089284716499884631e+01,2.967004049312260304e-04,-3.527207805189513077e-05,1.981051233834151049e+00,3.301755954242064917e-01,8.993354662999164528e-06,-1.069138389573407301e-06
6.733812921432736687e+01,1.122302276042305280e+01,3.056937595942251949e-04,-3.634121644146853807e-05,1.981086853883468279e+00,3.301806110173313158e-01,8.993483265301365978e-06,-1.069154085091155208e-06
6.931921606821083515e+01,1.155320337144038412e+01,3.146872428595265609e-04,-3.741037052655969328e-05,1.981114844491287386e+00,3.301856265419633729e-01,8.993635138358573554e-06,-1.069172691108652309e-06
7.130033091270212253e+01,1.188338899798234749e+01,3.236808779978851344e-04,-3.847954321766834559e-05,1.981142834089922644e+00,3.301906420298106326e-01,8.993763731404019485e-06,-1.069191297295637316e-06
7.328147374679204518e+01,1.221357964001215812e+01,3.326746417292891539e-04,-3.954873451496398291e-05,1.981178457998552744e+00,3.301956575173825570e-01,8.993915595673768453e-06,-1.069206992973196623e-06
7.526265220479059792e+01,1.254377529752954068e+01,3.416685573249629224e-04,-4.061794150793717953e-05,1.981206450738923763e+00,3.302016266056089222e-01,8.994067454896502098e-06,-1.069222688699877064e-06
7.724385865552952168e+01,1.287397692413514960e+01,3.506626247798594245e-04,-4.168716419663705660e-05,1.981242074470287662e+00,3.302066419849012391e-01,8.994196034513562022e-06,-1.069241294938768250e-06
7.922510072999980935e+01,1.320418356612005084e+01,3.596568208143729865e-04,-4.275640549157582484e-05,1.981270066757844006e+00,3.302116573667941424e-01,8.994324609933621126e-06,-1.069256990769925123e-06
8.120637079675765335e+01,1.353439522348684498e+01,3.686511454243066076e-04,-4.382566248234574997e-05,1.981298063473673210e+00,3.302176263462879291e-01,8.994499729880918708e-06,-1.069272686650203131e-06
8.318766886023132656e+01,1.386461284983313291e+01,3.776456451541875263e-04,-4.489493516899595310e-05,1.981333689404749521e+00,3.302216879865316201e-01,8.994628296069863676e-06,-1.069291293163065430e-06
8.516900254963607608e+01,1.419483453781966453e+01,3.866402734502573900e-04,-4.596422646215901853e-05,1.981369318126596113e+00,3.302276568519690869e-01,8.994780132227226093e-06,-1.069309899623343922e-06
8.715037186776267220e+01,1.452506219467163362e+01,3.956350535824846161e-04,-4.703353636178236245e-05,1.981389678639430940e+00,3.302336257207958425e-01,8.994885415869761577e-06,-1.069325595663467212e-06
8.913176154640210314e+01,1.485529582039242946e+01,4.046299389983543777e-04,-4.810286195744582966e-05,1.981432945494773890e+00,3.302376872536090247e-01,8.995083789820274359e-06,-1.069344202234463075e-06
9.111319449189687703e+01,1.518553350764603849e+01,4.136250227881746520e-04,-4.917220615968029274e-05,1.981460939833198154e+00,3.302427024694125635e-01,8.995189065094503795e-06,-1.069356987894201053e-06
9.309465543173007518e+01,1.551577621011545105e+01,4.226202118532691558e-04,-5.024156314757449379e-05,1.981488939014084849e+00,3.302486711873271474e-01,8.995340882346090829e-06,-1.069375594680715979e-06
9.507614437074416003e+01,1.584602488130277820e+01,4.316155527356152466e-04,-5.131093874225520977e-05,1.981516938890408142e+00,3.302536862410292429e-01,8.995492694994860171e-06,-1.069394201414674206e-06
9.705766130963456817e+01,1.617627856754380744e+01,4.406110454306101068e-04,-5.238033294366988398e-05,1.981552567679017329e+00,3.302587013540225769e-01,8.995597957666323554e-06,-1.069406987107663308e-06
9.903921387731358550e+01,1.650653726889783002e+01,4.496066433882764304e-04,-5.344973993077754728e-05,1.981588206492133963e+00,3.302656234846104155e-01,8.995796306237018730e-06,-1.069431415162795933e-06
1.010208020838057195e+02,1.683680289238244043e+01,4.586024396945134491e-04,-5.451917134594034322e-05,1.981616203936795273e+00,3.302687313811105696e-01,8.995901560096520536e-06,-1.069438379848412627e-06
1.030024182877425147e+02,1.716707162376355100e+01,4.675983412546099696e-04,-5.558860972578875585e-05,1.981644206684364917e+00,3.302737461934555085e-01,8.996053354283983176e-06,-1.069462808020483233e-06
1.049840624944268797e+02,1.749734536995700651e+01,4.765943946088939528e-04,-5.665807253380923908e-05,1.981679843226373805e+00,3.302806683055443671e-01,8.996205143646800358e-06,-1.069481415034348579e-06
1.069657423376532535e+02,1.782762603826255088e+01,4.855905997525407532e-04,-5.772755394884358766e-05,1.981715475601120602e+00,3.302856832439360346e-01,8.996310385125960186e-06,-1.069494200976148527e-06
1.089474578132543741e+02,1.815791172150648691e+01,4.945869101376667134e-04,-5.879704814981973618e-05,1.981735852448096580e+00,3.302906981512947482e-01,8.996508708317488279e-06,-1.069506987068760998e-06
1.109291936657024706e+02,1.848820241965778166e+01,5.035834188459842016e-04,-5.986655513688849718e-05,1.981779119471184458e+00,3.302957128085175498e-01,8.996613940984903371e-06,-1.069531415487202995e-06
1.129109727851736551e+02,1.881849813246629921e+01,5.125800327869691050e-04,-6.093608655237570018e-05,1.981799492547807517e+00,3.303007276461222830e-01,8.996765711887064372e-06,-1.069544201573289924e-06
