Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.899960935532473583e-01,-9.074958556086099996e-07,4.714268454316844569e-06,-1.319999098920757184e-06
9.899960935532473583e-01,-9.074958556086099996e-07,4.714268454316844569e-06,-1.319999098920757184e-06,9.900173489604423560e-01,9.074962950237809795e-07,4.714367009896574413e-06,-1.320018849296701180e-06
1.980013442513689714e+00,4.394151709457146335e-13,9.428635464213418982e-06,-2.640017948217458364e-06,9.900169081342689026e-01,2.206346207476242464e-13,4.714365520975382569e-06,-1.320022228890118780e-06
2.970030350647958617e+00,6.600497916933388799e-13,1.414300098518880155e-05,-3.960040177107577144e-06,9.900233815685735017e-01,2.197131380506439692e-13,4.714397864490969098e-06,-1.320031429313649992e-06
3.960053732216532119e+00,8.797629297439828491e-13,1.885739884967977065e-05,-5.280071606421227136e-06,9.900303319032666138e-01,2.200240146812969842e-13,4.714429479821321281e-06,-1.320040447693538653e-06
4.950084064119798732e+00,1.099786944425279833e-12,2.357182832950109193e-05,-6.600112054114765789e-06,9.900368054561328179e-01,2.202016047341583363e-13,4.714462549838928449e-06,-1.320049466217862525e-06
5.940120869575931550e+00,1.319988549159438170e-12,2.828629087934002038e-05,-7.920161520332628314e-06,9.900437558994701348e-01,2.194911051782679016e-13,4.714492708819401616e-06,-1.320057757239731757e-06
6.930164625475401685e+00,1.539479654337706071e-12,3.300078358815942200e-05,-9.240219277572360072e-06,9.900502295665596364e-01,2.206679242687534781e-13,4.714525777719440289e-06,-1.320067503476820081e-06
7.920214855041961322e+00,1.760147578606459549e-12,3.771530936587886228e-05,-1.056028678104918015e-05,9.900571801487876300e-01,2.197353291649232062e-13,4.714558846046996499e-06,-1.320075794341551149e-06
8.910272035190748952e+00,1.979882907771382756e-12,4.242986821192585878e-05,-1.188036257539073130e-05,9.900636539070433173e-01,2.201350094702299313e-13,4.714589003600615561e-06,-1.320085540758413745e-06
9.900335689097792269e+00,2.200017917241612687e-12,4.714445721552647434e-05,-1.320044811614914505e-05,9.900710814698623352e-01,2.200906487934909343e-13,4.714622070588585776e-06,-1.320093831799078638e-06
1.089040677056765460e+01,2.420108566035103621e-12,5.185907928611506012e-05,-1.452054194794822368e-05,9.900775553410596785e-01,2.198685253104620359e-13,4.714652227052107316e-06,-1.320102850410950142e-06
1.188048432590871428e+01,2.639977091345565657e-12,5.657373151316716744e-05,-1.584064479835917383e-05,9.900840293362502820e-01,2.201350442324099516e-13,4.714688203304859466e-06,-1.320111869278290170e-06
1.287056835524496456e+01,2.860112135577975609e-12,6.128841971647202690e-05,-1.716075666763746400e-05,9.900905033171500946e-01,2.195577431345384822e-13,4.714718358650839616e-06,-1.320120888068016570e-06
1.386065885856211466e+01,3.079669878712514091e-12,6.600313807512286652e-05,-1.848087755570548057e-05,9.900969773471306468e-01,2.200905586214220476e-13,4.714748513243502545e-06,-1.320129906891163502e-06
1.485075583590924531e+01,3.299760437333936138e-12,7.071788658836636906e-05,-1.980100746259664407e-05,9.901044052646348348e-01,2.201794222611917118e-13,4.714784487765068428e-06,-1.320138925747727578e-06
1.584086024117388014e+01,3.519939859595127850e-12,7.543267107613143749e-05,-2.112114638834437165e-05,9.901108793153401422e-01,2.195576936998255252e-13,4.714808821251466157e-06,-1.320147944526683107e-06
1.683097112048922028e+01,3.739497553294953376e-12,8.014747989738290365e-05,-2.244129433287105475e-05,9.901173537089675847e-01,2.216005479561087003e-13,4.714850614616838357e-06,-1.320156963561110549e-06
1.782108847419818787e+01,3.961098101251062076e-12,8.486233051199974201e-05,-2.376145129643216530e-05,9.901247816175597904e-01,2.196465396863742688e-13,4.714874947040609537e-06,-1.320165982517929444e-06
1.881121325581574766e+01,4.180744640937436345e-12,8.957720545904035154e-05,-2.508161727895009475e-05,9.901303022734246895e-01,2.191137172005640793e-13,4.714910919272313327e-06,-1.320175001508162095e-06
1.980134355808917235e+01,4.399858358138000424e-12,9.429211637831266487e-05,-2.640179228045825684e-05,9.901377305196206180e-01,2.208899665967693615e-13,4.714946890890372240e-06,-1.320182565211138891e-06
2.079148128860879297e+01,4.620748324734769785e-12,9.900706326920303711e-05,-2.772197484566939573e-05,9.901451585921421383e-01,2.198240338025689763e-13,4.714971221747674569e-06,-1.320193039586974699e-06
2.178162644720093510e+01,4.840572358537338762e-12,1.037220344909507117e-04,-2.904216788525637043e-05,9.901506794195000793e-01,2.197352886525822136e-13,4.715007192026242355e-06,-1.320203513890975337e-06
2.277177712662043518e+01,5.060307647189920975e-12,1.084370416829769540e-04,-3.036237139914734577e-05,9.901581075876038085e-01,2.201795207616264101e-13,4.715031521653801922e-06,-1.320211077803304796e-06
2.376193523420803899e+01,5.280487167951547385e-12,1.131520732046307560e-04,-3.168258247695065056e-05,9.901655360890622148e-01,2.192913106096179716e-13,4.715067491258958187e-06,-1.320218641743301738e-06
2.475210077029710121e+01,5.499778478561165357e-12,1.178671406958897141e-04,-3.300280111869395230e-05,9.901710570879060924e-01,2.210676344890688665e-13,4.715103459806421022e-06,-1.320229116038452576e-06
2.574227182738500730e+01,5.720846113050234224e-12,1.225822441556961352e-04,-3.432303023473240488e-05,9.901784857310254040e-01,2.192023761500163948e-13,4.715139427962337796e-06,-1.320236680152474132e-06
2.673245031311603270e+01,5.940048489200250618e-12,1.272973835836584730e-04,-3.564326691488487901e-05,9.901840065308888938e-01,2.212451392335238955e-13,4.715163755686770184e-06,-1.320247154629337254e-06
2.772263431964692160e+01,6.161293628433774514e-12,1.320125473393452431e-04,-3.696351406951421626e-05,9.901914352926191043e-01,2.195578611500112545e-13,4.715199722725226883e-06,-1.320254718584299575e-06
2.871282575493954070e+01,6.380851489583785768e-12,1.367277470620704700e-04,-3.828376878809851584e-05,9.901988637884642230e-01,2.188471136281442712e-13,4.715224048997939668e-06,-1.320265193242881757e-06
2.970302461872800492e+01,6.599698603211930040e-12,1.414429711110684097e-04,-3.960403398134139760e-05,9.902043854165896164e-01,2.211563989061681251e-13,4.715271655016188253e-06,-1.320272757371872079e-06
3.069322900414459454e+01,6.820855002118098165e-12,1.461582427660845980e-04,-4.092430673871326967e-05,9.902118136623094813e-01,2.204458658540957800e-13,4.715284340573165948e-06,-1.320283231990115164e-06
3.168344081780690402e+01,7.041300867972193945e-12,1.508735271066577639e-04,-4.224458997070338484e-05,9.902173354140657580e-01,2.186694378581805089e-13,4.715331945142215700e-06,-1.320290796071082106e-06
3.267365815322096978e+01,7.259970305830374454e-12,1.555888590517999796e-04,-4.356488076677446695e-05,9.902266717784371508e-01,2.206236758443906787e-13,4.715356269511855516e-06,-1.320298360401761138e-06
3.366388482499940693e+01,7.480593981674765132e-12,1.603042153213118351e-04,-4.488517912717622808e-05,9.902321932915612024e-01,2.195574583527568028e-13,4.715392233088264943e-06,-1.320311745595315533e-06
3.465411701829096813e+01,7.700151440027521935e-12,1.650196075544001001e-04,-4.620549087277154362e-05,9.902377144426921518e-01,2.211566511860630223e-13,4.715416556450301470e-06,-1.320316399297672544e-06
3.564435473273366028e+01,7.921308091213584957e-12,1.697350241108504015e-04,-4.752580727206921616e-05,9.902470514011412206e-01,2.188471761558584928e-13,4.715452518909277928e-06,-1.320326874199820744e-06
3.663460178413480151e+01,8.140155267369443450e-12,1.744504766297596795e-04,-4.884613414626903690e-05,9.902525730856552855e-01,2.204458461888517234e-13,4.715488480754704377e-06,-1.320337348919097919e-06
3.762485435722045679e+01,8.360601113558295174e-12,1.791659651105143838e-04,-5.016647149518813482e-05,9.902580948229768865e-01,2.192023985645155785e-13,4.715524442208544106e-06,-1.320344913411146892e-06
3.861511245204343368e+01,8.579803512122810752e-12,1.838814895527229279e-04,-5.148681640859928172e-05,9.902636161521840563e-01,2.211564027847299678e-13,4.715548763223526875e-06,-1.320352477708791638e-06
