Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.900017009495464260e-01,9.900017009495464260e-01,3.394291403391938764e-06,3.394291403391938764e-06
9.900017009495464260e-01,9.900017009495464260e-01,3.394291403391938764e-06,3.394291403391938764e-06,9.900252304193418729e-01,9.900252304193418729e-01,3.394372286340132970e-06,3.394372286340132970e-06
1.980026931368888299e+00,1.980026931368888299e+00,6.788663689732071734e-06,6.788663689732071734e-06,9.900336204120741002e-01,9.900336204120741002e-01,3.394401145680761523e-06,3.394401145680761523e-06
2.970060551780962399e+00,2.970060551780962399e+00,1.018306483541283326e-05,1.018306483541283326e-05,9.900468982195764767e-01,9.900468982195764767e-01,3.394446375592797958e-06,3.394446375592797958e-06
3.960107450000538876e+00,3.960107450000538876e+00,1.357751121100563121e-05,1.357751121100563121e-05,9.900607722955454548e-01,9.900607722955454548e-01,3.394493787444515139e-06,3.394493787444515139e-06
4.950168222296084330e+00,4.950168222296084330e+00,1.697200499845014635e-05,1.697200499845014635e-05,9.900739313018993570e-01,9.900739313018993570e-01,3.394539016342331262e-06,3.394539016342331262e-06
5.940242153597983688e+00,5.940242153597983688e+00,2.036654401479247762e-05,2.036654401479247762e-05,9.900873289424660939e-01,9.900873289424660939e-01,3.394585699764165570e-06,3.394585699764165570e-06
6.930329482540449781e+00,6.930329482540449781e+00,2.376112971455664319e-05,2.376112971455664319e-05,9.901007267781443133e-01,9.901007267781443133e-01,3.394630927430649899e-06,3.394630927430649899e-06
7.920430209318594095e+00,7.920430209318594095e+00,2.715576064198729308e-05,2.715576064198729308e-05,9.901146016808279882e-01,9.901146016808279882e-01,3.394677609833307059e-06,3.394677609833307059e-06
8.910544810999422083e+00,8.910544810999422083e+00,3.055043825182060014e-05,3.055043825182060014e-05,9.901275230883133105e-01,9.901275230883133105e-01,3.394724291721435750e-06,3.394724291721435750e-06
9.900672334087735393e+00,9.900672334087735393e+00,3.394516254354203589e-05,3.394516254354203589e-05,9.901409215208474279e-01,9.901409215208474279e-01,3.394768062865053217e-06,3.394768062865053217e-06
