Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.005014326878432840e+00,3.337529355402577114e+00,1.462145816622835815e-05,1.055297723355595294e-05
4.005014326878432840e+00,3.337529355402577114e+00,1.462145816622835815e-05,1.055297723355595294e-05,4.005388954379087707e+00,3.337806753588982378e+00,1.462287123868447998e-05,1.055380008281997337e-05
8.010403281257520547e+00,6.675336108991559492e+00,2.924432940491283813e-05,2.110677731637592631e-05,4.005504664031986906e+00,3.337920363431199355e+00,1.462327002251583388e-05,1.055418490576490493e-05
1.201590794528950745e+01,1.001325647242275885e+01,4.386759942742867200e-05,3.166096222214083124e-05,4.005704788912131775e+00,3.338087626899973515e+00,1.462400491472925547e-05,1.055471668380011620e-05
1.602161273420163923e+01,1.335134409932273236e+01,5.849160434215792747e-05,4.221567890594094745e-05,4.005907787552413168e+00,3.338257283118613472e+00,1.462474268214463210e-05,1.055525135356247181e-05
2.002752052175405240e+01,1.668960138244134583e+01,7.311634702430255958e-05,5.277093025950341926e-05,4.006108891236799252e+00,3.338423132717981190e+00,1.462547750375852839e-05,1.055577727519945472e-05
2.403362941299085165e+01,2.002802451515932702e+01,8.774182452806108797e-05,6.332670753470287398e-05,4.006311915139413316e+00,3.338592805786682050e+00,1.462621811008483509e-05,1.055631190915483418e-05
2.803994132813026496e+01,2.336661732094600907e+01,1.023680426381459231e-04,7.388301944385770815e-05,4.006513043761867010e+00,3.338760579840254650e+00,1.462694704101554681e-05,1.055684652500287184e-05
3.204645437189213197e+01,2.670537790078626372e+01,1.169949896791614699e-04,8.443986596886058000e-05,4.006714185244781845e+00,3.338930269683011431e+00,1.462768757643192791e-05,1.055737530284075337e-05
3.605316855713691382e+01,3.004430817046927515e+01,1.316226772555933978e-04,9.499724127170133337e-05,4.006915339308193325e+00,3.339098060606513485e+00,1.462842807622218456e-05,1.055790988259559229e-05
4.006008389644510714e+01,3.338340623107578864e+01,1.462511053318155823e-04,1.055551511542969257e-04,4.007120321262924278e+00,3.339263951966835009e+00,1.462916854082991808e-05,1.055843280401676319e-05
4.406720421770803142e+01,3.672267018304262365e+01,1.608802738726455004e-04,1.161135839583136888e-04,4.007321500038933948e+00,3.339433667464504651e+00,1.462989732983285981e-05,1.055897316796150162e-05
4.807452571774696537e+01,4.006210385050712830e+01,1.755101712024783602e-04,1.266725571262751905e-04,4.007522691861105102e+00,3.339603391010243172e+00,1.463063772308222815e-05,1.055950187363311117e-05
5.208204840960807047e+01,4.340170724151737147e+01,1.901408089255605884e-04,1.372320589999083016e-04,4.007723896263009067e+00,3.339769308275634785e+00,1.463137808092534824e-05,1.056004220123518949e-05
5.608977230587107954e+01,4.674147654979300626e+01,2.047721870064859366e-04,1.477921012011434911e-04,4.007925113244461102e+00,3.339939048109179964e+00,1.463211840313957918e-05,1.056055923129777885e-05
6.009769741911554064e+01,5.008141559790218622e+01,2.194043054096255158e-04,1.583526604324412700e-04,4.008130156903398245e+00,3.340104982164760372e+00,1.463283541201979942e-05,1.056109952257916571e-05
6.410582757601893888e+01,5.342152058006694659e+01,2.340371408216453152e-04,1.689137599550204357e-04,4.008327584907746655e+00,3.340274740034892886e+00,1.463359894079808792e-05,1.056163979556466802e-05
6.811415516092668554e+01,5.676179532010183948e+01,2.486707397624434031e-04,1.794753997505851037e-04,4.008528837948247769e+00,3.340444505059778635e+00,1.463431587909910488e-05,1.056215677196889924e-05
7.212268399887493331e+01,6.010223982516161811e+01,2.633050556415425080e-04,1.900375565225540029e-04,4.008737736574445876e+00,3.340610465157503484e+00,1.463505605947383343e-05,1.056270864831649866e-05
7.613142173544937918e+01,6.344285029031912160e+01,2.779401117010163414e-04,2.006002651708705016e-04,4.008931384860744629e+00,3.340780246198868042e+00,1.463579620399508034e-05,1.056321394952370652e-05
8.014035312031012381e+01,6.678363053651798964e+01,2.925759079050114218e-04,2.111634791203942081e-04,4.009140308867131353e+00,3.340946223981191565e+00,1.463653631310606745e-05,1.056377742829583922e-05
8.414949342917725517e+01,7.012457676049918120e+01,3.072124442181174892e-04,2.217272565486900473e-04,4.009341613936697968e+00,3.341123653760391221e+00,1.463727638636248872e-05,1.056429433298532801e-05
8.815883504311395313e+01,7.346570041425957243e+01,3.218497206044799780e-04,2.322915508816753754e-04,4.009542931584164194e+00,3.341285829607429037e+00,1.463801642420762021e-05,1.056481121989186829e-05
9.216837797469811733e+01,7.680698624386700146e+01,3.364877370286875982e-04,2.428563621015672437e-04,4.009744261809473187e+00,3.341448017263829229e+00,1.463875642641898362e-05,1.056537464352210192e-05
9.617812223650759051e+01,8.014843426113083069e+01,3.511264934551065818e-04,2.534217367450893456e-04,4.009945604612312309e+00,3.341625472397055319e+00,1.463949639277404647e-05,1.056589149432170119e-05
1.001880678411199028e+02,8.349005973352788601e+01,3.657659898478806283e-04,2.639876282394110468e-04,4.010146957568309745e+00,3.341787675135364566e+00,1.464021304941833966e-05,1.056643160454273471e-05
1.041982147986882126e+02,8.683184740866325058e+01,3.804062028972989679e-04,2.745540598439537815e-04,4.010348325339236908e+00,3.341965147227355715e+00,1.464095294540656731e-05,1.056694841950357039e-05
1.082085631240274495e+02,9.017381255589060629e+01,3.950471558427055352e-04,2.851210082634573519e-04,4.010557340818024841e+00,3.342127366757495111e+00,1.464171607915308376e-05,1.056748849339298911e-05
1.122191204648454743e+02,9.351593992264810140e+01,4.096888719218586190e-04,2.956884967568503410e-04,4.010751098816797366e+00,3.342289594600174496e+00,1.464243262991180754e-05,1.056802854898080410e-05
1.162298715636622717e+02,9.685822951724827590e+01,4.243313045517704265e-04,3.062565253058311451e-04,4.010960139858823936e+00,3.342467092047343158e+00,1.464319569170318682e-05,1.056854531048917164e-05
1.202408317035210956e+02,1.002006966092956191e+02,4.389745002434736133e-04,3.168250706163203167e-04,4.011161555456013161e+00,3.342636970983903666e+00,1.464391217186869400e-05,1.056910860549632736e-05
1.242519932589771088e+02,1.035433335802795227e+02,4.536184124153423074e-04,3.273941792218166441e-04,4.011362989316921812e+00,3.342799221761296735e+00,1.464467516192464970e-05,1.056962533089127578e-05
1.282633562482940306e+02,1.068861328020408195e+02,4.682630875772669570e-04,3.379638045527079198e-04,4.011564429879825866e+00,3.342969112671966059e+00,1.464539157127288990e-05,1.057014203872095638e-05
1.322749206781738565e+02,1.102291019147127855e+02,4.829084791485398469e-04,3.485339465914288762e-04,4.011758255888452140e+00,3.343139017189002971e+00,1.464615448936920899e-05,1.057070527835015511e-05
1.362866789340623086e+02,1.135722409319017885e+02,4.975546336379090559e-04,3.591046518697790313e-04,4.011967354495141080e+00,3.343308925053790404e+00,1.464687082811989578e-05,1.057122195028575070e-05
1.402986462885574497e+02,1.169155498569555789e+02,5.122015044660289517e-04,3.696758738200647820e-04,4.012176472445759146e+00,3.343478841240269617e+00,1.464763367425435565e-05,1.057173860443273283e-05
1.443108227610032088e+02,1.202590286981958485e+02,5.268491381402833074e-04,3.802476124244975149e-04,4.012370329635558619e+00,3.343648771499786676e+00,1.464834994262741944e-05,1.057230178890168236e-05
1.483231930906387674e+02,1.236026774696956352e+02,5.414974880829107268e-04,3.908199142133991972e-04,4.012579466060572031e+00,3.343811075137296029e+00,1.464906617638169102e-05,1.057284168073929905e-05
1.523357725566993395e+02,1.269464885448329312e+02,5.561465542592924178e-04,4.013927558941384963e-04,4.012773354889503707e+00,3.343981013563364968e+00,1.464982891502888962e-05,1.057333500714419941e-05
1.563485459115888432e+02,1.302904695583962962e+02,5.707963831743213074e-04,4.119660909012826957e-04,4.012982523959749415e+00,3.344158598914191316e+00,1.465059161701064757e-05,1.057387486357529681e-05
1.603615284355485926e+02,1.336346281573104875e+02,5.854469747913319550e-04,4.225399657648579925e-04,4.013191698574274824e+00,3.344320934037369852e+00,1.465130774417808777e-05,1.057446124717571854e-05
1.643747201341228674e+02,1.369789490913478573e+02,6.000982825355100428e-04,4.331144270120337110e-04,4.013385625480793806e+00,3.344483264883365337e+00,1.465207037419126446e-05,1.057495452035789318e-05
1.683881057596036612e+02,1.403234323562312227e+02,6.147503529097013072e-04,4.436893815323916042e-04,4.013579556887748367e+00,3.344660875980821402e+00,1.465278643097446803e-05,1.057549432164440811e-05
1.724016853164914096e+02,1.436680932322120441e+02,6.294031393406757753e-04,4.542648758540360123e-04,4.013804037486607967e+00,3.344823229993892255e+00,1.465350245269207968e-05,1.057603410462248884e-05
1.764154893539780176e+02,1.470129164622059363e+02,6.440566417933678550e-04,4.648409099586585012e-04,4.013982733255971880e+00,3.345000851368922667e+00,1.465426497565189279e-05,1.057652732511845523e-05
1.804294720872339894e+02,1.503579173135748590e+02,6.587109067690197477e-04,4.754174372837769564e-04,4.014191978999718913e+00,3.345163229171305375e+00,1.465502746172096804e-05,1.057711361592168775e-05
1.844436640662337084e+02,1.537030805427461644e+02,6.733659342307407158e-04,4.859945508996986441e-04,4.014401229168043983e+00,3.345325601141951211e+00,1.465574337684188207e-05,1.057760680100490068e-05
1.884580652954017523e+02,1.570484061438881156e+02,6.880216776075825979e-04,4.965721577007035448e-04,4.014610500915438251e+00,3.345503262410232992e+00,1.465650579115748177e-05,1.057819305420328558e-05
1.924726757963171906e+02,1.603939094062983486e+02,7.026781833987400796e-04,5.071503507549068304e-04,4.014804506979459120e+00,3.345665651020112819e+00,1.465722163588787080e-05,1.057868620342797533e-05
1.964874803032966497e+02,1.637395750573184614e+02,7.173354050346279504e-04,5.177290369583348057e-04,4.014998534324007551e+00,3.345843322100250816e+00,1.465798397822567350e-05,1.057922587753014863e-05
2.005024788376206573e+02,1.670854183794187122e+02,7.319933890128536239e-04,5.283082628358649543e-04,4.015207834857733360e+00,3.346005734966666978e+00,1.465869975211949675e-05,1.057976553332036409e-05
2.045176866724783906e+02,1.704314241143853792e+02,7.466520887649731207e-04,5.388880283691853184e-04,4.015417157715461371e+00,3.346183423320269412e+00,1.465946202225561473e-05,1.058030517079851327e-05
2.085331038301938520e+02,1.737776075377056486e+02,7.613115507872287354e-04,5.494683335399838317e-04,4.015611213248774902e+00,3.346345853137506765e+00,1.466017772597629550e-05,1.058084478996383724e-05
2.125487150434426269e+02,1.771239533908431554e+02,7.759717285132050309e-04,5.600491783299476689e-04,4.109220800864164858e+00,3.424397153377412906e+00,2.892222537204995831e-04,1.675249585804845787e-04
2.166579358443067918e+02,1.805483505442205683e+02,1.065193982233704614e-03,7.275741369104322476e-04,4.483740762332558916e+00,3.736842204515625099e+00,1.358560869262134254e-03,7.787835655424336445e-04
2.211416766066393507e+02,1.842851927487361934e+02,2.423754851495838868e-03,1.506357702452865892e-03,4.503779744135954388e+00,3.753653660596796726e+00,1.364752752070666486e-03,7.823320128815646878e-04
2.256454563507753051e+02,1.880388464093329901e+02,3.788507603566505354e-03,2.288689715334430580e-03,4.523891226220683848e+00,3.770701992604813313e+00,1.370992681701853951e-03,7.859090342084329613e-04
2.301693475769959889e+02,1.918095484019378034e+02,5.159500285268359306e-03,3.074598749542863541e-03,4.544218793900370201e+00,3.787913822251198326e+00,1.377300099115290333e-03,7.895251106816180732e-04
2.347135663708963591e+02,1.955974622241890017e+02,6.536800384383649638e-03,3.864123860224481614e-03,4.564718131288231007e+00,3.805305256176580997e+00,1.383674625323281539e-03,7.931786759500444872e-04
2.392782845021845901e+02,1.994027674803655827e+02,7.920475009706931177e-03,4.657302536174526102e-03,4.585421565861423687e+00,3.822847033502767999e+00,1.390115692895290550e-03,7.968712247157817841e-04
