Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.004936301580602098e+00,-1.485161355969454243e-05,1.907114496855265924e-05,-5.339985797540450803e-06
4.004936301580602098e+00,-1.485161355969454243e-05,1.907114496855265924e-05,-5.339985797540450803e-06,4.005283626028384170e+00,1.485161519867239053e-05,1.907276025168176800e-05,-5.340307537275734694e-06
8.010219927608986268e+00,1.638977847247083266e-12,3.814390522023442724e-05,-1.068029333481618550e-05,4.005275220490204902e+00,1.024802458189960316e-12,1.907273989407529829e-05,-5.340367343453810136e-06
1.201549514809919117e+01,2.663780305437043582e-12,5.721664511430972553e-05,-1.602066067826999563e-05,4.005384125046514754e+00,8.651301821703986511e-13,1.907326082060142956e-05,-5.340513008593806215e-06
1.602087927314570592e+01,3.528910487607442233e-12,7.628990593491115509e-05,-2.136117368686380185e-05,4.005495894646394106e+00,8.899547089548607616e-13,1.907378171038267526e-05,-5.340660858672035578e-06
2.002637516779210003e+01,4.418865196562302995e-12,9.536368764529383035e-05,-2.670183454553583743e-05,4.005604807086399433e+00,8.901324592364766013e-13,1.907431420366415898e-05,-5.340805800534902619e-06
2.403197997487849946e+01,5.308997655798779596e-12,1.144380018489579893e-04,-3.204264034607074004e-05,4.005715630689540063e+00,8.904876616899636335e-13,1.907483501929169525e-05,-5.340953655126235333e-06
2.803769560556803953e+01,6.199485317488743230e-12,1.335128368682496846e-04,-3.738359400119697538e-05,4.005824550507767867e+00,8.899548041850268108e-13,1.907535579839849120e-05,-5.341098601360273496e-06
3.204352015607580739e+01,7.089440121673770040e-12,1.525881926666481758e-04,-4.272469260255724887e-05,4.005933474070872080e+00,8.890663968024383346e-13,1.907587654076324762e-05,-5.341246460243010547e-06
3.604945363014667947e+01,7.978506518476208375e-12,1.716640692074114234e-04,-4.806593906280025942e-05,4.006044309556713756e+00,8.915537247999344764e-13,1.907640888552101415e-05,-5.341394321342622555e-06
4.005549793970339323e+01,8.870060243276142852e-12,1.907404780929324375e-04,-5.340733338414288198e-05,4.006155149034938745e+00,8.894217151964713102e-13,1.907694119309408850e-05,-5.341539274149609284e-06
4.406165308873833197e+01,9.759481958472614162e-12,2.098174192860265260e-04,-5.874887265829249126e-05,4.006265991386179337e+00,8.899549709518543214e-13,1.907745018543674704e-05,-5.341690050399411761e-06
