Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.201512872254957287e+01,1.001276339410727978e+01,4.386454947970016286e-05,3.165965550148074851e-05
1.201512872254957287e+01,1.001276339410727978e+01,4.386454947970016286e-05,3.165965550148074851e-05,1.201850069044127878e+01,1.001526112105204724e+01,4.387727504836092511e-05,3.166705203322212547e-05
2.403362941299085165e+01,2.002802451515932702e+01,8.774182452806108797e-05,6.332670753470287398e-05,1.201953914414606217e+01,1.001628365530994813e+01,4.388085272753230982e-05,3.167053373699845939e-05
3.605316855713691382e+01,3.004430817046927515e+01,1.316226772555933978e-04,9.499724127170133337e-05,1.202135716061005155e+01,1.001779568003785315e+01,4.388749394688496244e-05,3.167531585457385710e-05
4.807452571774696537e+01,4.006210385050712830e+01,1.755101712024783602e-04,1.266725571262751905e-04,1.202317170136857527e+01,1.001931174739505792e+01,4.389413420714715556e-05,3.168010330616607951e-05
6.009769741911554064e+01,5.008141559790218622e+01,2.194043054096255158e-04,1.583526604324412700e-04,1.202498657975939267e+01,1.002082422725943189e+01,4.390075023191699222e-05,3.168489609011273297e-05
7.212268399887493331e+01,6.010223982516161811e+01,2.633050556415425080e-04,1.900375565225540029e-04,1.202680943030232186e+01,1.002233693533756309e+01,4.390738857657498122e-05,3.168970002613604440e-05
8.414949342917725517e+01,7.012457676049918120e+01,3.072124442181174892e-04,2.217272565486900473e-04,1.202862880733033535e+01,1.002385750063164949e+01,4.391404923698909255e-05,3.169448019639929822e-05
9.617812223650759051e+01,8.014843426113083069e+01,3.511264934551065818e-04,2.534217367450893456e-04,1.203044088751985896e+01,1.002537829475977560e+01,4.392066238759895344e-05,3.169927151836800629e-05
1.082085631240274495e+02,9.017381255589060629e+01,3.950471558427055352e-04,2.851210082634573519e-04,1.203226857949364614e+01,1.002688405340501276e+01,4.392734440076807812e-05,3.170406235286296484e-05
1.202408317035210956e+02,1.002006966092956191e+02,4.389745002434736133e-04,3.168250706163203167e-04,1.203408897465276084e+01,1.002840530541716646e+01,4.393397890506623360e-05,3.170887597510855952e-05
1.322749206781738565e+02,1.102291019147127855e+02,4.829084791485398469e-04,3.485339465914288762e-04,1.203590207611645724e+01,1.002992678348306299e+01,4.394061245018596011e-05,3.171366583306863864e-05
1.443108227542903137e+02,1.202590286981958485e+02,5.268490915987258071e-04,3.802476124244975149e-04,1.203772315729852949e+01,1.003144086020044767e+01,4.394729157559550039e-05,3.171847847678518082e-05
1.563485459115888432e+02,1.302904695583962962e+02,5.707963831743213074e-04,4.119660909012826957e-04,1.203955984801481804e+01,1.003296279783492650e+01,4.395396973537999980e-05,3.172329063110890853e-05
1.683881057596036612e+02,1.403234323562312227e+02,6.147503529097013072e-04,4.436893815323916042e-04,1.204136632763032821e+01,1.003448495734363632e+01,4.396055385931844049e-05,3.172805575138535217e-05
