Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.900000503706287702e-01,6.600017061550849107e-01,3.834283704895772960e-06,1.822865099894450142e-06
9.900000503706287702e-01,6.600017061550849107e-01,3.834283704895772960e-06,1.822865099894450142e-06,9.900223052584802286e-01,6.600131723114375237e-01,3.834374503574930838e-06,1.822890517079949702e-06
1.980022355629108999e+00,1.320014878466522434e+00,7.668658208470703798e-06,3.645755616974399844e-06,9.900280496974549482e-01,6.600187376611528212e-01,3.834394361826630739e-06,1.822908657980526936e-06
2.970050405326563947e+00,1.980033616127675256e+00,1.150305257029733454e-05,5.468664274954926780e-06,9.900392183736581586e-01,6.600260316171291386e-01,3.834437865849002835e-06,1.822928981902475424e-06
3.960089623700222106e+00,2.640059647744804394e+00,1.533749043614633737e-05,7.291593256857402204e-06,9.900503872130039795e-01,6.600338024839804696e-01,3.834479914506203904e-06,1.822950032896671790e-06
4.950140010913226085e+00,3.300093450228784864e+00,1.917197035065254128e-05,9.114543289754073994e-06,9.900615562356609445e-01,6.600409773674456027e-01,3.834524872895005398e-06,1.822970720286645944e-06
5.940201567148887030e+00,3.960134427596230466e+00,2.300649522354754667e-05,1.093751401004071994e-05,9.900729638478757977e-01,6.600483907362084679e-01,3.834568375468968096e-06,1.822990679704494159e-06
6.930274530996762827e+00,4.620182818332438934e+00,2.684106359901651477e-05,1.276050468974521410e-05,9.900838947698638037e-01,6.600560426054560281e-01,3.834610422250406232e-06,1.823012821895806778e-06
7.920358425766626631e+00,5.280238860937894962e+00,3.067567402126692100e-05,1.458351751164102088e-05,9.900948258680921654e-01,6.600636945342692741e-01,3.834653923721884398e-06,1.823032781297307257e-06
8.910453251634718796e+00,5.940302555472164237e+00,3.451032794498880540e-05,1.640655029293832813e-05,9.901071877002500798e-01,6.600708696854367119e-01,3.834697424636540045e-06,1.823052740361546321e-06
9.900560439334968876e+00,6.600373425157600948e+00,3.834502536962534544e-05,1.822960303329987445e-05,9.901176422873714245e-01,6.600785217489262280e-01,3.834740924994376561e-06,1.823072699532611487e-06
1.089067808162234030e+01,7.260451946906527176e+00,4.217976629461972200e-05,2.005267573283248594e-05,9.901280970711745510e-01,6.600856970560862180e-01,3.834787335000097849e-06,1.823095568863423435e-06
1.188080617869351485e+01,7.920537643962613394e+00,4.601455362961981985e-05,2.187577130169590938e-05,9.901404593945333232e-01,6.600938260940685254e-01,3.834827924028397813e-06,1.823114072547587079e-06
1.287094663808804818e+01,8.580631470056681920e+00,4.984938155364821767e-05,2.369888537424349645e-05,9.901509144826015074e-01,6.601000478430112395e-01,3.834871422715749832e-06,1.823136941409999971e-06
