Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.004985691815408089e+00,2.002522287724912253e+00,1.640133060661444643e-05,4.195839502697120884e-06
4.004985691815408089e+00,2.002522287724912253e+00,1.640133060661444643e-05,4.195839502697120884e-06,4.005344058173951893e+00,2.002642567091465153e+00,1.640287762665117865e-05,4.195934674098484653e-06
8.010329749989359982e+00,4.005164854816377407e+00,3.280420823326562509e-05,8.391774176795605537e-06,4.005412507312499315e+00,2.002706581543111319e+00,1.640311641365484440e-05,4.196146985715411669e-06
1.201574225730185930e+01,6.007871436359488726e+00,4.920732464692046949e-05,1.258792116251101721e-05,4.005578244401675647e+00,2.002788717660141771e+00,1.640379316827258977e-05,4.196319277268543646e-06
1.602132050170353494e+01,8.010660154019630497e+00,6.561111781519305926e-05,1.678424043977956085e-05,4.005741130111758252e+00,2.002870855641999626e+00,1.640447279527318836e-05,4.196492294647808014e-06
2.002706163181529320e+01,1.001353100966163012e+01,8.201559061046624763e-05,2.098073273442736887e-05,4.005908794236784587e+00,2.002954426033291213e+00,1.640514656408693331e-05,4.196665309108866003e-06
2.403297042605207778e+01,1.201648543569492134e+01,9.842073717455318094e-05,2.517739804353623487e-05,4.006072652941568890e+00,2.003036090899950494e+00,1.640581447576178057e-05,4.196838321983895455e-06
2.803904307899364667e+01,1.401952152659487183e+01,1.148265516503149615e-04,2.937423636552013032e-05,4.006238429424772818e+00,2.003118711305674537e+00,1.640649980944534198e-05,4.197009876931138706e-06
3.204528150841841949e+01,1.602264023790054637e+01,1.312330514597603035e-04,3.357124624245126903e-05,4.006400400151214569e+00,2.003202287333557763e+00,1.640717346578998443e-05,4.197184340317194960e-06
3.605168190856963406e+01,1.802584252523410413e+01,1.476402249255502879e-04,3.776843058276846399e-05,4.006570011585104396e+00,2.003283957763382972e+00,1.640785872378331864e-05,4.197355890771992299e-06
4.005825192015473846e+01,2.002912648299748710e+01,1.640480836493336066e-04,4.196578647354045629e-05,4.006732001332196091e+00,2.003365630104791961e+00,1.640852066489955079e-05,4.197530349641035298e-06
4.406498392148693455e+01,2.203249211310227906e+01,1.804566043142331573e-04,4.616331682318149159e-05,4.006897816541325597e+00,2.003449211685932596e+00,1.640919420829942414e-05,4.197701895825146727e-06
4.807188173802826014e+01,2.403594132478821166e+01,1.968657985225325815e-04,5.036101871900663831e-05,4.007063642744043364e+00,2.003532795290201562e+00,1.640989099231288692e-05,4.197879260134712771e-06
5.207894538077230351e+01,2.603947412007841322e+01,2.132756895148454684e-04,5.455889797914135109e-05,4.007229477049598643e+00,2.003612565634846021e+00,1.641055282067502047e-05,4.198047891633736135e-06
5.608617485782190215e+01,2.804308668571325924e+01,2.296862423355204889e-04,5.875694587077508722e-05,4.007391506758366972e+00,2.003698060366644995e+00,1.641123788968164320e-05,4.198222341245867761e-06
6.009356636458026912e+01,3.004678474607990424e+01,2.460974802252021321e-04,6.295516821202095498e-05,4.007561176104914580e+00,2.003779742058245716e+00,1.641189964349867034e-05,4.198396788808925043e-06
6.410112754068518370e+01,3.205056448813814995e+01,2.625093798687008024e-04,6.715356500082988003e-05,4.007723225341521811e+00,2.003863332901623551e+00,1.641258463697418610e-05,4.198565413394736543e-06
6.810885076602670551e+01,3.405442782103977351e+01,2.789219645056749885e-04,7.135213041422461657e-05,4.007885284309310236e+00,2.003945018316450444e+00,1.641326959207989539e-05,4.198739856242192001e-06
7.211673605033601575e+01,3.605837283935622395e+01,2.953352340977548839e-04,7.555087027046680857e-05,4.008054983009486705e+00,2.004026705596636759e+00,1.641393123336402828e-05,4.198914297040329171e-06
7.612479103334550246e+01,3.806239954495286071e+01,3.117491653311189122e-04,7.974978456750713774e-05,4.008224693400535443e+00,2.004108394742210919e+00,1.641461611316029573e-05,4.199088735345058842e-06
8.013301572674603790e+01,4.006650793969507163e+01,3.281637814442792079e-04,8.394887330285219658e-05,4.008379149850085810e+00,2.004193900786745530e+00,1.641530095458653988e-05,4.199263171378303646e-06
8.414139487659612371e+01,4.207070184048181716e+01,3.445790823988657478e-04,8.814813647423050023e-05,4.008548877899755780e+00,2.004275593438791248e+00,1.641596248355925393e-05,4.199431785000229097e-06
8.814994375449587949e+01,4.407497743392060841e+01,3.609950448824250017e-04,9.234756825923072932e-05,4.008718617918432869e+00,2.004357288189559938e+00,1.641664724945363215e-05,4.199606216539211951e-06
9.215866237241431236e+01,4.607933472211016834e+01,3.774116921318786339e-04,9.654717447576994128e-05,4.008880733404751595e+00,2.004438985085748470e+00,1.641730870343641874e-05,4.199786465897375858e-06
9.616754310581906395e+01,4.808377370719591681e+01,3.938290008353150526e-04,1.007469609416673171e-04,4.009042863000274792e+00,2.004524498105702435e+00,1.641801666740202786e-05,4.199949252711135568e-06
1.001765859688193387e+02,5.008829820530161925e+01,4.102470175027170805e-04,1.049469101943784527e-04,4.009212630405158961e+00,2.004606198765280567e+00,1.641867804585256906e-05,4.200129497747750931e-06
1.041857985992244977e+02,5.209290440406689982e+01,4.266656955485696495e-04,1.091470396921262036e-04,4.009374774858187607e+00,2.004687900695948599e+00,1.641933938730107904e-05,4.200298099959979951e-06
1.081951733740826853e+02,5.409759230476284841e+01,4.430850349358707286e-04,1.133473377920861836e-04,4.009544566878446403e+00,2.004773420256057648e+00,1.642004723666147699e-05,4.200478340403833596e-06
1.122047179409611317e+02,5.610236572501890606e+01,4.595050821725322056e-04,1.175478161324900172e-04,4.009706730847995004e+00,2.004851310765403127e+00,1.642070850235537172e-05,4.200646938342964356e-06
