Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.979992626263854971e+00,6.600032787576026738e-01,8.548531900545313533e-06,5.028825499443090655e-07
1.979992626263854971e+00,6.600032787576026738e-01,8.548531900545313533e-06,5.028825499443090655e-07,1.980079170978881864e+00,6.600206318397812133e-01,8.548920111775921364e-06,5.028499189859404213e-07
3.960071797242736835e+00,1.320023910597383887e+00,1.709745201232123490e-05,1.005732468930249487e-06,1.980089659803731195e+00,6.600298787625957786e-01,8.548959802816357112e-06,5.028799067812397064e-07
5.940161457046468030e+00,1.980053789359979666e+00,2.564641181513759201e-05,1.508612375711489193e-06,1.980125183953588497e+00,6.600417483122760220e-01,8.549110810470102499e-06,5.028890214921155222e-07
7.920286641000056527e+00,2.640095537672255688e+00,3.419552262560769451e-05,2.011501397203604715e-06,1.980161901244668066e+00,6.600538563160904815e-01,8.549267634054596087e-06,5.028981366332019130e-07
9.900448542244724592e+00,3.300149393988346169e+00,4.274479025966229059e-05,2.514399533836806628e-06,1.980196235232526192e+00,6.600657259355586781e-01,8.549424453436173178e-06,5.029071605003516953e-07
1.188064477747725078e+01,3.960215119923904847e+00,5.129421471309846377e-05,3.017306694337158324e-06,1.980233908183578251e+00,6.600775955898039449e-01,8.549578357562229560e-06,5.029161843537592150e-07
1.386087868566082903e+01,4.620292715513708792e+00,5.984379307066069333e-05,3.520222878690917539e-06,1.980268720927977455e+00,6.600897037012440904e-01,8.549732257337999263e-06,5.029257539768687155e-07
1.584114740658880649e+01,5.280382419214952883e+00,6.839352532799869260e-05,4.023148632667786254e-06,1.980303534610918348e+00,6.601013350030999760e-01,8.549886152319399854e-06,5.029342320190747221e-07
1.782145094119972484e+01,5.940483754218052859e+00,7.694341148031809245e-05,4.526082864686860976e-06,1.980342164255784354e+00,6.601139200246093353e-01,8.550040042950567977e-06,5.029438016141503967e-07
1.980179310545550919e+01,6.600597674242662194e+00,8.549345152326866043e-05,5.029026666301011373e-06,1.980376026243718002e+00,6.601250745583868706e-01,8.550199749139312079e-06,5.029526435585152539e-07
2.178216913169922719e+01,7.260722748801049065e+00,9.404365127240797251e-05,5.531979309859526627e-06,1.980411796586235340e+00,6.601376596484902493e-01,8.550353630526369192e-06,5.029618494183225560e-07
2.376258092828546253e+01,7.920860408449539314e+00,1.025940049029343417e-04,6.034941159277849183e-06,1.980447567741812520e+00,6.601492910911401779e-01,8.550501687088767782e-06,5.029706913353833062e-07
2.574302849602727505e+01,8.581009699540679492e+00,1.111445065900231095e-04,6.537911850613232489e-06,1.980485247725262354e+00,6.601613994184472034e-01,8.550661379411447012e-06,5.029806243584822453e-07
2.772351374375253741e+01,9.241171098959126695e+00,1.196951679694345565e-04,7.040892474971714734e-06,1.980519113568519174e+00,6.601735077682899799e-01,8.550821066790570911e-06,5.029891027632306353e-07
2.970403285732105658e+01,9.901344606727416675e+00,1.282459890362251274e-04,7.543881577734945370e-06,1.980554887600995073e+00,6.601846624778850980e-01,8.550969109908008754e-06,5.029983083452890577e-07
3.168458774492205166e+01,1.056152926920530177e+01,1.367969581461331362e-04,8.046879886080234427e-06,1.980590662953435555e+00,6.601977245864851795e-01,8.551128788265215325e-06,5.030075139133299318e-07
3.366517840787548721e+01,1.122172699379178695e+01,1.453480869343983515e-04,8.549887399993564359e-06,1.980630254172638161e+00,6.602088793574765191e-01,8.551276822337764306e-06,5.030159920558089693e-07
3.564580866204812537e+01,1.188193587314926347e+01,1.538993637567361158e-04,9.052903392049373328e-06,1.980664123880245597e+00,6.602209878627700590e-01,8.551436491228991445e-06,5.030259252297602412e-07
3.762647278592837097e+01,1.254215686101203353e+01,1.624508002479651072e-04,9.555929317279133570e-06,1.980697994075185875e+00,6.602330963858005219e-01,8.551584516034728932e-06,5.030344031228931078e-07
3.960717078000355684e+01,1.320238995739783405e+01,1.710023847639998362e-04,1.005896372040202668e-05,1.980735681015417526e+00,6.602452049630613828e-01,8.551744176126110453e-06,5.030443364901135813e-07
4.158790646101897437e+01,1.386263516236089544e+01,1.795541289401259466e-04,1.056200805689214026e-05,1.980769553586853249e+00,6.602573135561389250e-01,8.551903831052000459e-06,5.030528143559397997e-07
4.356867601460582762e+01,1.452289247591703436e+01,1.881060327711779471e-04,1.106506087124808006e-05,1.980807242023885806e+00,6.602684685089741379e-01,8.552051842413034696e-06,5.030620200626374262e-07
4.554948325662971342e+01,1.518316094442600850e+01,1.966580846135909818e-04,1.156812289131071748e-05,1.980841117063860679e+00,6.602815308675324957e-01,8.552223127283002787e-06,5.030712255332720525e-07
4.753032437369357410e+01,1.584344247529354099e+01,2.052103077408739846e-04,1.207119411684398954e-05,1.980878806905366218e+00,6.602917322041097492e-01,8.552359490311944304e-06,5.030804312119278063e-07
4.951120318059894032e+01,1.650373420749765074e+01,2.137626672311859289e-04,1.257427454805591734e-05,1.980916498852877794e+00,6.603047946336815244e-01,8.552519126972280309e-06,5.030896366545239479e-07
5.149211967945181812e+01,1.716403900213133227e+01,2.223151863581582092e-04,1.307736418471044129e-05,1.980950376268339141e+00,6.603169033999662929e-01,8.552678758689223615e-06,5.030981146748489760e-07
5.347307005572015726e+01,1.782435590553129856e+01,2.308678651168474328e-04,1.358046229938529027e-05,1.980984253341262047e+00,6.603290122272049700e-01,8.552815108771327519e-06,5.031080474980151052e-07
5.545405430906141930e+01,1.848468491775850353e+01,2.394206802256187603e-04,1.408357034688330537e-05,1.981021949540277660e+00,6.603411210635456996e-01,8.552998008601997828e-06,5.031165257130713138e-07
5.743507625860169696e+01,1.914502603882204923e+01,2.479736782342207581e-04,1.458668687259637669e-05,1.981059644157987520e+00,6.603532299339427425e-01,8.553134349639551683e-06,5.031250034711227541e-07
5.941613590275968448e+01,1.980537926875599197e+01,2.565268125838603098e-04,1.508981187606749944e-05,1.981093525403480271e+00,6.603634314898272351e-01,8.553293962869140329e-06,5.031349364739005258e-07
6.139722942816316476e+01,2.046574270024581921e+01,2.650801065467294501e-04,1.559294681254139997e-05,1.981127407596822820e+00,6.603774478384352165e-01,8.553453571599398380e-06,5.031448694615553712e-07
6.337835683575998758e+01,2.112612014808425442e+01,2.736335601183288485e-04,1.609609168200295534e-05,1.981168920764503127e+00,6.603876494345968240e-01,8.553589899246377779e-06,5.031533473999452082e-07
