Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.340110384468985671e+00,8.010001711547598546e+00,1.474909405065303378e-05,3.102271776204003177e-05
5.340110384468985671e+00,8.010001711547598546e+00,1.474909405065303378e-05,3.102271776204003177e-05,5.340867802260772734e+00,8.011465861382696119e+00,1.475075074952335057e-05,3.102867584443599999e-05
1.068097818672975841e+01,1.602146757293029466e+01,2.949984480017638435e-05,6.205139360647603177e-05,5.341222797378803122e+00,8.011832350776607825e+00,1.475194609639561148e-05,3.102995970208214434e-05
1.602220098410856153e+01,2.403329992370690249e+01,4.425179089657199584e-05,9.308135330855817611e-05,5.341711345993033433e+00,8.012566118829713702e+00,1.475329708364116790e-05,3.103279736205627514e-05
2.136391233010159496e+01,3.204586604253661619e+01,5.900508798021316374e-05,1.241141506706144512e-04,5.342200884722174692e+00,8.013303792841178108e+00,1.475465091822835627e-05,3.103564636774738795e-05
2.670611321482376965e+01,4.005916983537779430e+01,7.375973889844152000e-05,1.551497970383618392e-04,5.342690459834035011e+00,8.014033926590435897e+00,1.475600468923476472e-05,3.103848925870255878e-05
3.204880367465780466e+01,4.807320376196823020e+01,8.851574358767628473e-05,1.861882862970643980e-04,5.343180070894753442e+00,8.014767965189840027e+00,1.475734675694845321e-05,3.104132021578221096e-05
3.739198374555255810e+01,5.608797172715807022e+01,1.032730903446247379e-04,2.172296065128466089e-04,5.343665904001611011e+00,8.015502096073909399e+00,1.475871204243882839e-05,3.104418579561731787e-05
4.273564964955416912e+01,6.410347382323197962e+01,1.180318023870635663e-04,2.482737923084639268e-04,5.344159402801366809e+00,8.016236315321265238e+00,1.476005398442672533e-05,3.104701616369286415e-05
4.807980905235553593e+01,7.211971013855324486e+01,1.327918563714902917e-04,2.793208084721567909e-04,5.344649123333198304e+00,8.016970624604780937e+00,1.476140750319393882e-05,3.104984623801001174e-05
5.342445817568873423e+01,8.013668076315802580e+01,1.475532638746842305e-04,3.103706547101668027e-04,5.345138880254495461e+00,8.017712660020720250e+00,1.476276095925053273e-05,3.105272256941792779e-05
5.876959705594322969e+01,8.815439342317874605e+01,1.623160248339347632e-04,3.414233772795847305e-04,5.345628674312713713e+00,8.018439518343669192e+00,1.476412599122020630e-05,3.105555205375610910e-05
6.411522573025594340e+01,9.617283294152241524e+01,1.770801508251549695e-04,3.724789293333408396e-04,5.346118503332959904e+00,8.019174100873044608e+00,1.476546768104761457e-05,3.105840451830241310e-05
6.946134423358890331e+01,1.041920070423954598e+02,1.918456185062025841e-04,4.035373338516432527e-04,5.346604554815783672e+00,8.019908773976283101e+00,1.476683258656833375e-05,3.106125668734578292e-05
7.480794878840468698e+01,1.122119158163717429e+02,2.066124510927709178e-04,4.345985905389890356e-04,5.347098271929056068e+00,8.020651170595172630e+00,1.476817415062712450e-05,3.106410856065907819e-05
8.015504706033374305e+01,1.202325669869669156e+02,2.213806252433980423e-04,4.656626990996481138e-04,5.347592025420937034e+00,8.021370752968792317e+00,1.476951565158502355e-05,3.106691359483406550e-05
8.550263908575468008e+01,1.282539377399357079e+02,2.361501408949830659e-04,4.967296126944821793e-04,5.348078188212312511e+00,8.022128603144381032e+00,1.477090364472791596e-05,3.106981142129928899e-05
