Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.201500343101150925e+01,8.010248015853221659e+00,4.653397184902167830e-05,2.212403315527185644e-05
1.201500343101150925e+01,8.010248015853221659e+00,4.653397184902167830e-05,2.212403315527185644e-05,1.201829649269539324e+01,8.011952968255339869e+00,4.654738145953649781e-05,2.212775774130013940e-05
2.403329992370690249e+01,1.602220098410856153e+01,9.308135330855817611e-05,4.425179089657199584e-05,1.201912723100669567e+01,8.012750116835306358e+00,4.655026371123730205e-05,2.213045186222192199e-05
3.605242715471359816e+01,2.403495110094386789e+01,1.396316170197954782e-04,6.638224275879391783e-05,1.202077660725463204e+01,8.013852573713936778e+00,4.655666927726891981e-05,2.213350082888236689e-05
4.807320376196823020e+01,3.204880367465780466e+01,1.861882862970643980e-04,8.851574358767628473e-05,1.202242628667797675e+01,8.014951337702115097e+00,4.656304475073467434e-05,2.213653212148816848e-05
6.009563004864620694e+01,4.006375501235991976e+01,2.327513310477990723e-04,1.106522757091644532e-04,1.202408008990703792e+01,8.016054039995616165e+00,4.656947742435771863e-05,2.213958066232583845e-05
7.211971013855324486e+01,4.807980905235553593e+01,2.793208084721567909e-04,1.327918563714902917e-04,1.202573801063229553e+01,8.017156864578254272e+00,4.657585090943956903e-05,2.214261734984331671e-05
8.414544814918554039e+01,5.609696591693379020e+01,3.258966593815963600e-04,1.549344737213336084e-04,1.202738479233687485e+01,8.018259813322153207e+00,4.658226995174447960e-05,2.214567710382136113e-05
9.617283294152241524e+01,6.411522573025594340e+01,3.724789293333408396e-04,1.770801508251549695e-04,1.202903950902597785e+01,8.019359068165442750e+00,4.658866472282308536e-05,2.214871336514963123e-05
1.082018724505483931e+02,7.213458479842138615e+01,4.190675940561639249e-04,1.992288641903046007e-04,1.203069453641852249e+01,8.020462261912356894e+00,4.659510504348418885e-05,2.215176105309344160e-05
1.202325669869669156e+02,8.015504706033374305e+01,4.656626990996481138e-04,2.213806252433980423e-04,1.203234222496276118e+01,8.021565578628539583e+00,4.660145127809557728e-05,2.215480852741746713e-05
