Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.940541305913218424e-05,8.009744962201502005e+00,-1.067994262993583712e-05,3.814172251620623322e-05
-5.940541305913218424e-05,8.009744962201502005e+00,-1.067994262993583712e-05,3.814172251620623322e-05,5.940541435791549008e-05,8.011134310944203918e+00,-1.068123105692796473e-05,3.814818341870492187e-05
1.298783303732707173e-12,1.602087927314570592e+01,-2.136117368686380185e-05,7.628990593491115509e-05,3.949818203276640118e-12,8.011100701732793539e+00,-1.068146665920693820e-05,3.814809591404683424e-05
5.248601507009346887e-12,2.403197997487849946e+01,-3.204264034607074004e-05,1.144380018489579893e-04,1.364597354519272344e-12,8.011540181197307930e+00,-1.068205225648650883e-05,3.815019081769018645e-05
6.613198861528619231e-12,3.204352015607580739e+01,-4.272469260255724887e-05,1.525881926666481758e-04,1.780797675004227301e-12,8.011977783627585836e+00,-1.068264078158563310e-05,3.815228542628426177e-05
8.393996536532846532e-12,4.005549793970339323e+01,-5.340733338414288198e-05,1.907404780929324375e-04,1.778488273523750634e-12,8.012421140421118082e+00,-1.068322932454902105e-05,3.815439137853083554e-05
1.017248481005659717e-11,4.806791908012451131e+01,-6.409056270869190302e-05,2.288948694714632731e-04,1.782396549716911760e-12,8.012860710912292461e+00,-1.068381497437767547e-05,3.815646211879249725e-05
1.195488135977350893e-11,5.608077979103680377e+01,-7.477437768306957849e-05,2.670513315902557703e-04,1.778843941310773798e-12,8.013300315216241643e+00,-1.068440064186908104e-05,3.815859075660199898e-05
1.373372530108428272e-11,6.409408010625304541e+01,-8.545877832493865953e-05,3.052099223468577693e-04,1.781330648477827745e-12,8.013739947635045269e+00,-1.068498632691361136e-05,3.816067254486964948e-05
1.551505594956211047e-11,7.210782005388809068e+01,-9.614376465185227089e-05,3.433705948917274188e-04,1.782396511372004499e-12,8.014183428411215004e+00,-1.068557202951262168e-05,3.816277731352746023e-05
1.729745246093411497e-11,8.012200348229930569e+01,-1.068293366813648926e-04,3.815333722052548790e-04,1.783107192626485829e-12,8.014619307915523905e+00,-1.068616939250121840e-05,3.816488178565061000e-05
1.908055965356060080e-11,8.813662279021482959e+01,-1.175155060738661110e-04,4.196982539909054890e-04,1.778487551770325068e-12,8.015062848510495996e+00,-1.068674930892768936e-05,3.816696268853350454e-05
2.085904720533092587e-11,9.615168563872532559e+01,-1.282022553827938003e-04,4.578652166794389936e-04,1.780265172966022335e-12,8.015498786669141396e+00,-1.068734088591975339e-05,3.816904329801345608e-05
2.263931237829694820e-11,1.041671844253944670e+02,-1.388895962687135537e-04,4.960342599774524497e-04,1.785593701211561490e-12,8.015942393373819641e+00,-1.068792083734057064e-05,3.817117015487308564e-05
2.442490607950850969e-11,1.121831268187682866e+02,-1.495775171060541244e-04,5.342054301323255353e-04,1.777067477064691657e-12,8.016378392563183297e+00,-1.068851244946761553e-05,3.817325017269686434e-05
2.620197355657320135e-11,1.201995052113314699e+02,-1.602660295555217399e-04,5.723786803050223996e-04,1.782751855145434702e-12,8.016822061602695726e+00,-1.068910407945523780e-05,3.817537643481408536e-05
