Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.300008113424650058e-01,9.899981613700851169e-01,2.514349172516117371e-07,4.274275812584423747e-06
3.300008113424650058e-01,9.899981613700851169e-01,2.514349172516117371e-07,4.274275812584423747e-06,3.300051496117250571e-01,9.900197377111373820e-01,2.514267596221524939e-07,4.274373229921484052e-06
6.600059609541900629e-01,1.980017899081222499e+00,5.028616768737642310e-07,8.548649042505907799e-06,3.300074911344818007e-01,9.900223597248625218e-01,2.514342907706022195e-07,4.274381516815452565e-06
9.900134520886718636e-01,2.970040258806085021e+00,7.542959676443664505e-07,1.282303055932136036e-05,3.300104585087120235e-01,9.900315384366518145e-01,2.514365012858830362e-07,4.274421452999874532e-06
1.320023910597383887e+00,3.960071797242736835e+00,1.005732468930249487e-06,1.709745201232123490e-05,3.300134258873936854e-01,9.900400019979960220e-01,2.514388026156101810e-07,4.274459933788933829e-06
1.650037336484777573e+00,4.950111799240732857e+00,1.257171271545859668e-06,2.137191194611016873e-05,3.300164528752020932e-01,9.900496578057351726e-01,2.514411041656295254e-07,4.274499869027423282e-06
1.980053789359979666e+00,5.940161457046468030e+00,1.508612375711489193e-06,2.564641181513759201e-05,3.300193606577368488e-01,9.900581215885511099e-01,2.514433144537246707e-07,4.274535438187352168e-06
2.310073150017716515e+00,6.930219578635019140e+00,1.760055690165213864e-06,2.992094725332494418e-05,3.300223876545391732e-01,9.900670623650373869e-01,2.514457070383908515e-07,4.274575372282750330e-06
2.640095537672255688e+00,7.920286641000056527e+00,2.011501397203604715e-06,3.419552262560769451e-05,3.300254146555978707e-01,9.900760032662434540e-01,2.514480085831545682e-07,4.274615305787935935e-06
2.970120952327853558e+00,8.910362644266299981e+00,2.262949405786759284e-06,3.847013793139563044e-05,3.300284416604926108e-01,9.900858979784246117e-01,2.514501280500473448e-07,4.274652328266660153e-06
3.300149393988346169e+00,9.900448542244724592e+00,2.514399533836806628e-06,4.274479025966229059e-05,3.300312302510661766e-01,9.900934085527079986e-01,2.514524295913985776e-07,4.274692260838354463e-06
3.630180624239412346e+00,1.089054195079743259e+01,2.765851963428205206e-06,4.701948252050064506e-05,3.300344956844925015e-01,9.901028266798181932e-01,2.514547309089531177e-07,4.274732192597818716e-06
3.960215119923904847e+00,1.188064477747725078e+01,3.017306694337158324e-06,5.129421471309846377e-05,3.300372842838217302e-01,9.901122449002990322e-01,2.514570324467997516e-07,4.274769213590162741e-06
4.290252404207726578e+00,1.287075702237754982e+01,3.268763726783958075e-06,5.556898392668862651e-05,3.300403113059822147e-01,9.901216632832792186e-01,2.514591519069594633e-07,4.274809143972066819e-06
4.620292715513708792e+00,1.386087868566082903e+01,3.520222878690917539e-06,5.984379307066069333e-05,3.300433383342031846e-01,9.901291742397262396e-01,2.514616352952391619e-07,4.274843253681738931e-06
4.950336053847911977e+00,1.485100785990055527e+01,3.771684513986156701e-06,6.411863632434243226e-05,3.300463653670409059e-01,9.901395466882512153e-01,2.514641186816295535e-07,4.274889003656260331e-06
5.280382419214952883e+00,1.584114740658880649e+01,4.023148632667786254e-06,6.839352532799869260e-05,3.300493924004115343e-01,9.901480116139502741e-01,2.514658742070264224e-07,4.274923112013254709e-06
5.610431811615364417e+00,1.683129541820275676e+01,4.274614506874812677e-06,7.266844844001194730e-05,3.300519426026884418e-01,9.901555229969680738e-01,2.514683578120482997e-07,4.274963040306145145e-06
5.940483754218052859e+00,1.782145094119972484e+01,4.526082864686860976e-06,7.694341148031809245e-05,3.300554464880924854e-01,9.901658957416579199e-01,2.514708409710929307e-07,4.275002968230894734e-06
6.270539200706145344e+00,1.881161683694138276e+01,4.777553705657953907e-06,8.121841444854898718e-05,3.300584735365168498e-01,9.901762685141264342e-01,2.514729606430574660e-07,4.275037074719673243e-06
6.600597674242662194e+00,1.980179310545550919e+01,5.029026666301011373e-06,8.549345152326866043e-05,3.300610237495220645e-01,9.901828266146566193e-01,2.514750800913646456e-07,4.275082821890576574e-06
6.930658697992184258e+00,2.079197593207016581e+01,5.280501746392376019e-06,8.976853434515923700e-05,3.300640508088648062e-01,9.901931996290613824e-01,2.514775634671506083e-07,4.275116927248735505e-06
7.260722748801049065e+00,2.178216913169922719e+01,5.531979309859526627e-06,9.404365127240797251e-05,3.300675547127367437e-01,9.902016652330516422e-01,2.514800468410468404e-07,4.275151032757422355e-06
7.590790303513785808e+00,2.277237079693227884e+01,5.783459356700573467e-06,9.831880230516539486e-05,3.300701049357535055e-01,9.902101313531836979e-01,2.514818025772757156e-07,4.275202597768946837e-06
7.920860408449539314e+00,2.376258092828546253e+01,6.034941159277849183e-06,1.025940049029343417e-04,3.300736088516229572e-01,9.902205046027212632e-01,2.514846496545351302e-07,4.275230881597947511e-06
8.250934017301162271e+00,2.475280143288818380e+01,6.286425808932384313e-06,1.068692357845322892e-04,3.300756822395172208e-01,9.902270631390912570e-01,2.514860416808481760e-07,4.275270805490820271e-06
8.581009699540679492e+00,2.574302849602727505e+01,6.537911850613232489e-06,1.111445065900231095e-04,3.300796630112579066e-01,9.902374369071083038e-01,2.514896161676994681e-07,4.275310728349472579e-06
8.911089362551937398e+00,2.673326593293438336e+01,6.789401466780931957e-06,1.154198173183725821e-04,3.300817364071892968e-01,9.902478108181540506e-01,2.514910081907827772e-07,4.275350651061974433e-06
9.241171098959126695e+00,2.772351374375253741e+01,7.040892474971714734e-06,1.196951679694345565e-04,3.300847634941668218e-01,9.902543697020327329e-01,2.514931278476633498e-07,4.275390572740242283e-06
9.571255862453293517e+00,2.871376811345457014e+01,7.292385602819378084e-06,1.239705585421747988e-04,3.300887442741231581e-01,9.902647438664864410e-01,2.514959749155672855e-07,4.275430494050328628e-06
9.901344606727416675e+00,2.970403285732105658e+01,7.543881577734945370e-06,1.282459890362251274e-04,3.300908176888253109e-01,9.902732102153350979e-01,2.514980943468101394e-07,4.275458774958298914e-06
1.023143542441624199e+01,3.069430606753639168e+01,7.795379672081755509e-06,1.325214478111834263e-04,3.300938447890597871e-01,9.902816773856599752e-01,2.515002139984789183e-07,4.275510334949709839e-06
1.056152926920530177e+01,3.168458774492205166e+01,8.046879886080234427e-06,1.367969581461331362e-04,3.300978255757822666e-01,9.902939591839761135e-01,2.515023334264928826e-07,4.275538614776866085e-06
1.089162709478108404e+01,3.267488170410602777e+01,8.298382219506727310e-06,1.410724967609100022e-04,3.300998990107029130e-01,9.902967037694594410e-01,2.515051804868370492e-07,4.275590173488349240e-06
1.122172699379178695e+01,3.366517840787548721e+01,8.549887399993564359e-06,1.453480869343983515e-04,3.301029261157832906e-01,9.903128010661532699e-01,2.515065724995289582e-07,4.275618452234637235e-06
