Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.201458177299306129e+01,2.002509484846260346e+00,5.454228059846318694e-05,-6.483682873876653147e-06
1.201458177299306129e+01,2.002509484846260346e+00,5.454228059846318694e-05,-6.483682873876653147e-06,1.201772772480136808e+01,2.002875462645546722e+00,5.455677793405325953e-05,-6.486134740795390892e-06
2.403230949779442938e+01,4.005384947491807068e+00,1.090990585325164465e-04,-1.296981761467204404e-05,1.201788946399123859e+01,2.002981563367983497e+00,5.455739829915441359e-05,-6.485844293191008752e-06
3.605019896178566796e+01,6.008366510859790566e+00,1.636564568316708601e-04,-1.945566190786305279e-05,1.201904234390024584e+01,2.003173961236511147e+00,5.456265071933187670e-05,-6.486466996142438532e-06
4.806924130568591380e+01,8.011540472096301713e+00,2.182191075510027368e-04,-2.594212890400549132e-05,1.202019729361992262e+01,2.003366827905388448e+00,5.456787884059485609e-05,-6.487092621371514078e-06
6.008943859930583642e+01,1.001490730000169016e+01,2.727869863915975929e-04,-3.242922152537700540e-05,1.202135622456195563e+01,2.003559209753261072e+00,5.457314085667119667e-05,-6.487716803277237079e-06
7.211079482386779205e+01,1.201846650975495123e+01,3.273601272482687895e-04,-3.891693832865424248e-05,1.202250768582629803e+01,2.003751583639171940e+00,5.457837857476572491e-05,-6.488338086587760903e-06
8.413330250969409008e+01,1.402221809339412317e+01,3.819385058230345144e-04,-4.540527641524200338e-05,1.202366694449878537e+01,2.003944903023782587e+00,5.458363854575899558e-05,-6.488968113298575614e-06
9.615696945419287545e+01,1.602616299641790576e+01,4.365221443687935100e-04,-5.189424452854057900e-05,1.202481873702629400e+01,2.004137260941508458e+00,5.458892076416348204e-05,-6.489586509633637145e-06
1.081817881912191694e+02,1.803030025735941422e+01,4.911110651329569921e-04,-5.838383103817421614e-05,1.202597831873929124e+01,2.004330564384538604e+00,5.459413214424111913e-05,-6.490210739122889466e-06
