Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.336598340214772084e-04,1.201442595900512877e+01,-1.601987195187352150e-05,5.721173266893147039e-05
-1.336598340214772084e-04,1.201442595900512877e+01,-1.601987195187352150e-05,5.721173266893147039e-05,1.336598279134740806e-04,1.201755401587337069e+01,-1.602276839419721855e-05,5.722626918002651894e-05
-6.108003119739524307e-12,2.403197997487849946e+01,-3.204264034607074004e-05,1.144380018489579893e-04,1.364970375795571290e-11,1.201747365526818001e+01,-1.602329871672951938e-05,5.722606735845343407e-05
7.541700638216188594e-12,3.604945363014667947e+01,-4.806593906280025942e-05,1.716640692074114234e-04,5.748289629147338311e-13,1.201846544997783184e+01,-1.602462364589164360e-05,5.723080026405184969e-05
8.116529601130922425e-12,4.806791908012451131e+01,-6.409056270869190302e-05,2.288948694714632731e-04,2.669508984544868406e-12,1.201945543939120142e+01,-1.602593990280826283e-05,5.723549725516419921e-05
1.078603858567579083e-11,6.008737451951571273e+01,-8.011650261150016585e-05,2.861303667266274723e-04,2.669153929564507864e-12,1.202044553437237795e+01,-1.602726204035210503e-05,5.724022816509994650e-05
1.345519251524029870e-11,7.210782005388809068e+01,-9.614376465185227089e-05,3.433705948917274188e-04,2.669864311321475392e-12,1.202143573360372386e+01,-1.602858423735114136e-05,5.724495807496004758e-05
1.612505682656177409e-11,8.412925578749181454e+01,-1.121723488892034122e-04,4.006155529666874664e-04,2.669864712913412177e-12,1.202242985123351104e+01,-1.602990649359038809e-05,5.724966371275152718e-05
1.879492153947518626e-11,9.615168563872532559e+01,-1.282022553827938003e-04,4.578652166794389936e-04,2.669863885766882050e-12,1.202341644200410542e+01,-1.603122298800415627e-05,5.725439162596550726e-05
2.146478542524206832e-11,1.081751020807294310e+02,-1.442334783707979566e-04,5.151196083054045008e-04,2.668798441088319599e-12,1.202440313060203891e+01,-1.603255118472378328e-05,5.725907199961789880e-05
2.413358386633038791e-11,1.201995052113314699e+02,-1.602660295555217399e-04,5.723786803050223996e-04,2.678035300269965297e-12,1.202540520157880621e+01,-1.603387944142900968e-05,5.726384445585723428e-05
2.681161916660035321e-11,1.322249104129102761e+02,-1.762999089969507496e-04,6.296425247608796339e-04,2.667377728970970791e-12,1.202637683490405607e+01,-1.603519611408901670e-05,5.726856936976451942e-05
2.947899689557132400e-11,1.442512872478143322e+02,-1.923351051110397663e-04,6.869110941306441533e-04,2.675903046097978299e-12,1.202738673694344129e+01,-1.603652448974721340e-05,5.727324675316785782e-05
3.215489994166930230e-11,1.562786739847577735e+02,-2.083716296007869797e-04,7.441843408838120111e-04,2.673772016735287295e-12,1.202836621803552930e+01,-1.603781799295537613e-05,5.727801620245508412e-05
3.482867195840458960e-11,1.683070402027933028e+02,-2.244094475937423558e-04,8.014623570862670953e-04,2.663824554443775460e-12,1.202936105774114139e+01,-1.603916977593324803e-05,5.728269159235486151e-05
3.749249651284836506e-11,1.803364012605344442e+02,-2.404486173696756038e-04,8.587450486786219568e-04,2.677325002745429623e-12,1.203035602697158879e+01,-1.604049833059400946e-05,5.728750556104240683e-05
4.016982151559379468e-11,1.923667572875060330e+02,-2.564891157002696133e-04,9.160325542396643636e-04,2.245920224732588649e-03,1.226373281827787309e+01,-1.152955853479731545e-03,2.331665837348501427e-03
2.245920264902410111e-03,2.046304901057839061e+02,-1.409444969180001159e-03,3.247698391588165791e-03,-7.573592616880159278e-02,1.263776161274546439e+01,-3.273205195754807714e-03,6.569004526267355031e-03
-7.349000590389918874e-02,2.172682517185293705e+02,-4.682650164934808873e-03,9.816702917855520821e-03,4.852085510423673198e-02,1.291495287875420672e+01,-3.329954005586142213e-03,6.686350171273093557e-03
-2.496915079966245329e-02,2.301832045972835772e+02,-8.012604170520951086e-03,1.650305308912861438e-02,1.643210054372570839e-02,1.291000837075370100e+01,-3.335891749834327125e-03,6.698707687488609369e-03
