Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.979984474119572013e+00,-3.629968171698031198e-06,9.428502315533305128e-06,-2.639996484108035750e-06
1.979984474119572013e+00,-3.629968171698031198e-06,9.428502315533305128e-06,-2.639996484108035750e-06,1.980069258096960105e+00,3.629969043378531416e-06,9.428896534146465522e-06,-2.640075122313191386e-06
3.960053732216532119e+00,8.716805000116469327e-13,1.885739884967977065e-05,-5.280071606421227136e-06,1.980067137359399432e+00,4.480194042895424713e-13,9.428892029660249731e-06,-2.640089913911401178e-06
5.940120869575931550e+00,1.319699904301189404e-12,2.828629087934002038e-05,-7.920161520332628314e-06,1.980093985466029771e+00,4.388489375070420269e-13,9.429018486538841905e-06,-2.640125260716551838e-06
7.920214855041961322e+00,1.758548841808231431e-12,3.771530936587886228e-05,-1.056028678104918015e-05,1.980120834055830947e+00,4.396483553916770370e-13,9.429147849647612060e-06,-2.640161335099964893e-06
9.900335689097792269e+00,2.198197197199908468e-12,4.714445721552647434e-05,-1.320044811614914505e-05,1.980148636810922014e+00,4.399147490098565331e-13,9.429274297640693092e-06,-2.640196682210028779e-06
1.188048432590871428e+01,2.638111946209765001e-12,5.657373151316716744e-05,-1.584064479835917383e-05,1.980174532653400377e+00,4.399591975257731552e-13,9.429406561955699082e-06,-2.640232757346306741e-06
1.386065885856211466e+01,3.078071143735538156e-12,6.600313807512286652e-05,-1.848087755570548057e-05,1.980201382611765482e+00,4.405364980526444327e-13,9.429533001008570973e-06,-2.640268832638891080e-06
1.584086024117388014e+01,3.518607641788182589e-12,7.543267107613143749e-05,-2.112114638834437165e-05,1.980228233024307727e+00,4.399147165144199826e-13,9.429659435868304514e-06,-2.640304908087793656e-06
1.782108847419818787e+01,3.958522358302602572e-12,8.486233051199974201e-05,-2.376145129643216530e-05,1.980255083890984480e+00,4.397371907882161000e-13,9.429785866312922864e-06,-2.640340984026091540e-06
1.980134355808917235e+01,4.398259549090818672e-12,9.429211637831266487e-05,-2.640179228045825684e-05,1.980282889111762756e+00,4.403587869377042488e-13,9.429918112638046809e-06,-2.640375604798113590e-06
2.178162644720093510e+01,4.838618336028522920e-12,1.037220344909507117e-04,-2.904216788525637043e-05,1.980308787007103888e+00,4.407141931924231610e-13,9.430038713680044277e-06,-2.640414591694280132e-06
2.376193523420803899e+01,5.279332529220946081e-12,1.131520732046307560e-04,-3.168258247695065056e-05,1.980336593176968307e+00,4.387601517652451560e-13,9.430170951065379209e-06,-2.640447757781754314e-06
2.574227182738500730e+01,5.718092680986191237e-12,1.225822441556961352e-04,-3.432303023473240488e-05,1.980362492261914298e+00,4.396481916236292590e-13,9.430303183649107980e-06,-2.640483834781811386e-06
