Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.670027633857240179e+00,4.005000247780869493e+00,7.374416330093728235e-06,1.551139332726789226e-05
2.670027633857240179e+00,4.005000247780869493e+00,7.374416330093728235e-06,1.551139332726789226e-05,2.670216744645388385e+00,4.005366744856304173e+00,7.374830513415618035e-06,1.551288435164538388e-05
5.340244378502628564e+00,8.010366992637173666e+00,1.474924684350934627e-05,3.102427767891327614e-05,2.670305961548219642e+00,4.005457632341119734e+00,7.375129729230750061e-06,1.551320392868411191e-05
8.010550340050848206e+00,1.201582462497829340e+01,2.212437657274009633e-05,4.653748160759738805e-05,2.670427846678910200e+00,4.005642947952001265e+00,7.375468227436288024e-06,1.551391199887864372e-05
1.068097818672975841e+01,1.602146757293029466e+01,2.949984480017638435e-05,6.205139360647603177e-05,2.670549259452828395e+00,4.005823506227567776e+00,7.375803807075563502e-06,1.551462294249821808e-05
1.335152744618258680e+01,2.002729107915786244e+01,3.687564860725194786e-05,7.756601654897424985e-05,2.670673537925974728e+00,4.006008844549040049e+00,7.376142289320047982e-06,1.551533675958392626e-05
1.602220098410856153e+01,2.403329992370690249e+01,4.425179089657199584e-05,9.308135330855817611e-05,2.670794006040267732e+00,4.006192286568676764e+00,7.376477853484834501e-06,1.551604471944301124e-05
1.869299499014882926e+01,2.803949221027557925e+01,5.162826875005683034e-05,1.085973980280011873e-04,2.670917339952765701e+00,4.006373832261036938e+00,7.376819230156333399e-06,1.551675264261326390e-05
2.136391233010159496e+01,3.204586604253661619e+01,5.900508798021316374e-05,1.241141506706144512e-04,2.671038770982157473e+00,4.006561112176981965e+00,7.377160599093676100e-06,1.551746634918102692e-05
2.403495110108375243e+01,3.605242715471359816e+01,6.638224857930683984e-05,1.396316170197954782e-04,2.671162113740017219e+00,4.006742680664196143e+00,7.377490319134680165e-06,1.551818001856636103e-05
2.670611321482376965e+01,4.005916983537779430e+01,7.375973889844152000e-05,1.551497970383618392e-04,2.671283553835472446e+00,4.006924259876740280e+00,7.377831672108765403e-06,1.551888201162317129e-05
2.937739676865924210e+01,4.406609409525453458e+01,8.113757057055028541e-05,1.706686790499850105e-04,2.671406905998562564e+00,4.007109666713695617e+00,7.378173017125999318e-06,1.551960724707938748e-05
3.204880367465780466e+01,4.807320376196823020e+01,8.851574358767628473e-05,1.861882862970643980e-04,2.671528354818470063e+00,4.007291268426762088e+00,7.378502713725881563e-06,1.552030916635309572e-05
3.472033202947627473e+01,5.208049503039499228e+01,9.589424630140216629e-05,2.017085954634174937e-04,2.671651716076283378e+00,4.007476696763077939e+00,7.378844043222571644e-06,1.552101104942911524e-05
3.739198374555255810e+01,5.608797172715807022e+01,1.032730903446247379e-04,2.172296065128466089e-04,2.671771266807361656e+00,4.007658321488136721e+00,7.379185364539715274e-06,1.552172453495246338e-05
4.006375501235991976e+01,6.009563004864620694e+01,1.106522757091644532e-04,2.327513310477990723e-04,2.671894637194249356e+00,4.007843774585772678e+00,7.379526677899113114e-06,1.552246126066485449e-05
4.273564964955416912e+01,6.410347382323197962e+01,1.180318023870635663e-04,2.482737923084639268e-04,2.672018011645469926e+00,4.008025420503315672e+00,7.379856343405852433e-06,1.552315139452862093e-05
