Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.007700251754205745e+00,1.201487050895263131e+01,1.258826894881816251e-05,4.920340164352363902e-05
6.007700251754205745e+00,1.201487050895263131e+01,1.258826894881816251e-05,4.920340164352363902e-05,6.008785183940715591e+00,1.201809991709944647e+01,1.258912909471807236e-05,4.921733553102954192e-05
1.201648543569492134e+01,2.403297042605207778e+01,2.517739804353623487e-05,9.842073717455318094e-05,6.009357089539182795e+00,1.201871148251755628e+01,1.259103253923222912e-05,4.921948775099710697e-05
1.802584252523410413e+01,3.605168190856963406e+01,3.776843058276846399e-05,1.476402249255502879e-04,6.010098799554107529e+00,1.202019982945862608e+01,1.259258813623817432e-05,4.922557359698229358e-05
2.403594132478821166e+01,4.807188173802826014e+01,5.036101871900663831e-05,1.968657985225325815e-04,6.010843421291692579e+00,1.202168462655200898e+01,1.259414949301431667e-05,4.923168170266955059e-05
3.004678474607990424e+01,6.009356636458026912e+01,6.295516821202095498e-05,2.460974802252021321e-04,6.011588093276319711e+00,1.202316968575574663e+01,1.259570205844585359e-05,4.923775387255275183e-05
3.605837283935622395e+01,7.211673605033601575e+01,7.555087027046680857e-05,2.953352340977548839e-04,6.012329001125593209e+00,1.202465882626010796e+01,1.259726620376369166e-05,4.924384830111086389e-05
4.207070184048181716e+01,8.414139487659612371e+01,8.814813647423050023e-05,3.445790823988657478e-04,6.013071866714099656e+00,1.202614822922294024e+01,1.259882446743681690e-05,4.924991843644930482e-05
4.808377370719591681e+01,9.616754310581906395e+01,1.007469609416673171e-04,3.938290008353150526e-04,6.013818597566931601e+00,1.202763026826362136e+01,1.260037685041886645e-05,4.925603410055567595e-05
5.409759230476284841e+01,1.081951733740826853e+02,1.133473377920861836e-04,4.430850349358707286e-04,6.014561564434458774e+00,1.202912020198995435e+01,1.260194081283011751e-05,4.926212547050795630e-05
6.011215386919730719e+01,1.202242935760726397e+02,1.259492786049163011e-04,4.923471604063786849e-04,6.015308397090358028e+00,1.203061803997694312e+01,1.260350471367032679e-05,4.926826236119319878e-05
6.612746226628766522e+01,1.322549116160495828e+02,1.385527833185866279e-04,5.416154227675718837e-04,6.016047649069861336e+00,1.203209323018305099e+01,1.260505691422675496e-05,4.927430514814652718e-05
7.214350991535752655e+01,1.442870048462326338e+02,1.511578402328133828e-04,5.908897279157184108e-04,6.016802213463321891e+00,1.203358396405977260e+01,1.260662069331106028e-05,4.928043999506573434e-05
7.816031212882084844e+01,1.563205888102924064e+02,1.637644609261244431e-04,6.401701679107841452e-04,6.017541567384228074e+00,1.203507495625268575e+01,1.260818441125110645e-05,4.928652728140631070e-05
8.417785369620507652e+01,1.683556637665450921e+02,1.763726453373755496e-04,6.894566951921904559e-04,6.018280970690113918e+00,1.203656621287584016e+01,1.260973642888636509e-05,4.929261354781166570e-05
9.019613466689519043e+01,1.803922299794209323e+02,1.889823817662619147e-04,7.387493087400021216e-04,6.019035688329083200e+00,1.203805775178463477e+01,1.261131166404403790e-05,4.929879185374796535e-05
9.621517035522427364e+01,1.924302877312055671e+02,2.015936934303059526e-04,7.880481005937500869e-04,6.019775192761215976e+00,1.203953425831844015e+01,1.261286355943346872e-05,4.930482954442838919e-05
1.022349455479854896e+02,2.044698219895240072e+02,2.142065569897394213e-04,8.373529301381784761e-04,6.020522379814906344e+00,1.204104159000030450e+01,1.261442703325433689e-05,4.931095927189184727e-05
1.082554679278003960e+02,2.165108635795243117e+02,2.268209840229937582e-04,8.866638894100703234e-04,6.021269620267588607e+00,1.204251864375237346e+01,1.261601372325914456e-05,4.931708797318331942e-05
1.142767375480679846e+02,2.285533822232766852e+02,2.394369977462529027e-04,9.359809773832536428e-04,6.510597471126800428e+00,1.299839326523684235e+01,1.388744044574733577e-05,4.049042234243058203e-03
1.207873350191947850e+02,2.415517754885135275e+02,2.533244381920002385e-04,4.985023211626311845e-03,6.716863052290619862e+00,1.338659156691386443e+01,1.488940831338627507e-05,5.209882652212456666e-03
1.275041980714854049e+02,2.549383670554273920e+02,2.682138465053865136e-04,1.019490586383876851e-02,6.760307187114335647e+00,1.355648815103884886e+01,1.412199375172410766e-05,5.279691388307954786e-03
1.342645052585997405e+02,2.684948552064662408e+02,2.823358402571106212e-04,1.547459725214672330e-02,6.854929581282192430e+00,1.368268031259998452e+01,1.437436393615556651e-05,5.332541766547013035e-03
1.411194348398819329e+02,2.821775355190662253e+02,2.967102041932661877e-04,2.080713901869373633e-02,6.911524299789874703e+00,1.378641650490999382e+01,1.447072869956557515e-05,5.240055467274976064e-03
1.480309591396718076e+02,2.959639520239762192e+02,3.111809328928317629e-04,2.604719448596871240e-02,6.985506139470459175e+00,1.391921887872263142e+01,1.464787846888353012e-05,5.273938819864272542e-03
1.550164652791422668e+02,3.098831709026988506e+02,3.258288113617152930e-04,3.132113330583298494e-02,7.065446864674072458e+00,1.406680870301335062e+01,1.481873616391410874e-05,5.334695472008307848e-03
1.620819121438163393e+02,3.239499796057122012e+02,3.406475475256294017e-04,3.665582877784129279e-02,7.147256996194954581e+00,1.421598386188287577e+01,1.498965608479773835e-05,5.396634372701249183e-03
1.692291691400112938e+02,3.381659634675950770e+02,3.556372036104271401e-04,4.205246315054254197e-02,7.403365859484608791e+00,1.466475571367527664e+01,1.594966436978582187e-05,6.385656601227418516e-03
1.766325349994959026e+02,3.528307191812703536e+02,3.715868679802129620e-04,4.843811975176996049e-02,7.507578358089403991e+00,1.490777183183377019e+01,1.574771710449919147e-05,6.563262120166737934e-03
1.841401133575853066e+02,3.677384910131041238e+02,3.873345850847121534e-04,5.500138187193669842e-02,7.623631141449862980e+00,1.508725232680330919e+01,1.599398391918365738e-05,6.653277788882708266e-03
1.917637444990351696e+02,3.828257433399074330e+02,4.033285690038958108e-04,6.165465966081940669e-02,7.737786638456952915e+00,1.528299398737021875e+01,1.623865633008496909e-05,6.751646155905295654e-03
1.995015311374921225e+02,3.981087373272776517e+02,4.195672253339807799e-04,6.840630581672470234e-02,7.855358076939495504e+00,1.548540944079451265e+01,1.648587683741187119e-05,6.854261036648184868e-03
2.073568892144316180e+02,4.135941467680721644e+02,4.360531021713926511e-04,7.526056685337288721e-02,7.977110510065813287e+00,1.569298282463006444e+01,1.674164940308991815e-05,6.960518818432778754e-03
2.153339997244974313e+02,4.292871295927022288e+02,4.527947515744825692e-04,8.222108567180566596e-02,8.528447209025813436e+00,1.662032008807653938e+01,1.885415091302958344e-05,8.897669377817926661e-03
2.238624469335232448e+02,4.459074496807787682e+02,4.716489024875121527e-04,9.111875504962359262e-02,8.722107444245665420e+00,1.705649545198480155e+01,1.835829541541918056e-05,9.280276197716860742e-03
2.325845543777689102e+02,4.629639451327635697e+02,4.900071979029313332e-04,1.003990312473404534e-01,8.923659585896530189e+00,1.733730421902731678e+01,1.875375541421093594e-05,9.467902496114816158e-03
2.415082139636654404e+02,4.803012493517908865e+02,5.087609533171422692e-04,1.098669337434552695e-01,9.127902549576049296e+00,1.765648700192377873e+01,1.919913224261672255e-05,9.680494976465892076e-03
2.506361165132414897e+02,4.979577363537146653e+02,5.279600855597589917e-04,1.195474287199211616e-01,4.663134112788696939e+00,8.872876320564216712e+00,1.028488503149595050e-05,6.175364424428869681e-03
