Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.009744962201502005e+00,-5.940541305913218424e-05,3.814172251620623322e-05,-1.067994262993583712e-05
8.009744962201502005e+00,-5.940541305913218424e-05,3.814172251620623322e-05,-1.067994262993583712e-05,8.011134310944203918e+00,5.940541435787107845e-05,3.814818341870492187e-05,-1.068123105692796473e-05
1.602087927314570592e+01,1.298738895760348928e-12,7.628990593491115509e-05,-2.136117368686380185e-05,8.011100701732793539e+00,3.949951469611706907e-12,3.814809591404683424e-05,-1.068146665920693820e-05
2.403197997487849946e+01,5.248690365372056038e-12,1.144380018489579893e-04,-3.204264034607074004e-05,8.011540181197307930e+00,1.363620355684012776e-12,3.815019081769018645e-05,-1.068205225648650883e-05
3.204352015607580739e+01,6.612310721056068814e-12,1.525881926666481758e-04,-4.272469260255724887e-05,8.011977783627585836e+00,1.782574119924318489e-12,3.815228542628426177e-05,-1.068264078158563310e-05
4.005549793970339323e+01,8.394884840980387303e-12,1.907404780929324375e-04,-5.340733338414288198e-05,8.012421140421118082e+00,1.778843599362237871e-12,3.815439137853083554e-05,-1.068322932454902105e-05
4.806791908012451131e+01,1.017372844034262517e-11,2.288948694714632731e-04,-6.409056270869190302e-05,8.012860710912292461e+00,1.780442429825515038e-12,3.815646211879249725e-05,-1.068381497437767547e-05
5.608077979103680377e+01,1.195417087016814021e-11,2.670513315902557703e-04,-7.477437768306957849e-05,8.013300315216241643e+00,1.779909585194204154e-12,3.815859075660199898e-05,-1.068440064186908104e-05
6.409408010625304541e+01,1.373408045536234437e-11,3.052099223468577693e-04,-8.545877832493865953e-05,8.013739947635045269e+00,1.780264672866917085e-12,3.816067254486964948e-05,-1.068498632691361136e-05
7.210782005388809068e+01,1.551434512822926145e-11,3.433705948917274188e-04,-9.614376465185227089e-05,8.014183428411215004e+00,1.784882979415782193e-12,3.816277731352746023e-05,-1.068557202951262168e-05
8.012200348229930569e+01,1.729922810764504364e-11,3.815333722052548790e-04,-1.068293366813648926e-04,8.014619307915523905e+00,1.781331025559669504e-12,3.816488178565061000e-05,-1.068616939250121840e-05
8.813662279021482959e+01,1.908055913320471315e-11,4.196982539909054890e-04,-1.175155060738661110e-04,8.015062848510495996e+00,1.779554269940405662e-12,3.816696268853350454e-05,-1.068674930892768936e-05
9.615168563872532559e+01,2.086011340314511881e-11,4.578652166794389936e-04,-1.282022553827938003e-04,8.015498786669141396e+00,1.780975779066763542e-12,3.816904329801345608e-05,-1.068734088591975339e-05
1.041671844253944670e+02,2.264108918221188235e-11,4.960342599774524497e-04,-1.388895962687135537e-04,8.015942393373819641e+00,1.782040806160270501e-12,3.817117015487308564e-05,-1.068792083734057064e-05
1.121831268187682866e+02,2.442312998837215285e-11,5.342054301323255353e-04,-1.495775171060541244e-04,8.016378392563183297e+00,1.778843568201048495e-12,3.817325017269686434e-05,-1.068851244946761553e-05
1.201995052113314699e+02,2.620197355657320135e-11,5.723786803050223996e-04,-1.602660295555217399e-04,8.016822061602695726e+00,1.782041086995222896e-12,3.817537643481408536e-05,-1.068910407945523780e-05
1.282163272729341656e+02,2.798401464356842424e-11,6.105540567398364850e-04,-1.709551336349769777e-04,8.017258121776251301e+00,1.776356593575820894e-12,3.817745586191540613e-05,-1.068969572719385172e-05
1.362335853947104169e+02,2.976037123714424514e-11,6.487315126017518911e-04,-1.816448293621708294e-04,8.017701853103915255e+00,1.791278390580315078e-12,3.817958152889226221e-05,-1.069027574886893686e-05
1.442512872478143322e+02,3.155164962772456022e-11,6.869110941306441533e-04,-1.923351051110397663e-04,8.018145609141555497e+00,1.773514783653144176e-12,3.818166036487333128e-05,-1.069086743175369893e-05
1.522694328569558877e+02,3.332516441137770439e-11,7.250927544955174846e-04,-2.030259725427934652e-04,8.018589395840820089e+00,1.786304100790600606e-12,3.818373890686636764e-05,-1.069143584437495082e-05
1.602880222527967078e+02,3.511146851216830500e-11,7.632764934023838523e-04,-2.137174083871684160e-04,8.019017949996595007e+00,1.777777688043652746e-12,3.818586368388324302e-05,-1.069203920657393978e-05
1.683070402027933028e+02,3.688924620021195774e-11,8.014623570862670953e-04,-2.244094475937423558e-04,8.019461805760784046e+00,1.783462526750417977e-12,3.818798816204868000e-05,-1.069264258679334463e-05
1.763265020085540868e+02,3.867270872696237572e-11,8.396503452483157753e-04,-2.351020901805357004e-04,8.019905684699153881e+00,1.779908925813342323e-12,3.819006581570576209e-05,-1.069322269637996005e-05
1.843464076932532407e+02,4.045261765277571804e-11,8.778404110640215374e-04,-2.457953128769156605e-04,8.020349594252792258e+00,1.783462508027546703e-12,3.819214317564282625e-05,-1.069380282335395281e-05
1.923667572875060330e+02,4.223608016080326475e-11,9.160325542396643636e-04,-2.564891157002696133e-04,8.030933434466959397e+00,7.810853325446892707e-07,1.397357344016386671e-04,-6.145448386529956449e-05
2.003976907219729924e+02,7.811275686248500374e-07,1.055768288641303031e-03,-3.179435995655691778e-04,8.473382272143396676e+00,4.248049145909532989e-03,4.388492622770361236e-03,-2.185280021575254552e-03
2.088710729941163891e+02,4.248830273478157969e-03,5.444260911411664267e-03,-2.503223621140823838e-03,8.502508087690557659e+00,-8.983661444877848526e-03,4.409290478851199749e-03,-2.195835380207736536e-03
2.173735810818069467e+02,-4.734831171399690557e-03,9.853551390262864015e-03,-4.699059001348560374e-03,8.540777269292647134e+00,-1.201341949949204235e-04,4.429375854733415274e-03,-2.205795616818719343e-03
2.259143583510995938e+02,-4.854965366394610980e-03,1.428292724499627929e-02,-6.904854618167279717e-03,8.574718855044437760e+00,-1.582611798872871761e-04,4.449796037589140787e-03,-2.215965163379950489e-03
2.344890772061440316e+02,-5.013226546281898156e-03,1.873272328258542008e-02,-9.120819781547230207e-03,8.608537938078342222e+00,-1.536318746936460658e-04,4.470414813078651961e-03,-2.226233069562502664e-03
2.430976151442223738e+02,-5.166858420975544222e-03,2.320313809566407204e-02,-1.134705285110973287e-02,8.638238880138914055e+00,1.265149315477381506e-02,4.397087193630206531e-03,-2.189311532164492369e-03
2.517358540243612879e+02,7.484634733798269969e-03,2.760022528929427857e-02,-1.353636438327422524e-02,8.654848581898249904e+00,-6.306203251789472761e-03,4.370373073689658855e-03,-2.176089662023076091e-03
2.603907026062595378e+02,1.178431482008796992e-03,3.197059836298393742e-02,-1.571245404529730133e-02,8.687166162318021634e+00,-6.328678542664262392e-03,4.390253835553324657e-03,-2.186066052962298140e-03
2.690778687685775594e+02,-5.150247060655465184e-03,3.636085219853726208e-02,-1.789852009825959947e-02,8.722926843118216311e+00,-2.144994904414894432e-04,4.410611565080303775e-03,-2.196176663852997951e-03
2.778007956116957757e+02,-5.364746551096954627e-03,4.077146376361756586e-02,-2.009469676211259742e-02,8.755230910286570634e+00,-1.040296512221502642e-04,4.430992471371950070e-03,-2.206320625617135683e-03
2.865560265219823464e+02,-5.468776202319104891e-03,4.520245623498951593e-02,-2.230101738772973310e-02,8.794920433460106324e+00,-2.087908986706311920e-02,4.596271739190208039e-03,-2.289235238399887212e-03
2.953509469554424527e+02,-2.634786606938222323e-02,4.979872797417972397e-02,-2.459025262612962032e-02,8.883967350078592062e+00,-6.962734457260209842e-02,5.234200574808486883e-03,-2.609209205401318704e-03
3.042349143055210448e+02,-9.597521064198431817e-02,5.503292854898821085e-02,-2.719946183153093902e-02,9.008717253074337350e+00,8.517129791553784690e-02,5.269546298090330150e-03,-2.625005285359305329e-03
3.132436315585953821e+02,-1.080391272644646433e-02,6.030247484707854100e-02,-2.982446711689024435e-02,8.999422548327402183e+00,2.235864789487656407e-03,5.296109762848860703e-03,-2.638594546195579399e-03
3.222430541069227843e+02,-8.568047936958807925e-03,6.559858460992740170e-02,-3.246306166308582375e-02,9.033930294468689226e+00,-7.978415043302204690e-04,5.325538517057235022e-03,-2.653279639600970852e-03
3.312769844013914735e+02,-9.365889441289028394e-03,7.092412312698463672e-02,-3.511634130268679460e-02,9.070640957996545239e+00,-3.349997230917296093e-04,5.355742731804030710e-03,-2.668323317163108499e-03
3.403476253593880188e+02,-9.700889164380758004e-03,7.627986585878866743e-02,-3.778466461984990310e-02,9.106962809674143955e+00,-2.560051827942607522e-04,5.386296397808160163e-03,-2.683546411046996982e-03
3.494545881690621627e+02,-9.956894347175018756e-03,8.166616225659682760e-02,-4.046821103089690008e-02,9.143036064803197860e+00,-2.658374435835809957e-04,5.417243358709550316e-03,-2.698966503474627132e-03
3.585976242338653606e+02,-1.022273179075859975e-02,8.708340561530637791e-02,-4.316717753437152721e-02,9.178897615856556058e+00,-2.710892156906705847e-04,5.448604199167206286e-03,-2.714588942996420950e-03
3.677765218497219166e+02,-1.049382100644927034e-02,9.253200981447358420e-02,-4.588176647736794816e-02,9.328201312613714435e+00,1.037266917605056925e-02,6.162780434779219219e-03,-3.071316417234494500e-03
3.771047231623356311e+02,-1.211518303987018877e-04,9.869479024925280342e-02,-4.895308289460244267e-02,9.383538858457939114e+00,-1.446481054559075885e-01,6.884510124422496546e-03,-3.434611829780304104e-03
