Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.010109580135315710e+00,8.010109580135315710e+00,2.746323421369930895e-05,2.746323421369930895e-05
8.010109580135315710e+00,8.010109580135315710e+00,2.746323421369930895e-05,2.746323421369930895e-05,8.011650220309389780e+00,8.011650220309389780e+00,2.746851580811182132e-05,2.746851580811182132e-05
1.602175980044470549e+01,1.602175980044470549e+01,5.493175002181113027e-05,5.493175002181113027e-05,8.012201000964793707e+00,8.012201000964793707e+00,2.747040080930369466e-05,2.747040080930369466e-05
2.403396080140949920e+01,2.403396080140949920e+01,8.240215083111482493e-05,8.240215083111482493e-05,8.013081879876814639e+00,8.013081879876814639e+00,2.747341764909004829e-05,2.747341764909004829e-05
3.204704268128631384e+01,3.204704268128631384e+01,1.098755684802048732e-04,1.098755684802048732e-04,8.013959052612719347e+00,8.013959052612719347e+00,2.747644003960203897e-05,2.747644003960203897e-05
4.006100173389903318e+01,4.006100173389903318e+01,1.373520085198069122e-04,1.373520085198069122e-04,8.014842057254170982e+00,8.014842057254170982e+00,2.747946797996601658e-05,2.747946797996601658e-05
4.807584379115320417e+01,4.807584379115320417e+01,1.648314764997729288e-04,1.648314764997729288e-04,8.015725170490519247e+00,8.015725170490519247e+00,2.748248401085624792e-05,2.748248401085624792e-05
5.609156896164372341e+01,5.609156896164372341e+01,1.923139605106291767e-04,1.923139605106291767e-04,8.016604576412355243e+00,8.016604576412355243e+00,2.748548813287434323e-05,2.748548813287434323e-05
6.410817353805607866e+01,6.410817353805607866e+01,2.197994486435035199e-04,2.197994486435035199e-04,8.017484093224268804e+00,8.017484093224268804e+00,2.748852690296859475e-05,2.748852690296859475e-05
7.212565763128034746e+01,7.212565763128034746e+01,2.472879755464721147e-04,2.472879755464721147e-04,8.018367534992435708e+00,8.018367534992435708e+00,2.749156540126528785e-05,2.749156540126528785e-05
8.014402516627278317e+01,8.014402516627278317e+01,2.747795409477374025e-04,2.747795409477374025e-04,8.019251084233957272e+00,8.019251084233957272e+00,2.749458035230183768e-05,2.749458035230183768e-05
8.816327625050674044e+01,8.816327625050674044e+01,3.022741213000392402e-04,3.022741213000392402e-04,8.020134742440106379e+00,8.020134742440106379e+00,2.749759503410241935e-05,2.749759503410241935e-05
