Sigma_1,Sigma_2,Epsilon_1,Epsilon_2,dSigma_1,dSigma_2,dEpsilon_1,dEpsilon_2
6.338065496448306391e+01,3.169032885208261519e+01,2.595588820433023403e-04,6.639878427783353707e-05,1.981310768047158888e+00,9.906540764776607944e-01,8.113941180000277219e-06,2.075655802903202942e-06
6.536196573253022279e+01,3.268098292856027598e+01,2.676728232233026175e-04,6.847444008073674002e-05,1.981354362066639396e+00,9.906772648874309084e-01,8.114108111155861943e-06,2.075703877630954704e-06
6.734332009459686219e+01,3.367166019344770689e+01,2.757869313344584795e-04,7.055014395836769472e-05,1.981386510015269664e+00,9.906966383827722211e-01,8.114275037491788540e-06,2.075746131795856947e-06
6.932470660461213185e+01,3.466235683183047911e+01,2.839012063719502680e-04,7.262589009016355167e-05,1.981433922200153575e+00,9.907160118911946256e-01,8.114441959230101614e-06,2.075782565668241931e-06
7.130614052681228543e+01,3.565307284372167373e+01,2.920156483311803696e-04,7.470167265583179360e-05,1.981473702358087507e+00,9.907353860294065839e-01,8.114585600204433577e-06,2.075830639321522234e-06
7.328761422917037294e+01,3.664380822975108032e+01,3.001302339313848032e-04,7.677750329515331583e-05,1.981513487057682710e+00,9.907585751845644495e-01,8.114775789102538373e-06,2.075872892892227477e-06
7.526912771622805565e+01,3.763456680493564477e+01,3.082450097204873416e-04,7.885337618804554331e-05,1.981553271275004136e+00,9.907741345720850745e-01,8.114942697047848250e-06,2.075915146190852184e-06
7.725068098750305978e+01,3.862534093950772984e+01,3.163599524175351898e-04,8.092929133423639549e-05,1.981593054825694367e+00,9.907973239536786991e-01,8.115086324795781070e-06,2.075951578579181235e-06
7.923227404232875415e+01,3.961613826346140854e+01,3.244750387423309709e-04,8.300524291281557673e-05,1.981632843194390148e+00,9.908166990131377361e-01,8.115276499334224403e-06,2.075999651317828585e-06
8.121390688552314430e+01,4.060695496247454628e+01,3.325903152416651953e-04,8.508124256413340531e-05,1.981680261000704490e+00,9.908398890981615637e-01,8.115420118264666215e-06,2.076041903800171029e-06
8.319558714652384879e+01,4.159779485157270784e+01,3.407057353599298615e-04,8.715728446793357634e-05,1.981712419883351117e+00,9.908554493522032658e-01,8.115610283229929625e-06,2.076084155788388333e-06
8.517729956640719990e+01,4.258865030092491111e+01,3.488213456431597912e-04,8.923336862372196468e-05,1.981752207957299561e+00,9.908786396406270569e-01,8.115753893342717799e-06,2.076120587358700397e-06
8.715905177436449947e+01,4.357952894056553816e+01,3.569370995365025090e-04,9.130948921108066507e-05,1.981799631323497124e+00,9.908980156213829105e-01,8.115920774079703106e-06,2.076168658960602428e-06
8.914085140568799659e+01,4.457042695618692107e+01,3.650530203105822121e-04,9.338565787004126750e-05,1.981831793689082133e+00,9.909173915749036610e-01,8.116110924685142423e-06,2.076210910354527863e-06
9.112268319937707872e+01,4.556134434776182474e+01,3.731691312352673545e-04,9.546186878039579536e-05,1.981879217458711651e+00,9.909405828183679432e-01,8.116254521571585664e-06,2.076253161254301054e-06
9.310456241683579037e+01,4.655228493058019268e+01,3.812853857568389401e-04,9.753812194165009642e-05,1.981919012299357519e+00,9.909599589522457563e-01,8.116421388515405143e-06,2.076289591562479817e-06
9.508648142913514789e+01,4.754324488953243844e+01,3.894018071453543453e-04,9.961441153321257624e-05,1.981958806058472078e+00,9.909793358543410591e-01,8.116564977183975387e-06,2.076337662249586264e-06
9.706844023519361997e+01,4.853422422538677949e+01,3.975183721225383207e-04,1.016907491954621625e-04,1.981998605464681873e+00,9.909987127061512524e-01,8.116755108798908921e-06,2.076379912555013376e-06
9.905043884065830184e+01,4.952522293809293075e+01,4.056351272313372296e-04,1.037671291080171759e-04,1.982038403835403528e+00,9.910180897785565435e-01,8.116921961949562572e-06,2.076422162144284296e-06
1.010324772444937054e+02,5.051624102787148729e+01,4.137520491932867922e-04,1.058435512701614602e-04,1.982078203382698689e+00,9.910412821805536510e-01,8.117088810502494280e-06,2.076464411905428365e-06
1.030145554478764041e+02,5.150728231005204094e+01,4.218691380037892865e-04,1.079200156820668885e-04,1.982118004106652620e+00,9.910568445931815518e-01,8.117255654679748651e-06,2.076506661172433741e-06
1.049966734519830567e+02,5.249833915464522249e+01,4.299863936584690351e-04,1.099965223432393223e-04,1.982157806007094791e+00,9.910800374522708012e-01,8.117422493815300288e-06,2.076548910167277267e-06
1.069788312579901515e+02,5.348941919209749329e+01,4.381038161522843354e-04,1.120730712534065995e-04,1.982197609084110468e+00,9.910994154230365893e-01,8.117589328575066168e-06,2.076591159112003548e-06
1.089610288670742619e+02,5.448051860752052988e+01,4.462214054808594016e-04,1.141496624125186031e-04,1.982245046198528371e+00,9.911226087550630837e-01,8.117756158737055895e-06,2.076633407340532978e-06
1.109432739132727903e+02,5.547164121627559297e+01,4.543391616395964575e-04,1.162262958198591361e-04,1.982277218829594290e+00,9.911419871829494355e-01,8.117922984301377889e-06,2.076675655740935558e-06
1.129255511321023846e+02,5.646278320345854240e+01,4.624570846238978353e-04,1.183029714756000716e-04,1.982324653075011156e+00,9.911575506749841225e-01,8.118043261091262026e-06,2.076717903647158788e-06
1.149078757851773958e+02,5.745394075413352653e+01,4.705751278849890974e-04,1.203796893792472304e-04,1.982356833188745782e+00,9.911807446927056731e-01,8.118256622236474061e-06,2.076760151281220167e-06
1.168902326183661415e+02,5.844512149882623220e+01,4.786933845072255714e-04,1.224564495305284506e-04,1.982404275256641313e+00,9.912039389548255031e-01,8.118423433785531412e-06,2.076802398865150749e-06
1.188726368936227828e+02,5.943632543778105770e+01,4.868118079410111028e-04,1.245332519293936013e-04,1.982444085516149812e+00,9.912195031008863566e-01,8.118590240958803005e-06,2.076844645732803165e-06
1.208550809791389327e+02,6.042754494088194406e+01,4.949303981819699058e-04,1.266100965751264045e-04,1.982476258005206660e+00,9.912426978201480665e-01,8.118710500869068779e-06,2.076886892772382941e-06
1.228375572371441393e+02,6.141878763870209212e+01,5.030491086828389746e-04,1.286869834678987874e-04,1.982523709410102697e+00,9.912620775877627466e-01,8.118923841889807980e-06,2.076929139317729156e-06
1.248200809465542420e+02,6.241004971628985487e+01,5.111680325247287826e-04,1.307639126072165166e-04,1.982563523198578537e+00,9.912814575760222624e-01,8.119090635269805324e-06,2.076971385590886416e-06
1.268026444697528206e+02,6.340133117386587713e+01,5.192871231599985879e-04,1.328408839928074030e-04,1.982603332172558908e+00,9.913046529968809750e-01,8.119210882520330221e-06,2.077013631813899325e-06
1.287852478019253795e+02,6.439263582686275811e+01,5.274063340425189182e-04,1.349178976246213023e-04,1.982650787692392669e+00,9.913202182224267744e-01,8.119424208836143776e-06,2.077055877320634070e-06
1.307678985896177721e+02,6.538395604508518488e+01,5.355257582513550619e-04,1.369949535019419364e-04,1.982682965416188381e+00,9.913472293282694636e-01,8.119544447424977517e-06,2.077098122999214858e-06
1.327505815550339605e+02,6.637530327441345435e+01,5.436453026987800394e-04,1.390720516249411513e-04,1.982730423596507308e+00,9.913589805434668278e-01,8.119757763567396827e-06,2.077152008117099519e-06
1.347333119786304678e+02,6.736666225495692117e+01,5.517650604623474363e-04,1.411492036330582508e-04,1.982762603364506049e+00,9.913859913498441756e-01,8.119877993938411781e-06,2.077182613071596861e-06
1.367160745819949739e+02,6.835804824630676535e+01,5.598849384562858481e-04,1.432263862461298476e-04,1.982810064205239087e+00,9.913977421906992049e-01,8.120091300129589872e-06,2.077224857933529468e-06
1.386988846462002130e+02,6.934944598849746455e+01,5.680050297564154379e-04,1.453036111040633771e-04,1.982842246017241905e+00,9.914247542425584925e-01,8.120211522060633014e-06,2.077267102079265225e-06
1.406817268922174549e+02,7.034087074274002305e+01,5.761252412784760709e-04,1.473808782061426423e-04,1.982889709518275367e+00,9.914441360278942739e-01,8.120424818300353044e-06,2.077309346396792817e-06
1.426646166017357302e+02,7.133231487876791732e+01,5.842456660967764240e-04,1.494581875525394352e-04,1.982921893374225419e+00,9.914635180338819964e-01,8.120545031791749635e-06,2.077351590220059743e-06
1.446475384951099556e+02,7.232377839680179932e+01,5.923662111285681736e-04,1.515355391427594949e-04,1.982969352715656441e+00,9.914905308270647311e-01,8.120711779949565945e-06,2.077393833771137713e-06
1.466305078478256121e+02,7.331526892762886405e+01,6.004869229085177396e-04,1.536129329765306326e-04,1.983001552255018396e+00,9.915022835885594077e-01,8.120925061261990464e-06,2.077447716814184676e-06
1.486135094000806305e+02,7.430677121121742346e+01,6.086078479697797300e-04,1.556903806933448173e-04,1.983049007252418505e+00,9.915216654033827126e-01,8.121045262093591968e-06,2.077478320254349739e-06
1.505965584073330490e+02,7.529829287662080617e+01,6.167288932318733220e-04,1.577678590135991670e-04,1.983096470431377156e+00,9.915486789061986883e-01,8.121211996458079820e-06,2.077520562988698213e-06
1.525796548777644261e+02,7.628984155552700486e+01,6.248501052283314018e-04,1.598453795765878652e-04,1.983128673712968748e+00,9.915604314174260026e-01,8.121425263065036593e-06,2.077562805450776416e-06
1.545627835514773949e+02,7.728140198694443086e+01,6.329715304913964384e-04,1.619229423820386417e-04,1.983160863700049958e+00,9.915874463042655407e-01,8.121545451015232085e-06,2.077616687308166989e-06
1.565459444151774449e+02,7.827298943324869640e+01,6.410930759424116705e-04,1.640005590693468086e-04,1.983223599163864037e+00,9.916068289874289121e-01,8.121712171585957797e-06,2.077647289534025618e-06
1.585291680143413089e+02,7.926459626223612531e+01,6.492147881139976283e-04,1.660782063588808343e-04,1.983240529903440574e+00,9.916262127907202739e-01,8.121878887559015776e-06,2.077689531401364720e-06
1.605124085442447495e+02,8.025622247502684559e+01,6.573366670015566441e-04,1.681558958902821990e-04,1.983288006704185591e+00,9.916455968146635769e-01,8.122092134040903404e-06,2.077731772774443156e-06
1.624956965509489351e+02,8.124786807184150916e+01,6.654587591355975475e-04,1.702336276630566421e-04,1.983335469845172838e+00,9.916649820164167295e-01,8.122212305333525138e-06,2.077785653224024313e-06
1.644790320207941079e+02,8.223953305385792589e+01,6.735809714409310726e-04,1.723114133162806664e-04,1.983382941812436684e+00,9.916919962613093276e-01,8.122379007512820978e-06,2.077816254901574799e-06
1.664624149626065446e+02,8.323122505011923522e+01,6.817033504484438936e-04,1.743892295711822412e-04,1.983399876511384718e+00,9.917037502382584080e-01,8.122545705094449085e-06,2.077858495235824924e-06
1.684458148391179293e+02,8.422292880035749363e+01,6.898258961535383427e-04,1.764670880664180662e-04,1.983462620144933908e+00,9.917307668934824960e-01,8.122712398078084199e-06,2.077912375017998328e-06
1.704292774592628632e+02,8.521465956725097612e+01,6.979486085516164269e-04,1.785450004414360645e-04,1.983494826386163368e+00,9.917425203000362899e-01,8.122879086464051580e-06,2.077942975729307837e-06
1.724127722856490266e+02,8.620640208755101241e+01,7.060714876380804784e-04,1.806229434171653723e-04,1.983527033617093593e+00,9.917695364367631328e-01,8.123045770251917548e-06,2.077985215468683335e-06
1.743962993192661202e+02,8.719817162398777555e+01,7.141945334083323960e-04,1.827009286326340557e-04,1.983574519849895523e+00,9.917889230637513265e-01,8.123258981903051443e-06,2.078039094361458592e-06
1.763798738391160157e+02,8.818996054705152687e+01,7.223177923902354474e-04,1.847789677269955143e-04,1.983621991133304618e+00,9.918083078704853506e-01,8.123379123656259727e-06,2.078069694328409101e-06
1.783634958302493203e+02,8.918176885492201222e+01,7.304411715138917072e-04,1.868570374213239234e-04,1.983654201828898067e+00,9.918276949620121741e-01,8.123545793650688816e-06,2.078123572406216689e-06
1.803471500320782184e+02,9.017359654988402440e+01,7.385647173075423960e-04,1.889351609937301401e-04,1.983686413514050173e+00,9.918470801871279718e-01,8.123712459047016492e-06,2.078154171876927863e-06
1.823308364455922685e+02,9.116544363007115237e+01,7.466884297665894125e-04,1.910133151656070679e-04,1.983733896495266436e+00,9.918664666707570632e-01,8.123879119845676434e-06,2.078196410254816483e-06
1.843145703420875350e+02,9.215731009674190943e+01,7.548123088864350889e-04,1.930915115758618844e-04,1.983781380837825736e+00,9.918934853427430198e-01,8.124045776046234964e-06,2.078250287665107899e-06
1.862983517229253607e+02,9.314920358208465245e+01,7.629363546624813239e-04,1.951697618635269923e-04,1.983813595987300005e+00,9.919052414232538695e-01,8.124212427649017340e-06,2.078292525449992141e-06
1.882821653189126607e+02,9.414110882350790632e+01,7.710605670901303412e-04,1.972480543889769844e-04,1.983861082804651232e+00,9.919322584004532928e-01,8.124379074653915143e-06,2.078323123928197541e-06
1.902660264017173120e+02,9.513304108190835962e+01,7.791849461647842564e-04,1.993263775129051820e-04,1.983893300180824326e+00,9.919516457988208913e-01,8.124545717060819953e-06,2.078365360994797843e-06
1.922499197018981363e+02,9.612499272770718051e+01,7.873094918818450763e-04,2.014047428738999798e-04,1.983940780442509322e+00,9.919710334179399069e-01,8.124665825811130948e-06,2.078407598233081559e-06
1.942338604823406456e+02,9.711696376112512041e+01,7.954341577076562073e-04,2.034831504721330614e-04,1.983988280033941010e+00,9.919904235411820537e-01,8.124878988459037152e-06,2.078473113344592345e-06
1.962178487623745866e+02,9.810895418466630247e+01,8.035590366961152444e-04,2.055616235854776537e-04,1.984020510088527089e+00,9.920098093415674612e-01,8.125092145374874890e-06,2.078492071622248423e-06
1.982018692724631137e+02,9.910096399400786993e+01,8.116841288414901193e-04,2.076401156570999022e-04,1.984052722795468071e+00,9.920291976229691500e-01,8.125212240709485043e-06,2.078534307599496592e-06
2.001859219952585818e+02,1.000929931916308391e+02,8.198093410821996043e-04,2.097186499646993987e-04,1.984100207637652602e+00,9.920485884777008323e-01,8.125332332580177674e-06,2.078599821970795450e-06
2.021700222028962344e+02,1.010850417801085399e+02,8.279346734147797820e-04,2.117972497866701942e-04,1.984147712546302955e+00,9.920756058974404823e-01,8.125545475324300396e-06,2.078618779354581047e-06
2.041541699154425373e+02,1.020771173860059804e+02,8.360602188901040824e-04,2.138758685660247752e-04,1.984179928256310177e+00,9.920873638307483589e-01,8.125665558755346476e-06,2.078661014736791959e-06
2.061383498436988475e+02,1.030692047498367288e+02,8.441858844488594289e-04,2.159545295807615672e-04,1.984212164029145242e+00,9.921143864750234798e-01,8.125878691547360616e-06,2.078726527923870993e-06
2.081225620077279928e+02,1.040613191363117522e+02,8.523117631404067895e-04,2.180332561086854382e-04,1.984274944903830828e+00,9.921337734932791363e-01,8.126091818607197870e-06,2.078745484635722294e-06
2.101068369526318236e+02,1.050534529098050314e+02,8.604378549590139874e-04,2.201120015933211605e-04,1.984291872224474673e+00,9.921531631310784860e-01,8.126118837088183375e-06,2.078787719422814633e-06
2.120911288248562983e+02,1.060456060729361099e+02,8.685639737961021708e-04,2.221907893127439751e-04,1.984354675539577784e+00,9.921725554806641867e-01,8.126425006708438981e-06,2.078853231647637134e-06
2.140754835003958760e+02,1.070377786284167740e+02,8.766903988028106097e-04,2.242696425443916123e-04,1.984371624372329279e+00,9.921919430920382865e-01,8.126545068061984643e-06,2.078872187687527033e-06
2.160598551247682053e+02,1.080299705715088123e+02,8.848169438708725944e-04,2.263485147320791393e-04,1.984434390788663904e+00,9.922113333921771527e-01,8.126665125951938046e-06,2.078914421435520011e-06
2.180442895155568692e+02,1.090221819049009895e+02,8.929436089968245324e-04,2.284274291535146593e-04,1.984466634040103372e+00,9.922307264734087084e-01,8.126878229109671045e-06,2.078979932919967953e-06
2.200287561495969726e+02,1.100144126313743982e+02,9.010704872259342035e-04,2.305064090864346273e-04,1.984498857917628811e+00,9.922577458468992972e-01,8.126998278781697241e-06,2.078998888065906056e-06
2.220132550075146014e+02,1.110066703772212975e+02,9.091974855047159007e-04,2.325854079745005333e-04,1.984546376117293676e+00,9.922771394476228579e-01,8.127211371765493894e-06,2.079064398908831574e-06
2.239978013836318951e+02,1.119989475166689203e+02,9.173246968764813946e-04,2.346644723734093649e-04,1.984578602036378925e+00,9.922888968785343877e-01,8.127331412997765119e-06,2.079083353828713523e-06
2.259823799856682740e+02,1.129912364135474547e+02,9.254520282894791597e-04,2.367435557272380784e-04,1.984626122893899947e+00,9.923159194992763332e-01,8.127544496029344770e-06,2.079125586436722127e-06
2.279670061085621739e+02,1.139835523330467311e+02,9.335795727855085045e-04,2.388226813136748005e-04,1.984673645388426166e+00,9.923353138316173272e-01,8.127757573328639115e-06,2.079191095873247691e-06
2.299516797539506001e+02,1.149758876468783484e+02,9.417073303588371436e-04,2.409018724095480482e-04,2.059745857290579352e+00,1.029932479627674979e+00,3.319061640136826028e-04,2.158027349604720035e-06
2.320114256112411795e+02,1.160058201265060234e+02,1.273613494372519746e-03,2.430598997591527683e-04,2.181881937971041907e+00,1.091116529283212344e+00,8.487081262646763331e-04,2.286280914109788641e-06
2.341933075492122214e+02,1.170969366557892357e+02,2.122321620637196080e-03,2.453461806732625569e-04,2.185603588759704508e+00,1.093045055526076226e+00,8.502315522995623244e-04,2.290139718607133498e-06
2.363789111379719259e+02,1.181899817113153119e+02,2.972553172936758404e-03,2.476363203918696904e-04,2.189365028046410089e+00,1.095019437069296941e+00,8.517554008205504082e-04,2.294347655270201781e-06
2.385682761660183360e+02,1.192850011483846089e+02,3.824308573757308812e-03,2.499306680471398922e-04,2.193091685857041284e+00,1.096993837569613106e+00,8.532879063936709384e-04,2.298485731780071720e-06
2.407613678518753773e+02,1.203819949859542220e+02,4.677596480150979751e-03,2.522291537789199639e-04,2.196874851874270007e+00,1.098975896587276679e+00,8.548262467623114758e-04,2.302623779300056080e-06
2.429582427037496473e+02,1.214809708825414987e+02,5.532422726913291226e-03,2.545317775582200200e-04,2.200638119628649747e+00,1.100957985740052436e+00,8.563711280009005458e-04,2.306785075396769556e-06
2.451588808233782970e+02,1.225819288682815511e+02,6.388793854914191772e-03,2.568385626336167895e-04,2.204427444739138764e+00,1.102955365044593350e+00,8.579221434667320956e-04,2.310946342905565408e-06
2.473633082681174358e+02,1.236848842333261445e+02,7.246715998380923868e-03,2.591495089765223549e-04,2.208212337470030207e+00,1.104952780624557818e+00,8.594799966379889494e-04,2.315177412529621000e-06
2.495715206055874660e+02,1.247898370139507023e+02,8.106195995018912817e-03,2.614646863890519759e-04,2.212023489180666047e+00,1.106965481004010599e+00,8.610442801736065827e-04,2.319361898507719000e-06
2.517835440947681320e+02,1.258968024949547129e+02,8.967240275192519400e-03,2.637840482875596949e-04,2.215845585415507912e+00,1.108985846566142186e+00,8.626149571758084944e-04,2.323592909273853886e-06
2.539993896801836399e+02,1.270057883415208551e+02,9.829855232368327894e-03,2.661076411968335488e-04,2.219678667621110435e+00,1.111021506100058787e+00,8.641919907152618291e-04,2.327847167438081705e-06
2.562190683478047504e+02,1.281168098476209138e+02,1.069404722308358972e-02,2.684354883642716305e-04,2.223507341692936734e+00,1.113041934061470783e+00,8.657753438319985145e-04,2.332124672729731386e-06
2.584425756894976871e+02,1.292298517816823846e+02,1.155982256691558824e-02,2.707676130370013619e-04,2.227362681679437628e+00,1.115092916298777936e+00,8.673657153927052943e-04,2.336402147859798200e-06
2.606699383711771247e+02,1.303449446979811626e+02,1.242718828230829353e-02,2.731040151848611601e-04,2.231213862622382749e+00,1.117143930224472115e+00,8.689630658204241381e-04,2.340702869736298233e-06
2.629011522337995075e+02,1.314620886282056347e+02,1.329615134812871767e-02,2.754447180545974583e-04,2.235107109307364226e+00,1.119210239022720543e+00,8.705666209250489257e-04,2.345026838086283587e-06
2.651362593431068717e+02,1.325812988672283552e+02,1.416671796905376660e-02,2.777897448926837419e-04,2.238980807872906098e+00,1.121276576818956983e+00,8.721770775567891376e-04,2.349350775782024607e-06
2.673752401509797778e+02,1.337025754440473122e+02,1.503889504661055573e-02,2.801390956684657665e-04,2.242865899306366373e+00,1.123358213040916098e+00,8.737943960358054984e-04,2.353721236143097289e-06
2.696181060502861442e+02,1.348259336570882283e+02,1.591268944264636123e-02,2.824928169046088638e-04,2.246793457277135531e+00,1.125455141768014755e+00,8.754185366465078166e-04,2.358091665630699958e-06
2.718648995075632797e+02,1.359513887988562431e+02,1.678810797929286905e-02,2.848509085702395638e-04,2.250701518851542460e+00,1.127536840045223698e+00,8.770494596393486886e-04,2.362485340432667405e-06
2.741156010264148222e+02,1.370789256389014668e+02,1.766515743893221774e-02,2.872133939106722312e-04,2.254621103512477021e+00,1.129649097511105538e+00,8.786871252296213353e-04,2.366902260493325850e-06
2.763702221299272992e+02,1.382085747364125723e+02,1.854384456416183907e-02,2.895802961711655570e-04,2.258583763610431561e+00,1.131761384884725885e+00,8.803329550499013056e-04,2.371319149177661314e-06
2.786288058935377308e+02,1.393403361212972982e+02,1.942417751921174038e-02,2.919516153203432184e-04,2.262526580605310755e+00,1.133888972039443388e+00,8.819839837682710848e-04,2.375782559029828399e-06
2.808913324741430415e+02,1.404742250933367416e+02,2.030616150298001146e-02,2.943273978793730468e-04,2.266481856300913478e+00,1.136016589480618677e+00,8.836445532689543580e-04,2.380245936612452543e-06
2.831578143304439550e+02,1.416102416828173602e+02,2.118980605624896582e-02,2.967076438159854993e-04,2.265380721199392156e+00,1.135579243310843367e+00,8.669401652461466989e-04,2.379448883685103978e-06
2.854231950516433471e+02,1.427458209261282036e+02,2.205674622149511252e-02,2.990870926996706033e-04,2.266188491793229787e+00,1.136073192361720885e+00,8.578195708313571255e-04,2.380281159678886583e-06
2.876893835434365769e+02,1.438818941184899245e+02,2.291456579232646965e-02,3.014673738593494899e-04,2.270062560625035530e+00,1.138155067018715272e+00,8.593863305018621668e-04,2.384721208301598862e-06
