Sigma_1,Sigma_2,Sigma_12,Epsilon_1,Epsilon_2,Epsilon_12,dSigma_1,dSigma_2,dSigma_12,dEpsilon_1,dEpsilon_2,dEpsilon_12
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.076158025127546480e+01,1.498490556166575871e+01,1.597342910766601598e+01,1.333241062473146973e-04,1.999800121638574792e-04,2.000000094994902611e-04
1.076158025127546480e+01,1.498490556166575871e+01,1.597342910766601598e+01,1.333241062473146973e-04,1.999800121638574792e-04,2.000000094994902611e-04,5.377028897106967520e+00,7.488278768684573095e+00,7.978216552734375355e+00,6.665539379159600257e-05,9.997499944099476950e-05,9.999999310821293700e-05
1.613860914838243232e+01,2.247318433035033181e+01,2.395164566040039134e+01,1.999795000389106999e-04,2.999550116048522487e-04,3.000000026077031981e-04,5.375015067990851492e+00,7.485822069144411728e+00,7.973630523681638493e+00,6.665093950772614040e-05,9.996502871346707886e-05,1.000000163912773241e-04
2.151362421637328382e+01,2.995900639949474353e+01,3.192527618408202983e+01,2.666304395466368403e-04,3.999200403183193276e-04,4.000000189989805222e-04,5.372999167280230637e+00,7.483371815113873282e+00,7.969042968750002842e+00,6.664652073144885841e-05,9.995499016253158245e-05,9.999996982514860414e-05
2.688662338365351445e+01,3.744237821460861682e+01,3.989431915283203267e+01,3.332769602780856987e-04,4.998750304808509100e-04,4.999999888241291263e-04,5.370982719179764331e+00,7.480915800518111780e+00,7.964456176757813921e+00,6.664205599510791356e-05,9.994504669895497122e-05,1.000000163912772699e-04
3.225760610283327878e+01,4.492329401512672860e+01,4.785877532958984659e+01,3.999190162731936123e-04,5.998200771798058812e-04,6.000000052154063962e-04,5.368968778498810934e+00,7.478461653729318925e+00,7.959877014160156250e+00,6.663761512720566124e-05,9.993505868506125708e-05,1.000000163912773783e-04
3.762657488133208972e+01,5.240175566885604752e+01,5.581865234375000284e+01,4.665566314003992735e-04,6.997551358648671383e-04,7.000000216066837744e-04,5.366954292165011964e+00,7.476015485761116963e+00,7.955291748046875000e+00,6.663317485134360616e-05,9.992507266705201192e-05,1.000000163912772699e-04
4.299352917349710168e+01,5.987777115461716448e+01,6.377394409179687784e+01,5.331898062517428797e-04,7.996802085319191502e-04,8.000000379979610443e-04,5.364942316017724977e+00,7.473562021486714002e+00,7.950717163085940342e+00,6.662878170556475309e-05,9.991499559590334614e-05,9.999992325901983000e-05
4.835847148951482666e+01,6.735133317610387849e+01,7.172466125488281818e+01,5.998185879573076328e-04,8.995952041278224964e-04,8.999999612569808743e-04,5.362926736783983017e+00,7.471113495809362348e+00,7.946139526367176131e+00,6.662429607150047780e-05,9.990510662625400919e-05,1.000000163912773783e-04
5.372139822629880967e+01,7.482244667191324083e+01,7.967080078124999432e+01,6.664428840288081106e-04,9.995003107540765055e-04,9.999999776482582526e-04,5.360916721889907421e+00,7.468663783529422062e+00,7.941567993164071027e+00,6.661985757060564020e-05,9.989512659297180089e-05,1.000000163912772699e-04
