Sigma_1,Sigma_2,Sigma_12,Epsilon_1,Epsilon_2,Epsilon_12,dSigma_1,dSigma_2,dSigma_12,dEpsilon_1,dEpsilon_2,dEpsilon_12
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.670939303859293545e+01,6.546173734060573679e+01,2.697930679321289205e+01,5.998185879573076328e-04,8.995952041278224964e-04,3.000001423060894121e-04
4.670939303859293545e+01,6.546173734060573679e+01,2.697930679321289205e+01,5.998185879573076328e-04,8.995952041278224964e-04,3.000001423060894121e-04,4.146224762349660864e+01,5.810771544178722081e+01,2.386825027465820170e+01,5.328702166754256068e-04,7.989615236841068717e-04,2.666668035089969527e-04
8.817164066208954409e+01,1.235694527823929576e+02,5.084755706787109375e+01,1.132688804632733240e-03,1.698556727811929368e-03,5.666669458150863647e-04,4.135104849245311698e+01,5.800904502708887378e+01,2.370682220458985512e+01,5.325863242517376965e-04,7.983235079351838018e-04,2.666668035089970069e-04
1.295226891545426611e+02,1.815784978094818314e+02,7.455437927246094887e+01,1.665275128884470936e-03,2.496880235747113170e-03,8.333337493240833716e-04,4.110345032905817675e+01,5.778159516965058629e+01,2.334062499999998863e+01,5.323030128946764587e-04,7.976866958603391101e-04,2.666668035089970069e-04
1.706261394836008378e+02,2.393600929791324177e+02,9.789500427246093750e+01,2.197578141779147395e-03,3.294566931607452280e-03,1.100000552833080378e-03,3.552897998430762527e+01,5.003712222947152100e+01,1.981398010253906250e+01,4.655326544158837343e-04,6.974542488792810288e-04,2.333334647119044390e-04
2.061551194679084631e+02,2.893972152086039387e+02,1.177089843750000000e+02,2.663110796195031129e-03,3.992021180486733309e-03,1.333334017544984818e-03,4.392305667110051104e+01,6.141992524226350270e+01,2.320611572265625000e+01,5.982238996118938168e-04,8.960127647640704976e-04,3.000001423060893579e-04
2.500781761390089741e+02,3.508171404508674414e+02,1.409151000976562500e+02,3.261334695806924946e-03,4.888033945250803806e-03,1.633334159851074175e-03,3.261762932548208482e+01,4.504731633592808748e+01,1.620500488281248863e+01,4.650376337991739099e-04,6.963445205407804012e-04,2.333333715796471076e-04
2.826958054644910590e+02,3.958644567867955288e+02,1.571201049804687386e+02,3.726372329606098856e-03,5.584378465791584208e-03,1.866667531430721283e-03,3.980290678610708710e+01,5.563483192461313820e+01,1.907394409179687500e+01,5.975883590995153399e-04,8.945873950385839490e-04,3.000002354383466893e-04
3.224987122505981461e+02,4.514992887114086670e+02,1.761940490722656136e+02,4.323960688705614196e-03,6.478965860830168157e-03,2.166667766869067972e-03,2.975806233486088104e+01,4.195666289455334663e+01,1.431039428710937500e+01,4.645442206335876831e-04,6.952375794416383592e-04,2.333333715796473244e-04
3.522567745854590271e+02,4.934559516059620137e+02,1.905044433593749886e+02,4.788504909339201879e-03,7.174203440271806516e-03,2.400001138448715297e-03,3.240807703829318598e+01,4.651990298574912686e+01,1.571631469726565911e+01,5.306433568199537057e-04,7.939660315103786239e-04,2.666668966412543383e-04
3.846648516237522131e+02,5.399758545917111405e+02,2.062207580566406477e+02,5.319148266159155584e-03,7.968169471782185140e-03,2.666668035089969635e-03,3.472692252545670044e+01,5.098633524515742010e+01,1.599244995117186363e+01,5.966375760251873064e-04,8.924591140194518268e-04,3.000000491738320264e-04
4.193917741492089135e+02,5.909621898368685606e+02,2.222132080078125114e+02,5.915785842184342891e-03,8.860628585801636967e-03,2.966668084263801661e-03,6.680857672761703725e+00,3.269175038451055570e+01,-3.040533447265659106e+00,4.803659586584086913e-04,7.183459583759727735e-04,2.416670322418212891e-04
4.260726318219706172e+02,6.236539402213791163e+02,2.191726745605468523e+02,6.396151800842751582e-03,9.578974544177609740e-03,3.208335116505622951e-03,-1.505316719371566023e+02,-6.323345320125451963e+01,-1.545133911132812159e+02,5.167204852682657015e-04,7.725214644624441712e-04,2.600859850645062706e-04
2.755409598848140149e+02,5.604204870201245967e+02,6.465928344726562216e+01,6.912872286111017284e-03,1.035149600864005391e-02,3.468421101570129221e-03,-3.204070216831760831e+01,5.676522474988928479e+00,-4.295834274291991761e+01,5.278410458599627764e-04,7.889425021949721811e-04,2.658221870660785330e-04
2.435002577164964066e+02,5.660970094951135252e+02,2.170094070434570455e+01,7.440713331970980060e-03,1.114043851083502609e-02,3.734243288636207754e-03,-1.917013638013193599e+01,1.580497333126754711e+01,-3.082918906211853027e+01,5.675724246234203213e-04,8.480971581515516639e-04,2.859875559806821996e-04
2.243301213363644706e+02,5.819019828263810723e+02,-9.128248357772827504e+00,8.008285756594400381e-03,1.198853566898657776e-02,4.020230844616889954e-03,-9.922697693056477419e+00,1.891358649543951742e+01,-2.229711861610412171e+01,4.958876628058800362e-04,7.407878587364167405e-04,2.500001341104503977e-04
2.144074236433079932e+02,6.008155693218205897e+02,-3.142536697387695099e+01,8.504173419400280418e-03,1.272932352772299450e-02,4.270230978727340351e-03,-6.385715844864705559e+00,1.915278232770162958e+01,-1.937382278442383310e+01,5.224817331709163265e-04,7.803209331716451369e-04,2.635419368743896484e-04
2.080217077984432876e+02,6.199683516495222193e+02,-5.079918975830078409e+01,9.026655152571196744e-03,1.350964446089463963e-02,4.533772915601730000e-03,-2.414917154965678492e+00,2.065728171522118828e+01,-1.747312774658202272e+01,5.283997623184346487e-04,7.889537844528934918e-04,2.666667103767396754e-04
