Sigma_1,Sigma_2,Sigma_12,Epsilon_1,Epsilon_2,Epsilon_12,dSigma_1,dSigma_2,dSigma_12,dEpsilon_1,dEpsilon_2,dEpsilon_12
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.759331440726231577e+01,3.135263613829074458e+01,1.238286094665527415e+01,3.999200403183193276e-04,3.999200403183193276e-04,1.333334017544984763e-04
2.759331440726231577e+01,3.135263613829074458e+01,1.238286094665527415e+01,3.999200403183193276e-04,3.999200403183193276e-04,1.333334017544984763e-04,2.068119202535959644e+01,2.349845249326466856e+01,9.264582443237305398e+00,2.998350955465478107e-04,2.998350955465478107e-04,1.000000396743416840e-04
4.827450643262191221e+01,5.485108863155541314e+01,2.164744338989257955e+01,6.997551358648671383e-04,6.997551358648671383e-04,2.333334414288401604e-04,1.378193501089884165e+01,1.565855932531000860e+01,6.166350555419917612e+00,1.998400682629553581e-04,1.998400682629553581e-04,6.666670087724925172e-05
6.205644144352075386e+01,7.050964795686542175e+01,2.781379394531249716e+01,8.995952041278224964e-04,8.995952041278224964e-04,3.000001423060894121e-04,2.755059470878192940e+01,3.130014524654538377e+01,1.230865173339844176e+01,3.995605542795829281e-04,3.995605542795829281e-04,1.333334017544984492e-04
8.960703615230268326e+01,1.018097932034108055e+02,4.012244567871093892e+01,1.299155758407405424e-03,1.299155758407405424e-03,4.333335440605878613e-04,1.376843689721509634e+01,1.564154717962013308e+01,6.142242431640625000e+00,1.997203318511342647e-04,1.997203318511342647e-04,6.666672416031358458e-05
1.033754730495177796e+02,1.174513403830309386e+02,4.626468811035156392e+01,1.498876090258539689e-03,1.498876090258539689e-03,5.000002682209014459e-04,2.061400621823578660e+01,2.344273122716511182e+01,9.177400207519532671e+00,2.995057737740641768e-04,2.995057737740641768e-04,1.000000163912773783e-04
1.239894792677535662e+02,1.408940716101960504e+02,5.544208831787109659e+01,1.798381864032603866e-03,1.798381864032603866e-03,6.000002846121788242e-04,2.742529946579695377e+01,3.121913442535435479e+01,1.217256011962889772e+01,3.992016675598575055e-04,3.992016675598575055e-04,1.333334017544985034e-04
1.514147787335505200e+02,1.721132060355504052e+02,6.761464843749999432e+01,2.197583531592461371e-03,2.197583531592461371e-03,7.333336863666773276e-04,2.050437703455673955e+01,2.337572576492684107e+01,9.073516845703125000e+00,2.992967041546517985e-04,2.992967041546517985e-04,1.000000629574060440e-04
1.719191557681072595e+02,1.954889318004772463e+02,7.668816528320311932e+01,2.496880235747113170e-03,2.496880235747113170e-03,8.333337493240833716e-04,1.361674597580886825e+01,1.554710464004421056e+01,5.993862915039073869e+00,1.994813818423663704e-04,1.994813818423663704e-04,6.666667759418481044e-05
1.855359017439161278e+02,2.110360364405214568e+02,8.268202819824219318e+01,2.696361617589479540e-03,2.696361617589479540e-03,9.000004269182681821e-04,2.035766582044394113e+01,2.326356366588484548e+01,8.909219360351556816e+00,2.991472953544262875e-04,2.991472953544262875e-04,1.000001095235347097e-04
2.058935675643600689e+02,2.342996001064063023e+02,9.159124755859375000e+01,2.995508912943905828e-03,2.995508912943905828e-03,1.000000536441802892e-03,2.021490668209835917e+01,2.314304029672021557e+01,8.752438354492198869e+00,2.990580186635464523e-04,2.990580186635464523e-04,1.000000163912774867e-04
2.261084742464584281e+02,2.574426404031265179e+02,1.003436859130859489e+02,3.294566931607452280e-03,3.294566931607452280e-03,1.100000552833080378e-03,1.993033821554922724e+01,2.290003351842784696e+01,8.463320922851551131e+00,2.989684241066288724e-04,2.989684241066288724e-04,1.000000163912772699e-04
2.460388124620076553e+02,2.803426739215543648e+02,1.088070068359375000e+02,3.593535355714081152e-03,3.593535355714081152e-03,1.200000569224357648e-03,2.589140099033929232e+01,2.982810036723094527e+01,1.063151245117187216e+01,3.984858247726521564e-04,3.984858247726521564e-04,1.333334483206271692e-04
2.719302134523469476e+02,3.101707742887853101e+02,1.194385192871093722e+02,3.992021180486733309e-03,3.992021180486733309e-03,1.333334017544984818e-03,1.882964224422818234e+01,2.176322373799553134e+01,7.494738769531252842e+00,2.987603820756752626e-04,2.987603820756752626e-04,1.000000163912772699e-04
2.907598556965751300e+02,3.319339980267808414e+02,1.269332580566406250e+02,4.290781562562408571e-03,4.290781562562408571e-03,1.433334033936262087e-03,1.830167987746455083e+01,2.126962721073766716e+01,7.139904785156261369e+00,2.986707801447240074e-04,2.986707801447240074e-04,1.000001095235348181e-04
3.090615355740396808e+02,3.532036252375185086e+02,1.340731628417968864e+02,4.589452342707132579e-03,4.589452342707132579e-03,1.533334143459796906e-03,1.770373063917230638e+01,2.068781998335560957e+01,6.620855712890602263e+00,2.985816025436712276e-04,2.985816025436712276e-04,1.000000163912772699e-04
3.267652662132119872e+02,3.738914452208741181e+02,1.406940185546874886e+02,4.888033945250803806e-03,4.888033945250803806e-03,1.633334159851074175e-03,1.736345682156485282e+01,2.022879910830101835e+01,6.452221679687511369e+00,2.984928487825156546e-04,2.984928487825156546e-04,1.000000163912772699e-04
3.441287230347768400e+02,3.941202443291751365e+02,1.471462402343750000e+02,5.186526794033319461e-03,5.186526794033319461e-03,1.733334176242351445e-03,1.145190012023090276e+01,1.333474784673154545e+01,4.267907714843744316e+00,1.989456216230922614e-04,1.989456216230922614e-04,6.666667759418491886e-05
