Sigma_1,Sigma_2,Sigma_12,Epsilon_1,Epsilon_2,Epsilon_12,dSigma_1,dSigma_2,dSigma_12,dEpsilon_1,dEpsilon_2,dEpsilon_12
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.023943685175130369e+01,3.371648406982421964e+00,5.663251757621764471e-01,1.999800121638574792e-04,0.000000000000000000e+00,-6.202424572301453398e-38
1.023943685175130369e+01,3.371648406982421964e+00,5.663251757621764471e-01,1.999800121638574792e-04,0.000000000000000000e+00,-6.202424572301453398e-38,5.118452824802405488e+00,1.685364913940429421e+00,2.828638374805451106e-01,9.997499944099476950e-05,0.000000000000000000e+00,-3.093970599894850545e-38
1.535788967655370918e+01,5.057013320922851385e+00,8.491890132427215576e-01,2.999550116048522487e-04,0.000000000000000000e+00,-9.296395172196303943e-38,5.118067817731644098e+00,1.685103988647461470e+00,2.827641785144805464e-01,9.996502871346707886e-05,0.000000000000000000e+00,-3.090989982009294339e-38
2.047595749428535328e+01,6.742117309570312855e+00,1.131953191757202104e+00,3.999200403183193276e-04,0.000000000000000000e+00,-1.238738515420559828e-37,5.117677043697803185e+00,1.684842681884765270e+00,2.826638460159300870e-01,9.995499016253158245e-05,0.000000000000000000e+00,-3.087990082256865683e-38
2.559363453798315646e+01,8.426959991455078125e+00,1.414617037773132191e+00,4.998750304808509100e-04,0.000000000000000000e+00,-1.547537523646246397e-37,5.117288901507969001e+00,1.684581756591796875e+00,2.825633049011231357e-01,9.994504669895497122e-05,0.000000000000000000e+00,-3.084994666659524954e-38
3.071092343949112546e+01,1.011154174804687500e+01,1.697180342674255327e+00,5.998200771798058812e-04,0.000000000000000000e+00,-1.856036990312198892e-37,5.116900335391335375e+00,1.684319305419922586e+00,2.824629783630372426e-01,9.993505868506125708e-05,0.000000000000000000e+00,-3.081997457400152395e-38
3.582782377488246084e+01,1.179586105346679759e+01,1.979643321037292569e+00,6.997551358648671383e-04,0.000000000000000000e+00,-2.164236736052214131e-37,5.116514400500221882e+00,1.684058380126952414e+00,2.823626756668087268e-01,9.992507266705201192e-05,0.000000000000000000e+00,-3.079007422788911332e-38
4.094433817538268272e+01,1.347991943359375000e+01,2.262005996704101296e+00,7.996802085319191502e-04,0.000000000000000000e+00,-2.472137478331105265e-37,5.116121930256269934e+00,1.683798217773437855e+00,2.822623729705813211e-01,9.991499559590334614e-05,0.000000000000000000e+00,-3.076013800853606609e-38
4.606046010563895265e+01,1.516371765136718786e+01,2.544268369674682617e+00,8.995952041278224964e-04,0.000000000000000000e+00,-2.779738858416465925e-37,5.115732099028853952e+00,1.683535766601563566e+00,2.821621179580686700e-01,9.990510662625400919e-05,0.000000000000000000e+00,-3.073027353566437559e-38
5.117619220466780661e+01,1.684725341796875142e+01,2.826430487632751287e+00,9.995003107540765055e-04,0.000000000000000000e+00,-3.087041593773109681e-37,5.115347951247038338e+00,1.683274841308591618e+00,2.820618629455569071e-01,9.989512659297180089e-05,0.000000000000000000e+00,-3.070039112617236679e-38
5.629154015591484495e+01,1.853052825927734304e+01,3.108492350578308194e+00,1.099395437347048306e-03,0.000000000000000000e+00,-3.394045505034833349e-37,5.114951160642874584e+00,1.683012390136720882e+00,2.819614410400390625e-01,9.988514855340403092e-05,0.000000000000000000e+00,-3.067054458992099459e-38
