Sigma_1,Sigma_2,Sigma_12,Epsilon_1,Epsilon_2,Epsilon_12,dSigma_1,dSigma_2,dSigma_12,dEpsilon_1,dEpsilon_2,dEpsilon_12
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.398753205457620652e+01,1.589438765365437689e+01,1.117846908569335973e+01,1.999800121638574792e-04,1.999800121638574792e-04,1.333329943008720821e-04
1.398753205457620652e+01,1.589438765365437689e+01,1.117846908569335973e+01,1.999800121638574792e-04,1.999800121638574792e-04,1.333329943008720821e-04,6.990193396680872695e+00,7.943666769320362420e+00,5.582351684570310724e+00,9.997499944099476950e-05,9.997499944099476950e-05,6.666650297120215135e-05
2.097772545125707921e+01,2.383805442297473931e+01,1.676082077026367045e+01,2.999550116048522487e-04,2.999550116048522487e-04,1.999994972720742334e-04,6.988604924029900189e+00,7.941730045402238147e+00,5.578646087646482954e+00,9.996502871346707886e-05,9.996502871346707886e-05,6.666649132966993071e-05
2.796633037528697940e+01,3.177978446837697746e+01,2.233946685791015341e+01,3.999200403183193276e-04,3.999200403183193276e-04,2.666659886017441641e-04,6.987014027398757321e+00,7.939793788930810337e+00,5.574934387207033382e+00,9.995499016253158245e-05,9.995499016253158245e-05,6.666651461273431778e-05
3.495334440268573672e+01,3.971957825730778779e+01,2.791440124511718679e+01,4.998750304808509100e-04,4.998750304808509100e-04,3.333325032144784819e-04,6.985417657469383812e+00,7.937853425679868735e+00,5.571223449707030539e+00,9.994504669895497122e-05,9.994504669895497122e-05,6.666649132966998492e-05
4.193876206015512054e+01,4.765743168298765653e+01,3.348562469482421733e+01,5.998200771798058812e-04,5.998200771798058812e-04,3.999989945441484668e-04,6.983823442915351620e+00,7.935918111303514877e+00,5.567514038085938921e+00,9.993505868506125708e-05,9.993505868506125708e-05,6.666649132966993071e-05
4.892258550307047216e+01,5.559334979429117141e+01,3.905313873291015625e+01,6.997551358648671383e-04,6.997551358648671383e-04,4.666654858738183975e-04,6.982234440458348956e+00,7.933981741323933079e+00,5.563807678222659092e+00,9.992507266705201192e-05,9.992507266705201192e-05,6.666649132966993071e-05
5.590481994352882111e+01,6.352733153561510449e+01,4.461694641113281534e+01,7.996802085319191502e-04,7.996802085319191502e-04,5.333319772034883282e-04,6.980638428670779660e+00,7.932047363596367973e+00,5.560104370117187500e+00,9.991499559590334614e-05,9.991499559590334614e-05,6.666653789579870485e-05
6.288545837219960077e+01,7.145937889921147246e+01,5.017705078125000284e+01,8.995952041278224964e-04,8.995952041278224964e-04,5.999985150992870331e-04,6.979044586445446896e+00,7.930111943742360836e+00,5.556399536132815342e+00,9.990510662625400919e-05,9.990510662625400919e-05,6.666649132966993071e-05
6.986450295864504767e+01,7.938949084295383329e+01,5.573345031738281818e+01,9.995003107540765055e-04,9.995003107540765055e-04,6.666650064289569638e-04,6.977449843631816861e+00,7.928175463288980040e+00,5.552697753906244316e+00,9.989512659297180089e-05,9.989512659297180089e-05,6.666649132966993071e-05
7.684195280227686453e+01,8.731766630624281333e+01,6.128614807128906250e+01,1.099395437347048306e-03,1.099395437347048306e-03,7.333314977586268945e-04,6.975860316272161299e+00,7.926237928147912726e+00,5.548999023437502842e+00,9.988514855340403092e-05,9.988514855340403092e-05,6.666649132967003913e-05
8.381781311854902583e+01,9.524390423439072606e+01,6.683514709472656534e+01,1.199280585900452337e-03,1.199280585900452337e-03,7.999979890882969336e-04,6.973188168673061682e+00,7.923889871156077902e+00,5.544161987304690342e+00,9.987517250695308706e-05,9.987517250695308706e-05,6.666649132966993071e-05
9.079100128722208751e+01,1.031677941055468040e+02,7.237930908203125568e+01,1.299155758407405424e-03,1.299155758407405424e-03,8.666644804179668643e-04,6.966273033402671899e+00,7.919896492508669894e+00,5.535104370117181816e+00,9.986519845280017980e-05,9.986519845280017980e-05,6.666649132966993071e-05
9.775727432062475941e+01,1.110876905980554739e+02,7.791441345214843750e+01,1.399020956860205604e-03,1.399020956860205604e-03,9.333309717476367950e-04,6.957912809658722608e+00,7.915583573985998100e+00,5.525601196289073869e+00,9.985513339833408490e-05,9.985513339833408490e-05,6.666649132967003913e-05
1.047151871302834820e+02,1.190032741720414720e+02,8.344001464843751137e+01,1.498876090258539689e-03,1.498876090258539689e-03,9.999974630773068342e-04,6.953663932876835929e+00,7.912234821963181730e+00,5.518563842773431816e+00,9.984534931301090703e-05,9.984534931301090703e-05,6.666649132966982229e-05
1.116688510631603179e+02,1.269155089940046537e+02,8.895857849121094318e+01,1.598721439571550596e-03,1.598721439571550596e-03,1.066663954406976656e-03,6.946710998560902794e+00,7.908065299436060513e+00,5.510617065429684658e+00,9.983528824037877190e-05,9.983528824037877190e-05,6.666658446192737057e-05
1.186155620617212207e+02,1.348235742934407142e+02,9.446919555664062784e+01,1.698556727811929368e-03,1.698556727811929368e-03,1.133330538868904027e-03,6.940721644387721767e+00,7.903649460168253427e+00,5.501699829101553973e+00,9.982513622067449785e-05,9.982513622067449785e-05,6.666649132967003913e-05
