Sigma_1,Sigma_2,Sigma_12,Epsilon_1,Epsilon_2,Epsilon_12,dSigma_1,dSigma_2,dSigma_12,dEpsilon_1,dEpsilon_2,dEpsilon_12
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.765672302246093750e+01,5.725114400230051359e+01,7.009510498046874716e+01,0.000000000000000000e+00,8.995952041278224964e-04,8.999999612569808743e-04
1.765672302246093750e+01,5.725114400230051359e+01,7.009510498046874716e+01,0.000000000000000000e+00,8.995952041278224964e-04,8.999999612569808743e-04,1.558087463378906534e+01,5.074597008602925285e+01,6.210106201171875284e+01,0.000000000000000000e+00,7.989615236841068717e-04,8.000001311302184842e-04
3.323759765625000284e+01,1.079971140883297664e+02,1.321961669921875000e+02,0.000000000000000000e+00,1.698556727811929368e-03,1.700000092387199358e-03,1.538306579589843182e+01,5.047679363240285966e+01,6.168276977539062500e+01,0.000000000000000000e+00,7.983235079351838018e-04,7.999999448657037129e-04
4.862066345214843466e+01,1.584739077207326261e+02,1.938789367675781250e+02,0.000000000000000000e+00,2.496880235747113170e-03,2.500000037252903071e-03,1.501195983886719176e+01,4.991348634049478505e+01,6.091248168945310226e+01,0.000000000000000000e+00,7.976866958603391101e-04,7.999999448657034960e-04
6.363262329101562642e+01,2.083873940612274112e+02,2.547914184570312273e+02,0.000000000000000000e+00,3.294566931607452280e-03,3.299999982118606567e-03,1.251794433593749289e+01,4.247980142424518135e+01,5.199895019531254547e+01,0.000000000000000000e+00,6.974542488792810288e-04,6.999999284744264430e-04
7.615056762695311932e+01,2.508671954854725925e+02,3.067903686523437727e+02,0.000000000000000000e+00,3.992021180486733309e-03,3.999999910593033010e-03,1.324942016601562500e+01,4.659598697473862217e+01,5.679927978515621589e+01,0.000000000000000000e+00,8.213759069861832629e-04,8.250001817941667384e-04
8.939998779296874432e+01,2.974631824602112147e+02,3.635896484374999886e+02,0.000000000000000000e+00,4.813397087472916572e-03,4.825000092387199749e-03,1.163762207031250284e+01,4.112692939275092385e+01,4.975119628906253411e+01,0.000000000000000000e+00,8.284123992473736015e-04,8.327543735504143452e-04
1.010376098632812472e+02,3.385901118529621385e+02,4.133408447265625227e+02,0.000000000000000000e+00,5.641809486720290173e-03,5.657754465937614094e-03,9.907434082031258527e+00,3.636084927274947631e+01,4.365996093749998863e+01,0.000000000000000000e+00,7.612760125948322618e-04,7.658746093511586625e-04
1.109450439453125057e+02,3.749509611257116148e+02,4.570008056640625114e+02,0.000000000000000000e+00,6.403085499315122435e-03,6.423629075288772756e-03,4.330786132812491473e+00,2.895001575437589736e+01,2.918366699218751137e+01,0.000000000000000000e+00,7.712562708293039734e-04,7.765099406242372340e-04
1.152758300781249972e+02,4.039009768800875122e+02,4.861844726562500227e+02,0.000000000000000000e+00,7.174341770144426408e-03,7.200139015913009990e-03,-6.247184448242187216e+01,-1.033998128106860577e+02,-1.089413940429687955e+02,0.000000000000000000e+00,8.092202757268851521e-04,8.153766393661499023e-04
