Sigma_1,Sigma_2,Sigma_12,Epsilon_1,Epsilon_2,Epsilon_12,dSigma_1,dSigma_2,dSigma_12,dEpsilon_1,dEpsilon_2,dEpsilon_12
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.101060644527730226e+00,5.799923913238566264e+00,1.535770721435546804e+01,6.666447875155136660e-05,6.666447875155136660e-05,2.000000094994902611e-04
5.101060644527730226e+00,5.799923913238566264e+00,1.535770721435546804e+01,6.666447875155136660e-05,6.666447875155136660e-05,2.000000094994902611e-04,2.548179087386364117e+00,2.897570505542669927e+00,7.674711608886720882e+00,3.333057289245535239e-05,3.333057289245535239e-05,9.999999310821293700e-05
7.649239731914094342e+00,8.697494418781236192e+00,2.303241882324218892e+01,9.999505164400671899e-05,9.999505164400671899e-05,3.000000026077031981e-04,2.546813317387768727e+00,2.896081520529158126e+00,7.672793579101561789e+00,3.332946200261451561e-05,3.332946200261451561e-05,1.000000163912773241e-04
1.019605304930186307e+01,1.159357593931039432e+01,3.070521240234375071e+01,1.333245136466212346e-04,1.333245136466212346e-04,4.000000189989805222e-04,2.545445486181000305e+00,2.894592748858860531e+00,7.670870971679686789e+00,3.332835118637794171e-05,3.332835118637794171e-05,9.999996982514860414e-05
1.274149853548286337e+01,1.448816868816925485e+01,3.837608337402343750e+01,1.666528648329991763e-04,1.666528648329991763e-04,4.999999888241291263e-04,2.544079027425940609e+00,2.893103809036622565e+00,7.668952941894531250e+00,3.332724044440422929e-05,3.332724044440422929e-05,1.000000163912772699e-04
1.528557756290880398e+01,1.738127249720587741e+01,4.604503631591796875e+01,1.999801052774034056e-04,1.999801052774034056e-04,6.000000052154063962e-04,2.542713178001060115e+00,2.891614700826490747e+00,7.667033386230471592e+00,3.332611813782512377e-05,3.332611813782512377e-05,1.000000163912773783e-04
1.782829074090986410e+01,2.027288719803236816e+01,5.371206970214844034e+01,2.333062234152285294e-04,2.333062234152285294e-04,7.000000216066837744e-04,2.541345649409372243e+00,2.890126951458082516e+00,7.665115356445312500e+00,3.332503082141061970e-05,3.332503082141061970e-05,1.000000163912772699e-04
2.036963639031923634e+01,2.316301414949045068e+01,6.137718505859375284e+01,2.666312542366391491e-04,2.666312542366391491e-04,8.000000379979610443e-04,2.539981018945823621e+00,2.888637506742604444e+00,7.663198852539053973e+00,3.332389702479112261e-05,3.332389702479112261e-05,9.999992325901983000e-05
2.290961740926505996e+01,2.605165165623305512e+01,6.904038391113280682e+01,2.999551512614302717e-04,2.999551512614302717e-04,8.999999612569808743e-04,2.538614709751197296e+00,2.887154000570831158e+00,7.661282348632823869e+00,3.332280985485512386e-05,3.332280985485512386e-05,1.000000163912773783e-04
2.544823211901625726e+01,2.893880565680388628e+01,7.670166625976563068e+01,3.332779611162853955e-04,3.332779611162853955e-04,9.999999776482582526e-04,2.537248245927536061e+00,2.885664219823976140e+00,7.659368896484366473e+00,3.332167620780199409e-05,3.332167620780199409e-05,1.000000163912772699e-04
