Sigma_1,Sigma_2,Sigma_12,Epsilon_1,Epsilon_2,Epsilon_12,dSigma_1,dSigma_2,dSigma_12,dEpsilon_1,dEpsilon_2,dEpsilon_12
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.224834746077809733e+00,9.830685274784386252e+00,1.557202911376953125e+01,6.666447875155136660e-05,1.333241062473146973e-04,2.000000094994902611e-04
6.224834746077809733e+00,9.830685274784386252e+00,1.557202911376953125e+01,6.666447875155136660e-05,1.333241062473146973e-04,2.000000094994902611e-04,3.109751879004426733e+00,4.912375044953785519e+00,7.780390167236326704e+00,3.333057289245535239e-05,6.665539379159600257e-05,9.999999310821293700e-05
9.334586625082236466e+00,1.474306031973817177e+01,2.335241928100585795e+01,9.999505164400671899e-05,1.999795000389106999e-04,3.000000026077031981e-04,3.108214467687947291e+00,4.910587750841928667e+00,7.777582550048826704e+00,3.332946200261451561e-05,6.665093950772614040e-05,1.000000163912773241e-04
1.244280109277018376e+01,1.965364807058010044e+01,3.113000183105468466e+01,1.333245136466212346e-04,2.666304395466368403e-04,4.000000189989805222e-04,3.106677263458575311e+00,4.908799969136225627e+00,7.774769592285153408e+00,3.332835118637794171e-05,6.664652073144885841e-05,9.999996982514860414e-05
1.554947835622875907e+01,2.456244803971632606e+01,3.890477142333983807e+01,1.666528648329991763e-04,3.332769602780856987e-04,4.999999888241291263e-04,3.105138358637072216e+00,4.907013224610594193e+00,7.771961975097667619e+00,3.332724044440422929e-05,6.664205599510791356e-05,1.000000163912772699e-04
1.865461671486583128e+01,2.946946126432692026e+01,4.667673339843750568e+01,1.999801052774034056e-04,3.999190162731936123e-04,6.000000052154063962e-04,3.103600805236641946e+00,4.905227519158611216e+00,7.769152832031238631e+00,3.332611813782512377e-05,6.663761512720566124e-05,1.000000163912773783e-04
2.175821752010247323e+01,3.437468878348553147e+01,5.444588623046874432e+01,2.333062234152285294e-04,4.665566314003992735e-04,7.000000216066837744e-04,3.102064604473689258e+00,4.903441326037025760e+00,7.766348266601568184e+00,3.332503082141061970e-05,6.663317485134360616e-05,1.000000163912772699e-04
2.486028212457616249e+01,3.927813010952255723e+01,6.221223449707031250e+01,2.666312542366391491e-04,5.331898062517428797e-04,8.000000379979610443e-04,3.100526702033473470e+00,4.901657700890744707e+00,7.763540649414068184e+00,3.332389702479112261e-05,6.662878170556475309e-05,9.999992325901983000e-05
2.796080882660963596e+01,4.417978781041330194e+01,6.997577514648438068e+01,2.999551512614302717e-04,5.998185879573076328e-04,8.999999612569808743e-04,3.098991679189744275e+00,4.899873584800950255e+00,7.760739135742184658e+00,3.332280985485512386e-05,6.662429607150047780e-05,1.000000163912773783e-04
3.105980050579938023e+01,4.907966139521425220e+01,7.773651428222656534e+01,3.332779611162853955e-04,6.664428840288081106e-04,9.999999776482582526e-04,3.097454954431022145e+00,4.898088983479986780e+00,7.757934570312500000e+00,3.332167620780199409e-05,6.661985757060564020e-05,1.000000163912772699e-04
