Sigma_1,Sigma_2,Sigma_12,Epsilon_1,Epsilon_2,Epsilon_12,dSigma_1,dSigma_2,dSigma_12,dEpsilon_1,dEpsilon_2,dEpsilon_12
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.617463302612304865e+00,1.740672184204140649e+01,3.075921325683593821e+01,0.000000000000000000e+00,2.666304395466368403e-04,4.000000189989805222e-04
5.617463302612304865e+00,1.740672184204140649e+01,3.075921325683593821e+01,0.000000000000000000e+00,2.666304395466368403e-04,4.000000189989805222e-04,4.198171615600585049e+00,1.303730964241300683e+01,2.304638061523437287e+01,0.000000000000000000e+00,1.999261918537624332e-04,3.000000026077032523e-04
9.815634918212889914e+00,3.044403148445441332e+01,5.380559387207031108e+01,0.000000000000000000e+00,4.665566314003992735e-04,7.000000216066837744e-04,2.791756439208985086e+00,8.683300408163816542e+00,1.535433959960938211e+01,0.000000000000000000e+00,1.332619565569083593e-04,1.999999396502970999e-04
1.260739135742187500e+01,3.912733189261822986e+01,6.915993347167969318e+01,0.000000000000000000e+00,5.998185879573076328e-04,8.999999612569808743e-04,5.566667175292970171e+00,1.734684454692899180e+01,3.068490600585937500e+01,0.000000000000000000e+00,2.664705556450082911e-04,4.000000655651091879e-04
1.817405853271484517e+01,5.647417643954722166e+01,9.984483947753906818e+01,0.000000000000000000e+00,8.662891436023159239e-04,1.300000026822090062e-03,2.774916076660154829e+00,8.663546191999358825e+00,1.533058776855467897e+01,0.000000000000000000e+00,1.332086550928203786e-04,1.999999396502972083e-04
2.094897460937500000e+01,6.513772263154658049e+01,1.151754272460937472e+02,0.000000000000000000e+00,9.994977986951363025e-04,1.499999966472387270e-03,4.151058959960938211e+00,1.298233707325385922e+01,2.297957153320312784e+01,0.000000000000000000e+00,1.997798105450208309e-04,2.999999560415744781e-04
2.510003356933593821e+01,7.812005970480043970e+01,1.381549987792968750e+02,0.000000000000000000e+00,1.199277609240157133e-03,1.799999922513961749e-03,5.499060058593748579e+00,1.727073407719174725e+01,3.057893066406251137e+01,0.000000000000000000e+00,2.663108865969469712e-04,4.000000655651092963e-04
3.059909362792968679e+01,9.539079378199218695e+01,1.687339294433593864e+02,0.000000000000000000e+00,1.465588495837104105e-03,2.199999988079071045e-03,4.093402099609374289e+00,1.291026901697414075e+01,2.286883544921875000e+01,0.000000000000000000e+00,1.996866330473668315e-04,3.000000491738320264e-04
3.469249572753906108e+01,1.083010627989663277e+02,1.916027648925781364e+02,0.000000000000000000e+00,1.665275128884470936e-03,2.500000037252903071e-03,2.708544921875002842e+00,8.582117319837493596e+00,1.520776367187500000e+01,0.000000000000000000e+00,1.331022728319778900e-04,2.000000327825545397e-04
3.740104064941406392e+01,1.168831801188038213e+02,2.068105285644531364e+02,0.000000000000000000e+00,1.798377401716448826e-03,2.700000070035457611e-03,4.031372070312500000e+00,1.283729017159392072e+01,2.275739135742185226e+01,0.000000000000000000e+00,1.996201972386880182e-04,2.999998629093169299e-04
