Sigma_1,Sigma_2,Sigma_12,Epsilon_1,Epsilon_2,Epsilon_12,dSigma_1,dSigma_2,dSigma_12,dEpsilon_1,dEpsilon_2,dEpsilon_12
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.057457259325780363e+01,1.477083687758169361e+01,1.099099464416503835e+01,1.333241062473146973e-04,1.999800121638574792e-04,1.333329943008720821e-04
1.057457259325780363e+01,1.477083687758169361e+01,1.099099464416503835e+01,1.333241062473146973e-04,1.999800121638574792e-04,1.333329943008720821e-04,5.284485416959476822e+00,7.382328074868635071e+00,5.489547348022462359e+00,6.665539379159600257e-05,9.997499944099476950e-05,6.666650297120215135e-05
1.585905801021728045e+01,2.215316495245032868e+01,1.648054199218750071e+01,1.999795000389106999e-04,2.999550116048522487e-04,1.999994972720742334e-04,5.283207132921416971e+00,7.380659235122280393e+00,5.486463928222658382e+00,6.665093950772614040e-05,9.996502871346707886e-05,6.666649132966993071e-05
2.114226514313869743e+01,2.953382418757260908e+01,2.196700592041015909e+01,2.666304395466368403e-04,3.999200403183193276e-04,2.666659886017441641e-04,5.281923874036586142e+00,7.378989450320734278e+00,5.483378601074214487e+00,6.664652073144885841e-05,9.995499016253158245e-05,6.666651461273431778e-05
2.642418901717528357e+01,3.691281363789334335e+01,2.745038452148437358e+01,3.332769602780856987e-04,4.998750304808509100e-04,3.333325032144784819e-04,5.280638690217472231e+00,7.377321779207619556e+00,5.480291748046873579e+00,6.664205599510791356e-05,9.994504669895497122e-05,6.666649132966998492e-05
3.170482770739275580e+01,4.429013541710096291e+01,3.293067626953124716e+01,3.999190162731936123e-04,5.998200771798058812e-04,3.999989945441484668e-04,5.279354635838462428e+00,7.375650110747976385e+00,5.477207946777348013e+00,6.663761512720566124e-05,9.993505868506125708e-05,6.666649132966993071e-05
3.698418234323121823e+01,5.166578552784893930e+01,3.840788421630859517e+01,4.665566314003992735e-04,6.997551358648671383e-04,4.666654858738183975e-04,5.278073237507051374e+00,7.373980553494220658e+00,5.474125671386715908e+00,6.663317485134360616e-05,9.992507266705201192e-05,6.666649132966993071e-05
4.226225558073826960e+01,5.903976608134315995e+01,4.388200988769531108e+01,5.331898062517428797e-04,7.996802085319191502e-04,5.333319772034883282e-04,5.276791444660560160e+00,7.372313102487510150e+00,5.471043395996098013e+00,6.662878170556475309e-05,9.991499559590334614e-05,6.666653789579870485e-05
4.753904702539882976e+01,6.641207918383067010e+01,4.935305328369140909e+01,5.998185879573076328e-04,8.995952041278224964e-04,5.999985150992870331e-04,5.275509250907155945e+00,7.370644721992505310e+00,5.467961120605465908e+00,6.662429607150047780e-05,9.990510662625400919e-05,6.666649132966993071e-05
5.281455627630598570e+01,7.378272390582317541e+01,5.482101440429687500e+01,6.664428840288081106e-04,9.995003107540765055e-04,6.666650064289569638e-04,5.274226662393246556e+00,7.368975394841115190e+00,5.464886474609372158e+00,6.661985757060564020e-05,9.989512659297180089e-05,6.666649132966993071e-05
5.808878293869923226e+01,8.115169930066429060e+01,6.028590087890624716e+01,7.330627415994137508e-04,1.099395437347048306e-03,7.333314977586268945e-04,5.272943677151836539e+00,7.367311237367303534e+00,5.461807250976562500e+00,6.661541966061226231e-05,9.988514855340403092e-05,6.666649132967003913e-05
6.336172661585106880e+01,8.851901053803159414e+01,6.574770812988280966e+01,7.996781612600260131e-04,1.199280585900452337e-03,7.999979890882969336e-04,5.271660295182982736e+00,7.365646140562304822e+00,5.458734130859383527e+00,6.661098234228991083e-05,9.987517250695308706e-05,6.666649132966993071e-05
6.863338691103405154e+01,9.588465667859389896e+01,7.120644226074219318e+01,8.662891436023159239e-04,1.299155758407405424e-03,8.666644804179668643e-04,5.270382625698871948e+00,7.363973992365487220e+00,5.455654907226545447e+00,6.660654561463244614e-05,9.986519845280017980e-05,6.666649132966993071e-05
7.390376953673292348e+01,1.032486306709593862e+02,7.666209716796873863e+01,9.328956892169483700e-04,1.399020956860205604e-03,9.333309717476367950e-04,5.268670777750074308e+00,7.362105287251722530e+00,5.452029418945329553e+00,6.660210947818793244e-05,9.985513339833408490e-05,6.666649132967003913e-05
7.917244031448299779e+01,1.106107359582111087e+02,8.211412658691406818e+01,9.994977986951363025e-04,1.498876090258539689e-03,9.999974630773068342e-04,5.263921764690394411e+00,7.358731746052271205e+00,5.444567871093738631e+00,6.659767393283775802e-05,9.984534931301090703e-05,6.666649132966982229e-05
8.443636207917339220e+01,1.179694677042633799e+02,8.755869445800780682e+01,1.066095472627974061e-03,1.598721439571550596e-03,1.066663954406976656e-03,5.260607622847956577e+00,7.355809151777847887e+00,5.438674926757812500e+00,6.659333200475917904e-05,9.983528824037877190e-05,6.666658446192737057e-05
8.969696970202134878e+01,1.253252768560412278e+02,9.299736938476561932e+01,1.132688804632733240e-03,1.698556727811929368e-03,1.133330538868904027e-03,5.256388258511520917e+00,7.352665106352816338e+00,5.432324218750011369e+00,6.658880460742389387e-05,9.982513622067449785e-05,6.666649132967003913e-05
9.495335796053286970e+01,1.326779419623940441e+02,9.842969360351563068e+01,1.199277609240157133e-03,1.798381864032603866e-03,1.199997030198574066e-03,5.251648463395341082e+00,7.349360735366104791e+00,5.425323486328125000e+00,6.658437083376296008e-05,9.981535806883657692e-05,6.666649132967003913e-05
1.002050064239282108e+02,1.400273026977601489e+02,1.038550170898437557e+02,1.265861980073920093e-03,1.898197222101440443e-03,1.266663521528244105e-03,5.247689873520371862e+00,7.345895904063326043e+00,5.418835449218747158e+00,6.657993765072441235e-05,9.980539595727186408e-05,6.666649132966982229e-05
1.054526962974485826e+02,1.473731986018234750e+02,1.092738525390625028e+02,1.332441917724644506e-03,1.998002618058712307e-03,1.333330012857913928e-03,5.241034934780230969e+00,7.341316424322968714e+00,5.409680175781247158e+00,6.657550505752523988e-05,9.979543583449714331e-05,6.666649132967003913e-05
1.106937312322288136e+02,1.547145150261464437e+02,1.146835327148437500e+02,1.399017422782169746e-03,2.097798053893209450e-03,1.399996504187583967e-03,5.234763612985943837e+00,7.333774534914311971e+00,5.395837402343744316e+00,6.657107305493435885e-05,9.978547769925192115e-05,6.666649132966982229e-05
1.159284948452147574e+02,1.620482895610607557e+02,1.200793701171874943e+02,1.465588495837104105e-03,2.197583531592461371e-03,1.466662995517253789e-03,5.229187767266822107e+00,7.327172053464209966e+00,5.383911132812500000e+00,6.656664164194736437e-05,9.977552155116279839e-05,6.666649132967003913e-05
1.211576826124815796e+02,1.693754616145249656e+02,1.254632812499999943e+02,1.532155137479051469e-03,2.297359053143624170e-03,1.533329486846923828e-03,5.220786333183454531e+00,7.318670527824224337e+00,5.369036865234392053e+00,6.656221081911134485e-05,9.976556738963563223e-05,6.666649132967003913e-05
1.263784689456650341e+02,1.766941321423491900e+02,1.308323181152343864e+02,1.598717348298162814e-03,2.397124620533259802e-03,1.599995978176593867e-03,5.215305425622588587e+00,7.312405492662293227e+00,5.359558105468750000e+00,6.655778058630812226e-05,9.975561521385336791e-05,6.666649132966982229e-05
1.315937743712876227e+02,1.840065376350114832e+02,1.361918762207031364e+02,1.665275128884470936e-03,2.496880235747113170e-03,1.666662469506263690e-03,5.209542036783602725e+00,7.305538447002021485e+00,5.349511718749994316e+00,6.655335094275576999e-05,9.974566502388756278e-05,6.666649132967003913e-05
1.368033164080712254e+02,1.913120760820135047e+02,1.415413879394531307e+02,1.731828479827226706e-03,2.596625900771000733e-03,1.733328960835933729e-03,5.199191482441477774e+00,7.294078914768675759e+00,5.331787109374971578e+00,6.654892188922212001e-05,9.973571681847880760e-05,6.666649132966982229e-05
1.420025078905127032e+02,1.986061549967821804e+02,1.468731750488281023e+02,1.798377401716448826e-03,2.696361617589479540e-03,1.799995452165603551e-03,5.188202772997499324e+00,7.282297247524923023e+00,5.313604736328159106e+00,6.654449342470385165e-05,9.972577059725457049e-05,6.666649132967003913e-05
1.471907106635102025e+02,2.058884522443071035e+02,1.521867797851562614e+02,1.864921895141152678e-03,2.796087388186734111e-03,1.866661943495273590e-03,5.180318312405120196e+00,7.271307340007666653e+00,5.299719238281227263e+00,6.654006554974783647e-05,9.971564063366786246e-05,6.666649132967003913e-05
1.523710289759153227e+02,2.131597595843147701e+02,1.574864990234374886e+02,1.931461960690900514e-03,2.895803028820401973e-03,1.933328434824943629e-03,5.169459899195629760e+00,7.258330317941442900e+00,5.282604980468761369e+00,6.653563826423633011e-05,9.970588412350385454e-05,6.666649132967003913e-05
1.575404888751109524e+02,2.204180899022562130e+02,1.627691040039062500e+02,1.997997598955136844e-03,2.995508912943905828e-03,1.999994926154613668e-03,5.156152729494522191e+00,7.243977517885781481e+00,5.263250732421880684e+00,6.653121156738718914e-05,9.969594385104973977e-05,6.666649132966960545e-05
1.626966416046054746e+02,2.276620674201419945e+02,1.680323547363281307e+02,2.064528810522524033e-03,3.095204856794955568e-03,2.066661417484283274e-03,5.139026048102721234e+00,7.222321365444628327e+00,5.236004638671857947e+00,6.652678545996824552e-05,9.968619123126333526e-05,6.666649132967003913e-05
1.678356676527081959e+02,2.348843887855866228e+02,1.732683593749999886e+02,2.131055595982492279e-03,3.194891048026218903e-03,2.133327908813953313e-03,5.118727267534836756e+00,7.198698605118380556e+00,5.206811523437522737e+00,6.652254579665511577e-05,9.967588358123337725e-05,6.666667759418513570e-05
1.729543949202430326e+02,2.420830873907050034e+02,1.784751708984375114e+02,2.197578141779147395e-03,3.294566931607452280e-03,2.199994586408138449e-03,5.087926863634180563e+00,7.162281058513428889e+00,5.164227294921857947e+00,6.651793499859795511e-05,9.966632055647848751e-05,6.666649132966960545e-05
1.780423217838772132e+02,2.492453684492184323e+02,1.836393981933593693e+02,2.264096076777745350e-03,3.394233252163930768e-03,2.266661077737808054e-03,5.053620852130848107e+00,7.115758214744602128e+00,5.114868164062500000e+00,6.651351065743976027e-05,9.965601694112693684e-05,6.666649132967003913e-05
1.830959426360080613e+02,2.563611266639630344e+02,1.887542663574218693e+02,2.330609587435185110e-03,3.493889269105057704e-03,2.333327569067478093e-03,5.017986337235669225e+00,7.066256391062665898e+00,5.063995361328125000e+00,6.650908690435542586e-05,9.964608660902344803e-05,6.666649132967003913e-05
1.881139289732437305e+02,2.634273830550257003e+02,1.938182617187499943e+02,2.397118674339540536e-03,3.593535355714081152e-03,2.399994060397148132e-03,4.991094135131731946e+00,7.026957780576935875e+00,5.024816894531255684e+00,6.650466373989399188e-05,9.963652941138122221e-05,6.666649132967003913e-05
1.931050231083754625e+02,2.704543408356026362e+02,1.988430786132812500e+02,2.463623338079434528e-03,3.693171885125462375e-03,2.466660551726818171e-03,4.964796094822418127e+00,6.988455531992258329e+00,4.985180664062511369e+00,6.650024116393662976e-05,9.962623184377097235e-05,6.666649132967003913e-05
1.980698192031978806e+02,2.774427963675948945e+02,2.038282592773437614e+02,2.530123579243371158e-03,3.792798116969233347e-03,2.533327043056488211e-03,4.937513574552951923e+00,6.946951431078957739e+00,4.944024658203119316e+00,6.649581917570141290e-05,9.961667852832105721e-05,6.666649132966960545e-05
2.030073327777508325e+02,2.843897477986738522e+02,2.087722839355468807e+02,2.596619398419072570e-03,3.892414795497554404e-03,2.599993534386157816e-03,4.912587720135519476e+00,6.906806960542269280e+00,4.902410888671880684e+00,6.649139777595855852e-05,9.960638498917890465e-05,6.666649132967003913e-05
2.079199204978863520e+02,2.912965547592161215e+02,2.136746948242187614e+02,2.663110796195031129e-03,3.992021180486733309e-03,2.666660025715827855e-03,4.887485397633554385e+00,6.861526836912048566e+00,4.855761718749988631e+00,6.648697696370322804e-05,9.959683555314444159e-05,6.666649132967003913e-05
2.128074058955199064e+02,2.981580815961281701e+02,2.185304565429687500e+02,2.729597773158734357e-03,4.091618016039877750e-03,2.733326517045497894e-03,4.858436268532045688e+00,6.801620662066511613e+00,4.792919921875011369e+00,6.648255673948272673e-05,9.958654604051968978e-05,6.666649132967003913e-05
2.176658421640519521e+02,3.049597022581946817e+02,2.233233764648437614e+02,2.796080329898217084e-03,4.191204562080397440e-03,2.799993008375167933e-03,4.783057395311004711e+00,6.713082684585401694e+00,4.658349609374965894e+00,6.647813710318082811e-05,9.957700048201113124e-05,6.666649132967003913e-05
2.224488995593629568e+02,3.116727849427800834e+02,2.279817260742187273e+02,2.862558467001397912e-03,4.290781562562408571e-03,2.866659499704837973e-03,4.734475177207002616e+00,6.646636006695132437e+00,4.566162109375000000e+00,6.647371805401560557e-05,9.956671499307227780e-05,6.666649132966960545e-05
2.271833747365699594e+02,3.183194209494752158e+02,2.325478881835937273e+02,2.929032185055413517e-03,4.390348277555480849e-03,2.933325991034507578e-03,4.687842129036056349e+00,6.579997650841562518e+00,4.468957519531272737e+00,6.646929959275467426e-05,9.955717330953697819e-05,6.666649132967003913e-05
2.318712168656060157e+02,3.248994186003167783e+02,2.370168457031250000e+02,2.995501484648168192e-03,4.489905450865017827e-03,2.999992482364177617e-03,4.644481173963526999e+00,6.517287506148420562e+00,4.386499023437522737e+00,6.646488171839623135e-05,9.954689184211475139e-05,6.666649132967003913e-05
2.365156980395695427e+02,3.314167061064651989e+02,2.414033447265625227e+02,3.061966366366564423e-03,4.589452342707132579e-03,3.066658973693847656e-03,4.597560362996460981e+00,6.459537711484244937e+00,4.305676269531232947e+00,6.646065011424234434e-05,9.953698324480144549e-05,6.666667759418470202e-05
2.411132584025660037e+02,3.378762438179494438e+02,2.457090209960937557e+02,3.128427016480806767e-03,4.688989325951934024e-03,3.133325651288032358e-03,4.559643065131325557e+00,6.408173071346539018e+00,4.236181640624977263e+00,6.645586204915556947e-05,9.952744736913595597e-05,6.666630506515537624e-05
2.456729014676973293e+02,3.442844168892959829e+02,2.499452026367187329e+02,3.194882878529962337e-03,4.788516773321069980e-03,3.199991956353187735e-03,4.526666017995950142e+00,6.358534352609297002e+00,4.172802734375039790e+00,6.645181727696260893e-05,9.951717192973382614e-05,6.666667759418470202e-05
2.501995674856932794e+02,3.506429512419052799e+02,2.541180053710937727e+02,3.261334695806924946e-03,4.888033945250803806e-03,3.266658633947372437e-03,4.485721073603542663e+00,6.293692827525035227e+00,4.097937011718727263e+00,6.644703043510091431e-05,9.950763992344451025e-05,6.666630506515494256e-05
2.546852885592968221e+02,3.569366440694303151e+02,2.582159423828125000e+02,3.327781726242025860e-03,4.987541585174248317e-03,3.333324939012527379e-03,4.460470657379829618e+00,6.251161411245846011e+00,4.060290527343738631e+00,6.644298678719698370e-05,9.949736849937558525e-05,6.666667759418513570e-05
2.591457592166766517e+02,3.631878054806761611e+02,2.622762329101562386e+02,3.394224713029222844e-03,5.087038953673623902e-03,3.399991616606712515e-03,4.433034514936991854e+00,6.210384148594698672e+00,4.018078613281261369e+00,6.643820116785737265e-05,9.948784035969555906e-05,6.666630506515494256e-05
2.635787937316136436e+02,3.693981896292708598e+02,2.662943115234375000e+02,3.460662914197080216e-03,5.186526794033319461e-03,3.466657921671867457e-03,4.385135208998178769e+00,6.165863469906980754e+00,3.950695800781261369e+00,6.643415864423032891e-05,9.947757294902128539e-05,6.666667759418470202e-05
2.679639289406118223e+02,3.755640530991778405e+02,2.702450073242187614e+02,3.527097072841310545e-03,5.286004366982340746e-03,3.533324599266052159e-03,4.343400534814747971e+00,6.131614146382275976e+00,3.895751953124943157e+00,6.642937424693271670e-05,9.946804867407097600e-05,6.666630506515494256e-05
2.723073294754265703e+02,3.816956672455601165e+02,2.741407592773437045e+02,3.593526447088243262e-03,5.385472415656411722e-03,3.599990904331207102e-03,4.296732408898094491e+00,6.095881058375709927e+00,3.830786132812534106e+00,6.642533284646453054e-05,9.945778527396722385e-05,6.666667759418513570e-05
