Sigma_1,Sigma_2,Sigma_12,Epsilon_1,Epsilon_2,Epsilon_12,dSigma_1,dSigma_2,dSigma_12,dEpsilon_1,dEpsilon_2,dEpsilon_12
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.085196080178760880e+01,7.172266387939453480e+00,1.109577980041503942e+01,3.999200403183193276e-04,0.000000000000000000e+00,1.333334017544984763e-04
2.085196080178760880e+01,7.172266387939453480e+00,1.109577980041503942e+01,3.999200403183193276e-04,0.000000000000000000e+00,1.333334017544984763e-04,1.563204707833363116e+01,5.374339294433593039e+00,8.311571121215818536e+00,2.998350955465478107e-04,0.000000000000000000e+00,1.000000396743416840e-04
3.648400788012123996e+01,1.254660568237304652e+01,1.940735092163085795e+01,6.997551358648671383e-04,0.000000000000000000e+00,2.333334414288401604e-04,1.041852716048268235e+01,3.580637359619140980e+00,5.536498260498049717e+00,1.998400682629553581e-04,0.000000000000000000e+00,6.666670087724925172e-05
4.690253504060392231e+01,1.612724304199218750e+01,2.494384918212890767e+01,8.995952041278224964e-04,0.000000000000000000e+00,3.000001423060894121e-04,2.083024578579542663e+01,7.155868530273437500e+00,1.106209411621093608e+01,3.995605542795829281e-04,0.000000000000000000e+00,1.333334017544984492e-04
6.773278082639934894e+01,2.328311157226562500e+01,3.600594329833984375e+01,1.299155758407405424e-03,0.000000000000000000e+00,4.333335440605878613e-04,1.041172007735664806e+01,3.575231933593748579e+00,5.525595092773443184e+00,1.997203318511342647e-04,0.000000000000000000e+00,6.666672416031358458e-05
7.814450090375599700e+01,2.685834350585937358e+01,4.153153839111328693e+01,1.498876090258539689e-03,0.000000000000000000e+00,5.000002682209014459e-04,1.561280789392381507e+01,5.359365844726561079e+00,8.281425476074218750e+00,2.995057737740641768e-04,0.000000000000000000e+00,1.000000163912773783e-04
9.375730879767981207e+01,3.221770935058593466e+01,4.981296386718750568e+01,1.798381864032603866e-03,0.000000000000000000e+00,6.000002846121788242e-04,2.078153806375074453e+01,7.132775878906251421e+00,1.101463623046874574e+01,3.992016675598575055e-04,0.000000000000000000e+00,1.333334017544985034e-04
1.145388468614305566e+02,3.935048522949218608e+01,6.082760009765625142e+01,2.197583531592461371e-03,0.000000000000000000e+00,7.333336863666773276e-04,1.556070078134337109e+01,5.339419555664065342e+00,8.239840698242183237e+00,2.992967041546517985e-04,0.000000000000000000e+00,1.000000629574060440e-04
1.300995476427739277e+02,4.468990478515625142e+01,6.906744079589843466e+01,2.496880235747113170e-03,0.000000000000000000e+00,8.333337493240833716e-04,1.036414453866788676e+01,3.554617309570311079e+00,5.482879638671889211e+00,1.994813818423663704e-04,0.000000000000000000e+00,6.666667759418481044e-05
1.404636921814418145e+02,4.824452209472656250e+01,7.455032043457032387e+01,2.696361617589479540e-03,0.000000000000000000e+00,9.000004269182681821e-04,1.551900616018082246e+01,5.322219848632812500e+00,8.208407592773426131e+00,2.991472953544262875e-04,0.000000000000000000e+00,1.000001095235347097e-04
