Sigma_1,Sigma_2,Sigma_12,Epsilon_1,Epsilon_2,Epsilon_12,dSigma_1,dSigma_2,dSigma_12,dEpsilon_1,dEpsilon_2,dEpsilon_12
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.290961740926505996e+01,2.605165165623305512e+01,6.904038391113280682e+01,2.999551512614302717e-04,2.999551512614302717e-04,8.999999612569808743e-04
2.290961740926505996e+01,2.605165165623305512e+01,6.904038391113280682e+01,2.999551512614302717e-04,2.999551512614302717e-04,8.999999612569808743e-04,2.026983588138673298e+01,2.305509652254701081e+01,6.123539733886718750e+01,2.665512994685605348e-04,2.665512994685605348e-04,8.000001311302184842e-04
4.317945329065179294e+01,4.910674817878006593e+01,1.302757812499999943e+02,5.665064507299908065e-04,5.665064507299908065e-04,1.700000092387199358e-03,2.011329193930944825e+01,2.291255634537635899e+01,6.100589599609375568e+01,2.664802688062071481e-04,2.664802688062071481e-04,7.999999448657037129e-04
6.329274522996124119e+01,7.201930452415642492e+01,1.912816772460937500e+02,8.329867195361979545e-04,8.329867195361979545e-04,2.500000037252903071e-03,1.984006771511673151e+01,2.265133257280085388e+01,6.055812988281249432e+01,2.664092759903087353e-04,2.664092759903087353e-04,7.999999448657034960e-04
8.313281294507797270e+01,9.467063709695727880e+01,2.518398071289062443e+02,1.099395995526506690e-03,1.099395995526506690e-03,3.299999982118606567e-03,1.706852482684017502e+01,1.951760508718740539e+01,5.252388916015624432e+01,2.330499215526967132e-04,2.330499215526967132e-04,6.999999284744264430e-04
1.002013377719181477e+02,1.141882421841446842e+02,3.043636962890624886e+02,1.332445917079203403e-03,1.332445917079203403e-03,3.999999910593033010e-03,2.095721826718586556e+01,2.416263109001178577e+01,6.593127441406250000e+01,2.995558032151005110e-04,2.995558032151005110e-04,8.999999612569805491e-04
1.211585560391040133e+02,1.383508732741564700e+02,3.702949707031249886e+02,1.632001720294303914e-03,1.632001720294303914e-03,4.899999871850013559e-03,1.577021396028510480e+01,1.858222319188016058e+01,5.095239257812500000e+01,2.476681553088093662e-04,2.476681553088093662e-04,7.443096488714221609e-04
1.369287699993891181e+02,1.569330964660366305e+02,4.212473632812499886e+02,1.879669875603113280e-03,1.879669875603113280e-03,5.644309520721435720e-03,1.506910334076479785e+01,1.821358056497470557e+01,4.979460449218748863e+01,2.582947817160571782e-04,2.582947817160571782e-04,7.764428853988649196e-04
1.519978733401539159e+02,1.751466770310113361e+02,4.710419677734374773e+02,2.137964657319170458e-03,2.137964657319170458e-03,6.420752406120300640e-03,1.346099818499101275e+01,1.688175396781556969e+01,4.395722656250006821e+01,2.610164746276225599e-04,2.610164746276225599e-04,7.848270237445827829e-04
1.654588715251449287e+02,1.920284309988269058e+02,5.149991943359375455e+02,2.398981131946793018e-03,2.398981131946793018e-03,7.205579429864883423e-03,1.232317846706791897e+01,1.587567220648318767e+01,4.156928710937495453e+01,2.652890487275711730e-04,2.652890487275711730e-04,7.978841662406917917e-04
