Sigma_1,Sigma_2,Sigma_12,Epsilon_1,Epsilon_2,Epsilon_12,dSigma_1,dSigma_2,dSigma_12,dEpsilon_1,dEpsilon_2,dEpsilon_12
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.051813707465411696e+01,5.944952579603864962e+01,3.756674480438232600e+00,2.999551512614302717e-04,8.995952041278224964e-04,-1.153757534600023382e-36
3.051813707465411696e+01,5.944952579603864962e+01,3.756674480438232600e+00,2.999551512614302717e-04,8.995952041278224964e-04,-1.153757534600023382e-36,2.709753776685954918e+01,5.279032336958672289e+01,3.326548862457275213e+00,2.665512994685605348e-04,7.989615236841068717e-04,-1.022020376319161270e-36
5.761567484151366614e+01,1.122398491656253725e+02,7.083223342895507812e+00,5.665064507299908065e-04,1.698556727811929368e-03,-2.175777910919184653e-36,2.707150167684037001e+01,5.274168108342524874e+01,3.315389633178710938e+00,2.664802688062071481e-04,7.983235079351838018e-04,-1.019073676582673535e-36
8.468717651835403615e+01,1.649815302490506213e+02,1.039861297607421875e+01,8.329867195361979545e-04,2.496880235747113170e-03,-3.194851587501858188e-36,2.704546989466594198e+01,5.269307584570265135e+01,3.304270553588867898e+00,2.664092759903087353e-04,7.976866958603391101e-04,-1.016136806114133258e-36
1.117326464130199781e+02,2.176746060947532726e+02,1.370288352966308665e+01,1.099395995526506690e-03,3.294566931607452280e-03,-4.210988393615991446e-36,2.361840664170503601e+01,4.602861663567003347e+01,2.884149932861330257e+00,2.330499215526967132e-04,6.974542488792810288e-04,-8.882779756303933790e-37
1.353510530547250141e+02,2.637032227304233061e+02,1.658703346252441690e+01,1.332445917079203403e-03,3.992021180486733309e-03,-5.099266369246384825e-36,3.008501508593826657e+01,5.849445895212119240e+01,3.704920578002926845e+00,2.995558032151005110e-04,8.960127647640704976e-04,-1.148928637671185135e-36
1.654360681406632807e+02,3.221976816825444985e+02,2.029195404052734375e+01,1.632001720294303914e-03,4.888033945250803806e-03,-6.248195006917569960e-36,2.286368356809214220e+01,4.394869271633024255e+01,2.801919555664063921e+00,2.329257523709289419e-04,6.963445205407804012e-04,-8.692717587427207502e-37
1.882997517087554229e+02,3.661463743988747410e+02,2.309387359619140767e+01,1.864927472665232856e-03,5.584378465791584208e-03,-7.117466765660290710e-36,2.851330606100538034e+01,5.348691790894952192e+01,3.154703521728514204e+00,2.993964545351288867e-04,8.945873950385839490e-04,-9.206692160830932269e-37
2.168130577697608032e+02,4.196332923078242629e+02,2.624857711791992188e+01,2.164323927200361743e-03,6.478965860830168157e-03,-8.038135981743383937e-36,2.151069947356521084e+01,3.932650192594070404e+01,2.317958831787109375e+00,2.328018082440224193e-04,6.952375794416383592e-04,-6.636302719146406374e-37
2.383237572433260141e+02,4.589597942337649670e+02,2.856653594970703125e+01,2.397125735444384162e-03,7.174203440271806516e-03,-8.701766253658024574e-36,2.416083946907539826e+01,4.303833145843321972e+01,2.806859588623048296e+00,2.659930488231941441e-04,7.939660315103786239e-04,-8.421429792057991589e-37
2.624845967124014123e+02,5.019981256921981867e+02,3.137339553833007955e+01,2.663118784267578306e-03,7.968169471782185140e-03,-9.543909232863823733e-36,2.677676917495739417e+01,4.778828362565013776e+01,3.120999145507816763e+00,2.991574242494237680e-04,8.924591140194518268e-04,-9.365986568635480572e-37
2.892613658873588065e+02,5.497864093178483245e+02,3.449439468383789631e+01,2.962276208517002074e-03,8.860628585801636967e-03,-1.048050788972737179e-35,2.343595707055675348e+01,4.230048760773422600e+01,2.683367919921870737e+00,2.658425995061427204e-04,7.926287256904314404e-04,-7.950233340708363777e-37
3.126973229579155600e+02,5.920868969255825505e+02,3.717776260375976705e+01,3.228118808023144794e-03,9.653257311492068407e-03,-1.127553122379820817e-35,2.324980666234006321e+01,4.242218731681271038e+01,2.657825469970696020e+00,2.657723172305400706e-04,7.920002256273910718e-04,-7.897416450980488390e-37
3.359471296202556232e+02,6.345090842423952608e+02,3.983558807373046307e+01,3.493891125253684865e-03,1.044525753711945948e-02,-1.206527286889625701e-35,1.996262049821910978e+01,3.655582348702705531e+01,2.327544403076174717e+00,2.324923386552886495e-04,6.924872152143275728e-04,-6.998255108097591092e-37
