Sigma_1,Sigma_2,Sigma_12,Epsilon_1,Epsilon_2,Epsilon_12,dSigma_1,dSigma_2,dSigma_12,dEpsilon_1,dEpsilon_2,dEpsilon_12
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.042776567819962530e+01,3.587118530273437411e+00,5.550183486938476740e+00,1.999800121638574792e-04,0.000000000000000000e+00,6.666670087724923816e-05
1.042776567819962530e+01,3.587118530273437411e+00,5.550183486938476740e+00,1.999800121638574792e-04,0.000000000000000000e+00,6.666670087724923816e-05,5.212380280703451163e+00,1.792799377441406161e+00,2.773252868652343217e+00,9.997499944099476950e-05,0.000000000000000000e+00,3.333335043862462586e-05
1.564014595890307646e+01,5.379917907714843572e+00,8.323436355590819957e+00,2.999550116048522487e-04,0.000000000000000000e+00,1.000000513158738640e-04,5.211814842884532339e+00,1.792348480224609908e+00,2.772343444824219461e+00,9.996502871346707886e-05,0.000000000000000000e+00,3.333335043862461231e-05
2.085196080178760880e+01,7.172266387939453480e+00,1.109577980041503942e+01,3.999200403183193276e-04,0.000000000000000000e+00,1.333334017544984763e-04,5.211250448226437015e+00,1.791897583007811434e+00,2.771433639526366122e+00,9.995499016253158245e-05,0.000000000000000000e+00,3.333335043862462586e-05
2.606321125001404582e+01,8.964163970947264914e+00,1.386721343994140554e+01,4.998750304808509100e-04,0.000000000000000000e+00,1.666667521931231022e-04,5.210680993801304339e+00,1.791445922851563566e+00,2.770523071289062500e+00,9.994504669895497122e-05,0.000000000000000000e+00,3.333335043862462586e-05
3.127389224381535016e+01,1.075560989379882848e+01,1.663773651123046804e+01,5.998200771798058812e-04,0.000000000000000000e+00,2.000001026317477280e-04,5.210115636305889808e+00,1.790995788574218039e+00,2.769614410400389914e+00,9.993505868506125708e-05,0.000000000000000000e+00,3.333333879709243232e-05
3.648400788012123996e+01,1.254660568237304652e+01,1.940735092163085795e+01,6.997551358648671383e-04,0.000000000000000000e+00,2.333334414288401604e-04,5.209546743043794947e+00,1.790544891357422230e+00,2.768704223632816763e+00,9.992507266705201192e-05,0.000000000000000000e+00,3.333336208015679229e-05
4.169355462316503491e+01,1.433715057373046875e+01,2.217605514526367472e+01,7.996802085319191502e-04,0.000000000000000000e+00,2.666668035089969527e-04,5.208980417438887400e+00,1.790092468261718750e+00,2.767794036865232954e+00,9.991499559590334614e-05,0.000000000000000000e+00,3.333333879709245943e-05
4.690253504060392231e+01,1.612724304199218750e+01,2.494384918212890767e+01,8.995952041278224964e-04,0.000000000000000000e+00,3.000001423060894121e-04,5.208410563701221463e+00,1.789643859863282671e+00,2.766886901855468039e+00,9.990510662625400919e-05,0.000000000000000000e+00,3.333336208015679229e-05
5.211094560430514377e+01,1.791688690185547017e+01,2.771073608398437571e+01,9.995003107540765055e-04,0.000000000000000000e+00,3.333335043862462044e-04,5.207846333830147501e+00,1.789192199707031250e+00,2.765977478027341618e+00,9.989512659297180089e-05,0.000000000000000000e+00,3.333333879709245943e-05
5.731879193813529128e+01,1.970607910156250142e+01,3.047671356201171733e+01,1.099395437347048306e-03,0.000000000000000000e+00,3.666668431833386638e-04,5.207278567887222209e+00,1.788742065429687500e+00,2.765069580078126421e+00,9.988514855340403092e-05,0.000000000000000000e+00,3.333336208015679229e-05
6.252607050602251348e+01,2.149482116699218892e+01,3.324178314208984375e+01,1.199280585900452337e-03,0.000000000000000000e+00,4.000002052634954561e-04,5.206710320376835455e+00,1.788290405273436079e+00,2.764160156250000000e+00,9.987517250695308706e-05,0.000000000000000000e+00,3.333333879709240522e-05
6.773278082639934894e+01,2.328311157226562500e+01,3.600594329833984375e+01,1.299155758407405424e-03,0.000000000000000000e+00,4.333335440605878613e-04,5.206141591298958815e+00,1.787840270996092329e+00,2.763250732421873579e+00,9.986519845280017980e-05,0.000000000000000000e+00,3.333333879709245943e-05
7.293892241769830775e+01,2.507095184326171733e+01,3.876919403076171733e+01,1.399020956860205604e-03,0.000000000000000000e+00,4.666668828576803207e-04,5.205578486057689247e+00,1.787391662597656250e+00,2.762344360351569605e+00,9.985513339833408490e-05,0.000000000000000000e+00,3.333338536322112515e-05
7.814450090375599700e+01,2.685834350585937358e+01,4.153153839111328693e+01,1.498876090258539689e-03,0.000000000000000000e+00,5.000002682209014459e-04,5.205008809599348751e+00,1.786938476562500711e+00,2.761437988281244316e+00,9.984534931301090703e-05,0.000000000000000000e+00,3.333333879709245943e-05
8.334950971335534575e+01,2.864528198242187429e+01,4.429297637939453125e+01,1.598721439571550596e-03,0.000000000000000000e+00,5.333336070179939053e-04,5.204438629772965896e+00,1.786489868164064632e+00,2.760530090332025566e+00,9.983528824037877190e-05,0.000000000000000000e+00,3.333333879709245943e-05
