Sigma_1,Sigma_2,Sigma_12,Epsilon_1,Epsilon_2,Epsilon_12,dSigma_1,dSigma_2,dSigma_12,dEpsilon_1,dEpsilon_2,dEpsilon_12
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.305067479870793434e+01,1.207791708544431408e+01,1.594606857299804581e+01,1.999800121638574792e-04,1.333241062473146973e-04,2.000000094994902611e-04
1.305067479870793434e+01,1.207791708544431408e+01,1.594606857299804581e+01,1.999800121638574792e-04,1.333241062473146973e-04,2.000000094994902611e-04,6.521392265094309693e+00,6.035256817805025875e+00,7.964839935302732599e+00,9.997499944099476950e-05,6.665539379159600257e-05,9.999999310821293700e-05
1.957206706380224404e+01,1.811317390324933996e+01,2.391090850830077841e+01,2.999550116048522487e-04,1.999795000389106999e-04,3.000000026077031981e-04,6.519331509691312476e+00,6.033017071186375091e+00,7.960317993164064632e+00,9.996502871346707886e-05,6.665093950772614040e-05,1.000000163912773241e-04
2.609139857349355651e+01,2.414619097443571505e+01,3.187122650146484304e+01,3.999200403183193276e-04,2.666304395466368403e-04,4.000000189989805222e-04,6.517268216913684853e+00,6.030780532708028829e+00,7.955789184570310368e+00,9.995499016253158245e-05,6.664652073144885841e-05,9.999996982514860414e-05
3.260866679040724136e+01,3.017697150714374388e+01,3.982701568603515341e+01,4.998750304808509100e-04,3.332769602780856987e-04,4.999999888241291263e-04,6.515208497882611027e+00,6.028541858567376011e+00,7.951269531250005684e+00,9.994504669895497122e-05,6.664205599510791356e-05,1.000000163912772699e-04
3.912387528828985239e+01,3.620551336571111989e+01,4.777828521728515909e+01,5.998200771798058812e-04,3.999190162731936123e-04,6.000000052154063962e-04,6.513144715747280600e+00,6.026307156547971999e+00,7.946748352050775566e+00,9.993505868506125708e-05,6.663761512720566124e-05,1.000000163912773783e-04
4.563702000403713299e+01,4.223182052225909189e+01,5.572503356933593466e+01,6.997551358648671383e-04,4.665566314003992735e-04,7.000000216066837744e-04,6.511086033099054760e+00,6.024068793844953973e+00,7.942230224609375000e+00,9.992507266705201192e-05,6.663317485134360616e-05,1.000000163912772699e-04
5.214810603713618775e+01,4.825588931610404586e+01,6.366726379394530966e+01,7.996802085319191502e-04,5.331898062517428797e-04,8.000000379979610443e-04,6.509020228903843019e+00,6.021835932937094071e+00,7.937713623046889211e+00,9.991499559590334614e-05,6.662878170556475309e-05,9.999992325901983000e-05
5.865712626604003077e+01,5.427772524904113993e+01,7.160497741699219887e+01,8.995952041278224964e-04,5.998185879573076328e-04,8.999999612569808743e-04,6.506965645346674876e+00,6.019605514361657583e+00,7.933197021484375000e+00,9.990510662625400919e-05,6.662429607150047780e-05,1.000000163912773783e-04
6.516409191138670565e+01,6.029733076340279752e+01,7.953817443847657387e+01,9.995003107540765055e-04,6.664428840288081106e-04,9.999999776482582526e-04,6.504903941458067607e+00,6.017365329967333309e+00,7.928689575195306816e+00,9.989512659297180089e-05,6.661985757060564020e-05,1.000000163912772699e-04
